,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2009-11-14-san-diego-state.html,"Sat, Nov 14, 2009",REG,UC San Diego,,W,77,52,1,0,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,,,,
1,/cbb/boxscores/2009-11-16-saint-marys-ca.html,"Mon, Nov 16, 2009",REG,Saint Mary's (CA),WCC,L,58,80,1,1,L 1,McKeon Pavilion,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/saint-marys-ca/men/2010.html,/cbb/conferences/wcc/men/2010.html,13.38,
2,/cbb/boxscores/2009-11-19-san-diego-state.html,"Thu, Nov 19, 2009",REG,Santa Clara,WCC,W,86,53,2,1,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/santa-clara/men/2010.html,/cbb/conferences/wcc/men/2010.html,-5.84,
3,/cbb/boxscores/2009-11-23-fresno-state.html,"Mon, Nov 23, 2009",REG,Fresno State,WAC,W,62,58,3,1,W 2,Save Mart Center,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/fresno-state/men/2010.html,/cbb/conferences/wac/men/2010.html,0.14,
4,/cbb/boxscores/2009-11-25-pacific.html,"Wed, Nov 25, 2009",REG,Pacific,Big West,L,63,71,3,2,L 1,Alex G. Spanos Center,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/pacific/men/2010.html,/cbb/conferences/big-west/men/2010.html,2.90,
5,/cbb/boxscores/2009-11-28-san-diego-state.html,"Sat, Nov 28, 2009",REG,Northern Arizona,Big Sky,W,89,48,4,2,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/northern-arizona/men/2010.html,/cbb/conferences/big-sky/men/2010.html,-7.54,
6,/cbb/boxscores/2009-12-02-san-diego.html,"Wed, Dec 2, 2009",REG,San Diego,WCC,W,69,62,5,2,W 2,Jenny Craig Pavilion,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/san-diego/men/2010.html,/cbb/conferences/wcc/men/2010.html,-2.60,OT
7,/cbb/boxscores/2009-12-05-california-santa-barbara.html,"Sat, Dec 5, 2009",REG,UC Santa Barbara,Big West,W,69,61,6,2,W 3,The Thunderdome,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/california-santa-barbara/men/2010.html,/cbb/conferences/big-west/men/2010.html,-0.13,
8,/cbb/boxscores/2009-12-09-san-diego-state.html,"Wed, Dec 9, 2009",REG,Cal State Fullerton,Big West,W,82,68,7,2,W 4,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/cal-state-fullerton/men/2010.html,/cbb/conferences/big-west/men/2010.html,-2.87,
9,/cbb/boxscores/2009-12-12-san-diego-state.html,"Sat, Dec 12, 2009",REG,Arizona,Pac-10,W,63,46,8,2,W 5,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/arizona/men/2010.html,/cbb/conferences/pac-10/men/2010.html,7.97,
10,/cbb/boxscores/2009-12-19-arizona-state.html,"Sat, Dec 19, 2009",REG,Arizona State,Pac-10,L,52,55,8,3,L 1,Wells Fargo Arena,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/arizona-state/men/2010.html,/cbb/conferences/pac-10/men/2010.html,13.80,
11,/cbb/boxscores/2009-12-22-drake.html,"Tue, Dec 22, 2009",REG,Drake,MVC,W,76,73,9,3,W 1,Knapp Center,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/drake/men/2010.html,/cbb/conferences/mvc/men/2010.html,0.54,OT
12,/cbb/boxscores/2009-12-29-san-diego-state.html,"Tue, Dec 29, 2009",REG,UC Riverside,Big West,W,58,53,10,3,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/california-riverside/men/2010.html,/cbb/conferences/big-west/men/2010.html,-6.99,
13,/cbb/boxscores/2009-12-31-san-diego-state.html,"Thu, Dec 31, 2009",REG,Pomona–Pitzer,,W,89,54,11,3,W 3,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,,,,
14,/cbb/boxscores/2010-01-05-san-diego-state.html,"Tue, Jan 5, 2010",REG,New Mexico,MWC,W,74,64,12,3,W 4,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/new-mexico/men/2010.html,/cbb/conferences/mwc/men/2010.html,12.49,
15,/cbb/boxscores/2010-01-09-wyoming.html,"Sat, Jan 9, 2010",REG,Wyoming,MWC,L,83,85,12,4,L 1,Arena-Auditorium,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/wyoming/men/2010.html,/cbb/conferences/mwc/men/2010.html,-4.58,
16,/cbb/boxscores/2010-01-13-nevada-las-vegas.html,"Wed, Jan 13, 2010",REG,Nevada-Las Vegas,MWC,L,66,76,12,5,L 2,Thomas & Mack Center,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/nevada-las-vegas/men/2010.html,/cbb/conferences/mwc/men/2010.html,12.57,
17,/cbb/boxscores/2010-01-16-san-diego-state.html,"Sat, Jan 16, 2010",REG,TCU,MWC,W,67,62,13,5,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/texas-christian/men/2010.html,/cbb/conferences/mwc/men/2010.html,-0.25,
18,/cbb/boxscores/2010-01-19-utah.html,"Tue, Jan 19, 2010",REG,Utah,MWC,W,70,68,14,5,W 2,Jon M. Huntsman Center,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/utah/men/2010.html,/cbb/conferences/mwc/men/2010.html,4.29,
19,/cbb/boxscores/2010-01-23-san-diego-state.html,"Sat, Jan 23, 2010",REG,Brigham Young,MWC,L,69,71,14,6,L 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/brigham-young/men/2010.html,/cbb/conferences/mwc/men/2010.html,18.82,
20,/cbb/boxscores/2010-01-30-colorado-state.html,"Sat, Jan 30, 2010",REG,Colorado State,MWC,W,64,52,15,6,W 1,Moby Arena,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/colorado-state/men/2010.html,/cbb/conferences/mwc/men/2010.html,1.35,
21,/cbb/boxscores/2010-02-02-san-diego-state.html,"Tue, Feb 2, 2010",REG,Air Force,MWC,W,70,48,16,6,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/air-force/men/2010.html,/cbb/conferences/mwc/men/2010.html,-4.90,
22,/cbb/boxscores/2010-02-06-new-mexico.html,"Sat, Feb 6, 2010",REG,New Mexico,MWC,L,86,88,16,7,L 1,University Arena,/cbb/schools/san-diego-state/men/2010.html,@,/cbb/schools/new-mexico/men/2010.html,/cbb/conferences/mwc/men/2010.html,12.49,OT
23,/cbb/boxscores/2010-02-10-san-diego-state.html,"Wed, Feb 10, 2010",REG,Wyoming,MWC,W,88,57,17,7,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/wyoming/men/2010.html,/cbb/conferences/mwc/men/2010.html,-4.58,
24,/cbb/boxscores/2010-02-13-san-diego-state.html,"Sat, Feb 13, 2010",REG,Nevada-Las Vegas,MWC,W,68,58,18,7,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2010.html,,/cbb/schools/nevada-las-vegas/men/2010.html,/cbb/conferences/mwc/men/2010.html,12.57,
