,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2009-11-13-ohio.html,"Fri, Nov 13, 2009",REG,Ohio Valley,,W,101,72,1,0,W 1,Convocation Center,/cbb/schools/ohio/men/2010.html,,,,,
1,/cbb/boxscores/2009-11-15-ohio.html,"Sun, Nov 15, 2009",REG,Middle Tennessee,Sun Belt,W,81,68,2,0,W 2,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/middle-tennessee/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-1.99,,
2,/cbb/boxscores/2009-11-17-ohio.html,"Tue, Nov 17, 2009",REG,North Carolina A&T,MEAC,W,93,82,3,0,W 3,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/north-carolina-at/men/2010.html,/cbb/conferences/meac/men/2010.html,-12.02,,
3,/cbb/boxscores/2009-11-23-ohio.html,"Mon, Nov 23, 2009",REG,Lamar,Southland,W,71,46,4,0,W 4,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/lamar/men/2010.html,/cbb/conferences/southland/men/2010.html,-11.11,,
4,/cbb/boxscores/2009-11-28-ohio.html,"Sat, Nov 28, 2009",REG,Marshall,CUSA,L,53,60,4,1,L 1,Charleston Civic Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/marshall/men/2010.html,/cbb/conferences/cusa/men/2010.html,7.80,N,
5,/cbb/boxscores/2009-12-06-tulsa.html,"Sun, Dec 6, 2009",REG,Tulsa,CUSA,L,80,81,4,2,L 2,Donald W. Reynolds Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/tulsa/men/2010.html,/cbb/conferences/cusa/men/2010.html,8.46,@,
6,/cbb/boxscores/2009-12-09-ohio.html,"Wed, Dec 9, 2009",REG,Austin Peay,OVC,L,66,68,4,3,L 3,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/austin-peay/men/2010.html,/cbb/conferences/ovc/men/2010.html,-3.85,,
7,/cbb/boxscores/2009-12-12-delaware.html,"Sat, Dec 12, 2009",REG,Delaware,CAA,W,86,70,5,3,W 1,Bob Carpenter Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/delaware/men/2010.html,/cbb/conferences/colonial/men/2010.html,-7.86,@,
8,/cbb/boxscores/2009-12-16-ohio.html,"Wed, Dec 16, 2009",REG,Illinois State,MVC,W,75,57,6,3,W 2,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/illinois-state/men/2010.html,/cbb/conferences/mvc/men/2010.html,5.73,,
9,/cbb/boxscores/2009-12-19-ohio.html,"Sat, Dec 19, 2009",REG,Eastern Kentucky,OVC,W,74,62,7,3,W 3,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/eastern-kentucky/men/2010.html,/cbb/conferences/ovc/men/2010.html,-2.07,,
10,/cbb/boxscores/2009-12-22-pittsburgh.html,"Tue, Dec 22, 2009",REG,Pittsburgh,Big East,L,49,74,7,4,L 1,Petersen Events Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/pittsburgh/men/2010.html,/cbb/conferences/big-east/men/2010.html,14.30,@,
11,/cbb/boxscores/2009-12-29-ohio.html,"Tue, Dec 29, 2009",REG,Elon,Southern,W,71,59,8,4,W 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/elon/men/2010.html,/cbb/conferences/southern/men/2010.html,-10.40,,
12,/cbb/boxscores/2010-01-02-robert-morris.html,"Sat, Jan 2, 2010",REG,Robert Morris,NEC,L,79,81,8,5,L 1,Charles L. Sewall Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/robert-morris/men/2010.html,/cbb/conferences/northeast/men/2010.html,-3.71,@,
13,/cbb/boxscores/2010-01-06-iupui.html,"Wed, Jan 6, 2010",REG,IUPUI,Summit,W,63,62,9,5,W 1,The Jungle,/cbb/schools/ohio/men/2010.html,/cbb/schools/iupui/men/2010.html,/cbb/conferences/summit/men/2010.html,1.63,@,
14,/cbb/boxscores/2010-01-09-ohio.html,"Sat, Jan 9, 2010",REG,Kent State,MAC,L,60,62,9,6,L 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/kent-state/men/2010.html,/cbb/conferences/mac/men/2010.html,5.28,,
15,/cbb/boxscores/2010-01-13-ohio.html,"Wed, Jan 13, 2010",REG,Akron,MAC,L,62,67,9,7,L 2,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/akron/men/2010.html,/cbb/conferences/mac/men/2010.html,2.82,,
16,/cbb/boxscores/2010-01-16-miami-oh.html,"Sat, Jan 16, 2010",REG,Miami (OH),MAC,L,67,79,9,8,L 3,Millett Hall,/cbb/schools/ohio/men/2010.html,/cbb/schools/miami-oh/men/2010.html,/cbb/conferences/mac/men/2010.html,0.56,@,
17,/cbb/boxscores/2010-01-20-bowling-green-state.html,"Wed, Jan 20, 2010",REG,Bowling Green State,MAC,L,57,65,9,9,L 4,Anderson Arena,/cbb/schools/ohio/men/2010.html,/cbb/schools/bowling-green-state/men/2010.html,/cbb/conferences/mac/men/2010.html,-4.70,@,
18,/cbb/boxscores/2010-01-23-ohio.html,"Sat, Jan 23, 2010",REG,Buffalo,MAC,W,99,77,10,9,W 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/buffalo/men/2010.html,/cbb/conferences/mac/men/2010.html,-2.03,,
19,/cbb/boxscores/2010-01-27-northern-illinois.html,"Wed, Jan 27, 2010",REG,Northern Illinois,MAC,W,99,84,11,9,W 2,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/northern-illinois/men/2010.html,/cbb/conferences/mac/men/2010.html,-7.64,@,
20,/cbb/boxscores/2010-01-31-ohio.html,"Sun, Jan 31, 2010",REG,Ball State,MAC,L,66,67,11,10,L 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/ball-state/men/2010.html,/cbb/conferences/mac/men/2010.html,-4.85,,OT
21,/cbb/boxscores/2010-02-04-toledo.html,"Thu, Feb 4, 2010",REG,Toledo,MAC,W,65,58,12,10,W 1,Savage Arena,/cbb/schools/ohio/men/2010.html,/cbb/schools/toledo/men/2010.html,/cbb/conferences/mac/men/2010.html,-14.39,@,OT
22,/cbb/boxscores/2010-02-06-eastern-michigan.html,"Sat, Feb 6, 2010",REG,Eastern Michigan,MAC,L,61,70,12,11,L 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/eastern-michigan/men/2010.html,/cbb/conferences/mac/men/2010.html,-3.46,@,
23,/cbb/boxscores/2010-02-09-ohio.html,"Tue, Feb 9, 2010",REG,Western Michigan,MAC,W,90,74,13,11,W 1,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/western-michigan/men/2010.html,/cbb/conferences/mac/men/2010.html,0.43,,
24,/cbb/boxscores/2010-02-11-ohio.html,"Thu, Feb 11, 2010",REG,Central Michigan,MAC,W,89,76,14,11,W 2,Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/central-michigan/men/2010.html,/cbb/conferences/mac/men/2010.html,-3.58,,
25,/cbb/boxscores/2010-02-14-akron.html,"Sun, Feb 14, 2010",REG,Akron,MAC,L,88,91,14,12,L 1,James A. Rhodes Arena,/cbb/schools/ohio/men/2010.html,/cbb/schools/akron/men/2010.html,/cbb/conferences/mac/men/2010.html,2.82,@,2OT
26,/cbb/boxscores/2010-02-17-kent-state.html,"Wed, Feb 17, 2010",REG,Kent State,MAC,L,67,74,14,13,L 2,Memorial Athletic & Convocation Center,/cbb/schools/ohio/men/2010.html,/cbb/schools/kent-state/men/2010.html,/cbb/conferences/mac/men/2010.html,5.28,@,
