,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2009-11-13-north-texas.html,"Fri, Nov 13, 2009",REG,Cameron,,W,80,62,1,0,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,,,,
1,/cbb/boxscores/2009-11-18-texas-arlington.html,"Wed, Nov 18, 2009",REG,UT Arlington,Southland,W,101,99,2,0,W 2,Texas Hall,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/texas-arlington/men/2010.html,/cbb/conferences/southland/men/2010.html,-8.06,2OT
2,/cbb/boxscores/2009-11-21-oklahoma-state.html,"Sat, Nov 21, 2009",REG,Oklahoma State,Big 12,L,68,82,2,1,L 1,Gallagher-Iba Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/oklahoma-state/men/2010.html,/cbb/conferences/big-12/men/2010.html,12.34,
3,/cbb/boxscores/2009-11-24-north-texas.html,"Tue, Nov 24, 2009",REG,Jackson State,SWAC,W,68,58,3,1,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/jackson-state/men/2010.html,/cbb/conferences/swac/men/2010.html,-13.21,
4,/cbb/boxscores/2009-11-28-boise-state.html,"Sat, Nov 28, 2009",REG,Boise State,WAC,L,73,79,3,2,L 1,Taco Bell Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/boise-state/men/2010.html,/cbb/conferences/wac/men/2010.html,-1.11,
5,/cbb/boxscores/2009-12-02-north-texas.html,"Wed, Dec 2, 2009",REG,Southwestern (TX),,W,91,62,4,2,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,,,,
6,/cbb/boxscores/2009-12-05-rice.html,"Sat, Dec 5, 2009",REG,Rice,CUSA,W,64,62,5,2,W 2,Tudor Fieldhouse,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/rice/men/2010.html,/cbb/conferences/cusa/men/2010.html,-5.72,
7,/cbb/boxscores/2009-12-07-texas-am.html,"Mon, Dec 7, 2009",REG,Texas A&M,Big 12,L,65,75,5,3,L 1,Reed Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/texas-am/men/2010.html,/cbb/conferences/big-12/men/2010.html,15.24,
8,/cbb/boxscores/2009-12-13-north-texas.html,"Sun, Dec 13, 2009",REG,Louisiana-Monroe,Sun Belt,W,79,62,6,3,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/louisiana-monroe/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-10.75,
9,/cbb/boxscores/2009-12-20-north-texas.html,"Sun, Dec 20, 2009",REG,Florida International,Sun Belt,L,70,80,6,4,L 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/florida-international/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-12.81,OT
10,/cbb/boxscores/2009-12-22-north-texas.html,"Tue, Dec 22, 2009",REG,Southeastern Louisiana,Southland,W,71,61,7,4,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/southeastern-louisiana/men/2010.html,/cbb/conferences/southland/men/2010.html,-3.97,
11,/cbb/boxscores/2009-12-28-north-texas.html,"Mon, Dec 28, 2009",REG,Texas Southern,SWAC,W,71,69,8,4,W 2,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/texas-southern/men/2010.html,/cbb/conferences/swac/men/2010.html,-11.12,
12,/cbb/boxscores/2009-12-31-arkansas-little-rock.html,"Thu, Dec 31, 2009",REG,Little Rock,Sun Belt,W,83,78,9,4,W 3,Jack Stephens Center,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/arkansas-little-rock/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-10.06,
13,/cbb/boxscores/2010-01-02-arkansas-state.html,"Sat, Jan 2, 2010",REG,Arkansas State,Sun Belt,L,56,71,9,5,L 1,Convocation Center,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/arkansas-state/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-4.01,
14,/cbb/boxscores/2010-01-07-louisiana-lafayette.html,"Thu, Jan 7, 2010",REG,Louisiana,Sun Belt,L,72,74,9,6,L 2,Cajundome,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/louisiana-lafayette/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-4.74,
15,/cbb/boxscores/2010-01-09-north-texas.html,"Sat, Jan 9, 2010",REG,New Orleans,Sun Belt,W,71,57,10,6,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/new-orleans/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-13.50,
16,/cbb/boxscores/2010-01-14-troy.html,"Thu, Jan 14, 2010",REG,Troy,Sun Belt,W,75,72,11,6,W 2,Trojan Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/troy/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-3.04,
17,/cbb/boxscores/2010-01-16-north-texas.html,"Sat, Jan 16, 2010",REG,Arkansas State,Sun Belt,L,70,83,11,7,L 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/arkansas-state/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-4.01,
18,/cbb/boxscores/2010-01-21-north-texas.html,"Thu, Jan 21, 2010",REG,South Alabama,Sun Belt,W,86,78,12,7,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/south-alabama/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-7.72,
19,/cbb/boxscores/2010-01-28-western-kentucky.html,"Thu, Jan 28, 2010",REG,Western Kentucky,Sun Belt,W,84,83,13,7,W 2,E. A. Diddle Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/western-kentucky/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,2.32,OT
20,/cbb/boxscores/2010-01-30-middle-tennessee.html,"Sat, Jan 30, 2010",REG,Middle Tennessee,Sun Belt,L,64,69,13,8,L 1,Murphy Center,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/middle-tennessee/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-1.99,
21,/cbb/boxscores/2010-02-04-north-texas.html,"Thu, Feb 4, 2010",REG,Florida Atlantic,Sun Belt,W,86,69,14,8,W 1,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/florida-atlantic/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-4.48,
22,/cbb/boxscores/2010-02-06-florida-international.html,"Sat, Feb 6, 2010",REG,Florida International,Sun Belt,W,68,66,15,8,W 2,US Century Bank Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/florida-international/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-12.81,
23,/cbb/boxscores/2010-02-11-new-orleans.html,"Thu, Feb 11, 2010",REG,New Orleans,Sun Belt,W,68,46,16,8,W 3,Kiefer Lakefront Arena,/cbb/schools/north-texas/men/2010.html,@,/cbb/schools/new-orleans/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-13.50,
24,/cbb/boxscores/2010-02-13-north-texas.html,"Sat, Feb 13, 2010",REG,Denver,Sun Belt,W,64,59,17,8,W 4,Super Pit,/cbb/schools/north-texas/men/2010.html,,/cbb/schools/denver/men/2010.html,/cbb/conferences/sun-belt/men/2010.html,-2.76,
