,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2009-11-14-oakland.html,"Sat, Nov 14, 2009",REG,/cbb/schools/eastern-michigan/men/2010.html,Eastern Michigan,/cbb/conferences/mac/men/2010.html,MAC,-3.46,L,77,81,0,1,L 1,Athletics Center O''rena,/cbb/schools/oakland/men/2010.html,
1,/cbb/boxscores/2009-11-18-wisconsin.html,"Wed, Nov 18, 2009",REG,/cbb/schools/wisconsin/men/2010.html,Wisconsin,/cbb/conferences/big-ten/men/2010.html,Big Ten,17.84,L,42,58,0,2,L 2,Kohl Center,/cbb/schools/oakland/men/2010.html,@
2,/cbb/boxscores/2009-11-21-oakland.html,"Sat, Nov 21, 2009",REG,,Rochester (MI),,,,W,97,63,1,2,W 1,Athletics Center O''rena,/cbb/schools/oakland/men/2010.html,
3,/cbb/boxscores/2009-11-23-tennessee-tech.html,"Mon, Nov 23, 2009",REG,/cbb/schools/tennessee-tech/men/2010.html,Tennessee Tech,/cbb/conferences/ovc/men/2010.html,OVC,-9.58,W,77,56,2,2,W 2,Eblen Center,/cbb/schools/oakland/men/2010.html,@
4,/cbb/boxscores/2009-11-25-kansas.html,"Wed, Nov 25, 2009",REG,/cbb/schools/kansas/men/2010.html,Kansas,/cbb/conferences/big-12/men/2010.html,Big 12,24.68,L,59,89,2,3,L 1,Allen Fieldhouse,/cbb/schools/oakland/men/2010.html,@
5,/cbb/boxscores/2009-11-28-oakland.html,"Sat, Nov 28, 2009",REG,,Central Arkansas,/cbb/conferences/southland/men/2010.html,Southland,,W,83,75,3,3,W 1,Athletics Center O''rena,/cbb/schools/oakland/men/2010.html,
6,/cbb/boxscores/2009-11-30-memphis.html,"Mon, Nov 30, 2009",REG,/cbb/schools/memphis/men/2010.html,Memphis,/cbb/conferences/cusa/men/2010.html,CUSA,11.74,L,46,77,3,4,L 1,FedExForum,/cbb/schools/oakland/men/2010.html,@
7,/cbb/boxscores/2009-12-05-ipfw.html,"Sat, Dec 5, 2009",REG,/cbb/schools/ipfw/men/2010.html,Purdue Fort Wayne,/cbb/conferences/summit/men/2010.html,Summit,-9.42,W,84,76,4,4,W 1,Allen County War Memorial Coliseum,/cbb/schools/oakland/men/2010.html,@
8,/cbb/boxscores/2009-12-10-michigan-state.html,"Thu, Dec 10, 2009",REG,/cbb/schools/michigan-state/men/2010.html,Michigan State,/cbb/conferences/big-ten/men/2010.html,Big Ten,15.33,L,57,88,4,5,L 1,Breslin Student Events Center,/cbb/schools/oakland/men/2010.html,@
9,/cbb/boxscores/2009-12-13-oakland.html,"Sun, Dec 13, 2009",REG,/cbb/schools/green-bay/men/2010.html,Green Bay,/cbb/conferences/horizon/men/2010.html,Horizon,0.33,W,76,52,5,5,W 1,Athletics Center O''rena,/cbb/schools/oakland/men/2010.html,
