,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2009-11-13-tulane.html,"Fri, Nov 13, 2009",REG,@,/cbb/schools/tulane/men/2010.html,Tulane,/cbb/conferences/cusa/men/2010.html,CUSA,-3.20,W,74,58,1,0,W 1,Avron B. Fogelman Arena,/cbb/schools/georgetown/men/2010.html
1,/cbb/boxscores/2009-11-17-georgetown.html,"Tue, Nov 17, 2009",REG,,/cbb/schools/temple/men/2010.html,Temple,/cbb/conferences/atlantic-10/men/2010.html,A-10,12.44,W,46,45,2,0,W 2,Verizon Center,/cbb/schools/georgetown/men/2010.html
2,/cbb/boxscores/2009-11-21-savannah-state.html,"Sat, Nov 21, 2009",REG,@,/cbb/schools/savannah-state/men/2010.html,Savannah State,/cbb/conferences/independent/men/2010.html,Ind,-12.90,W,63,44,3,0,W 3,Tiger Arena,/cbb/schools/georgetown/men/2010.html
3,/cbb/boxscores/2009-11-28-georgetown.html,"Sat, Nov 28, 2009",REG,,/cbb/schools/lafayette/men/2010.html,Lafayette,/cbb/conferences/patriot/men/2010.html,Patriot,-7.96,W,97,64,4,0,W 4,Verizon Center,/cbb/schools/georgetown/men/2010.html
4,/cbb/boxscores/2009-11-30-georgetown.html,"Mon, Nov 30, 2009",REG,,/cbb/schools/mount-st-marys/men/2010.html,Mount St. Mary's,/cbb/conferences/northeast/men/2010.html,NEC,-4.38,W,83,62,5,0,W 5,Verizon Center,/cbb/schools/georgetown/men/2010.html
5,/cbb/boxscores/2009-12-05-georgetown.html,"Sat, Dec 5, 2009",REG,,/cbb/schools/american/men/2010.html,American,/cbb/conferences/patriot/men/2010.html,Patriot,-11.47,W,73,46,6,0,W 6,Verizon Center,/cbb/schools/georgetown/men/2010.html
6,/cbb/boxscores/2009-12-08-butler.html,"Tue, Dec 8, 2009",REG,N,/cbb/schools/butler/men/2010.html,Butler,/cbb/conferences/horizon/men/2010.html,Horizon,14.37,W,72,65,7,0,W 7,Madison Square Garden (IV),/cbb/schools/georgetown/men/2010.html
7,/cbb/boxscores/2009-12-12-washington.html,"Sat, Dec 12, 2009",REG,N,/cbb/schools/washington/men/2010.html,Washington,/cbb/conferences/pac-10/men/2010.html,Pac-10,15.64,W,74,66,8,0,W 8,Honda Center,/cbb/schools/georgetown/men/2010.html
8,/cbb/boxscores/2009-12-19-georgetown.html,"Sat, Dec 19, 2009",REG,,/cbb/schools/old-dominion/men/2010.html,Old Dominion,/cbb/conferences/colonial/men/2010.html,CAA,11.39,L,57,61,8,1,L 1,Verizon Center,/cbb/schools/georgetown/men/2010.html
9,/cbb/boxscores/2009-12-23-georgetown.html,"Wed, Dec 23, 2009",REG,,/cbb/schools/harvard/men/2010.html,Harvard,/cbb/conferences/ivy/men/2010.html,Ivy,1.59,W,86,70,9,1,W 1,Verizon Center,/cbb/schools/georgetown/men/2010.html
