,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2023-11-06-20-alabama.html,"Mon, Nov 6, 2023",8:00p,REG,@,/cbb/schools/alabama/men/2024.html,Alabama,/cbb/conferences/sec/men/2024.html,SEC,21.07,L,73,105,0,1,L 1,Coleman Coliseum,/cbb/schools/morehead-state/men/2024.html
1,/cbb/boxscores/2023-11-08-19-morehead-state.html,"Wed, Nov 8, 2023",7:00p,REG,,,Shawnee State,,,,W,96,40,1,1,W 1,Ellis T. Johnson Arena,/cbb/schools/morehead-state/men/2024.html
2,/cbb/boxscores/2023-11-10-19-purdue.html,"Fri, Nov 10, 2023",7:00p,REG,@,/cbb/schools/purdue/men/2024.html,Purdue,/cbb/conferences/big-ten/men/2024.html,Big Ten,24.73,L,57,87,1,2,L 1,Mackey Arena,/cbb/schools/morehead-state/men/2024.html
3,/cbb/boxscores/2023-11-14-19-morehead-state.html,"Tue, Nov 14, 2023",7:00p,REG,,/cbb/schools/mercer/men/2024.html,Mercer,/cbb/conferences/southern/men/2024.html,Southern,-4.52,W,74,66,2,2,W 1,Ellis T. Johnson Arena,/cbb/schools/morehead-state/men/2024.html
4,/cbb/boxscores/2023-11-17-19-penn-state.html,"Fri, Nov 17, 2023",7:00p,REG,@,/cbb/schools/penn-state/men/2024.html,Penn State,/cbb/conferences/big-ten/men/2024.html,Big Ten,9.42,L,51,74,2,3,L 1,Bryce Jordan Center,/cbb/schools/morehead-state/men/2024.html
5,/cbb/boxscores/2023-11-20-18-bellarmine.html,"Mon, Nov 20, 2023",6:30p,REG,@,/cbb/schools/bellarmine/men/2024.html,Bellarmine,/cbb/conferences/atlantic-sun/men/2024.html,A-Sun,-11.55,W,64,51,3,3,W 1,Freedom Hall,/cbb/schools/morehead-state/men/2024.html
6,/cbb/boxscores/2023-11-22-00-morehead-state.html,"Wed, Nov 22, 2023",3:00p,REG,,,Midway,,,,W,94,53,4,3,W 2,Ellis T. Johnson Arena,/cbb/schools/morehead-state/men/2024.html
7,/cbb/boxscores/2023-11-29-01-austin-peay.html,"Wed, Nov 29, 2023",8:00p,REG,@,/cbb/schools/austin-peay/men/2024.html,Austin Peay,/cbb/conferences/atlantic-sun/men/2024.html,A-Sun,-5.89,W,61,50,5,3,W 3,,/cbb/schools/morehead-state/men/2024.html
8,/cbb/boxscores/2023-12-03-16-morehead-state.html,"Sun, Dec 3, 2023",4:00p,REG,,/cbb/schools/chattanooga/men/2024.html,Chattanooga,/cbb/conferences/southern/men/2024.html,Southern,-0.03,W,87,80,6,3,W 4,Ellis T. Johnson Arena,/cbb/schools/morehead-state/men/2024.html
9,/cbb/boxscores/2023-12-10-15-north-alabama.html,"Sun, Dec 10, 2023",3:00p,REG,@,/cbb/schools/north-alabama/men/2024.html,North Alabama,/cbb/conferences/atlantic-sun/men/2024.html,A-Sun,-6.91,W,86,77,7,3,W 5,Flowers Hall,/cbb/schools/morehead-state/men/2024.html
