,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2023-11-06-19-stetson.html,"Mon, Nov 6, 2023",7:00p,REG,Trinity Baptist,,W,109,54,1,0,W 1,Edmunds Center,/cbb/schools/stetson/men/2024.html,,,,,
1,/cbb/boxscores/2023-11-11-19-nevada-las-vegas.html,"Sat, Nov 11, 2023",7:00p,REG,Nevada-Las Vegas,MWC,L,55,71,1,1,L 1,Thomas & Mack Center,/cbb/schools/stetson/men/2024.html,@,/cbb/schools/nevada-las-vegas/men/2024.html,/cbb/conferences/mwc/men/2024.html,9.17,
2,/cbb/boxscores/2023-11-13-20-houston.html,"Mon, Nov 13, 2023",8:00p,REG,Houston,Big 12,L,48,79,1,2,L 2,Fertitta Center,/cbb/schools/stetson/men/2024.html,@,/cbb/schools/houston/men/2024.html,/cbb/conferences/big-12/men/2024.html,26.20,
3,/cbb/boxscores/2023-11-20-13-milwaukee.html,"Mon, Nov 20, 2023",1:30p,REG,Milwaukee,Horizon,W,85,67,2,2,W 1,Ocean Center,/cbb/schools/stetson/men/2024.html,N,/cbb/schools/milwaukee/men/2024.html,/cbb/conferences/horizon/men/2024.html,-4.83,
4,/cbb/boxscores/2023-11-21-12-central-michigan.html,"Tue, Nov 21, 2023",12:00p,REG,Central Michigan,MAC,W,71,61,3,2,W 2,Ocean Center,/cbb/schools/stetson/men/2024.html,N,/cbb/schools/central-michigan/men/2024.html,/cbb/conferences/mac/men/2024.html,-7.87,
5,/cbb/boxscores/2023-11-26-00-central-florida.html,"Sun, Nov 26, 2023",4:00p,REG,UCF,Big 12,W,85,82,4,2,W 3,Addition Financial Arena,/cbb/schools/stetson/men/2024.html,@,/cbb/schools/central-florida/men/2024.html,/cbb/conferences/big-12/men/2024.html,12.35,
6,/cbb/boxscores/2023-11-29-19-stetson.html,"Wed, Nov 29, 2023",7:00p,REG,Coastal Georgia,,W,94,49,5,2,W 4,Edmunds Center,/cbb/schools/stetson/men/2024.html,,,,,
7,/cbb/boxscores/2023-12-03-14-chicago-state.html,"Sun, Dec 3, 2023",2:00p,REG,Chicago State,Ind,L,54,77,5,3,L 1,Jacoby Dickens Center,/cbb/schools/stetson/men/2024.html,@,/cbb/schools/chicago-state/men/2024.html,/cbb/conferences/independent/men/2024.html,-9.78,
8,/cbb/boxscores/2023-12-05-19-charlotte.html,"Tue, Dec 5, 2023",7:00p,REG,Charlotte,AAC,L,62,85,5,4,L 2,Dale F. Halton Arena,/cbb/schools/stetson/men/2024.html,@,/cbb/schools/charlotte/men/2024.html,/cbb/conferences/aac/men/2024.html,4.36,
9,/cbb/boxscores/2023-12-10-00-stetson.html,"Sun, Dec 10, 2023",2:00p,REG,Johnson (FL),,W,123,43,6,4,W 1,Edmunds Center,/cbb/schools/stetson/men/2024.html,,,,,
