,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2023-11-06-20-michigan-state.html,"Mon, Nov 6, 2023",8:30p,REG,@,/cbb/schools/michigan-state/men/2024.html,Michigan State,/cbb/conferences/big-ten/men/2024.html,Big Ten,17.87,W,79,76,OT,1,0,W 1,Breslin Student Events Center,/cbb/schools/james-madison/men/2024.html
1,/cbb/boxscores/2023-11-09-19-kent-state.html,"Thu, Nov 9, 2023",7:00p,REG,@,/cbb/schools/kent-state/men/2024.html,Kent State,/cbb/conferences/mac/men/2024.html,MAC,-0.53,W,113,108,2OT,2,0,W 2,Memorial Athletic & Convocation Center,/cbb/schools/james-madison/men/2024.html
2,/cbb/boxscores/2023-11-12-16-james-madison.html,"Sun, Nov 12, 2023",4:00p,REG,,/cbb/schools/howard/men/2024.html,Howard,/cbb/conferences/meac/men/2024.html,MEAC,-8.64,W,107,86,,3,0,W 3,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
3,/cbb/boxscores/2023-11-17-19-james-madison.html,"Fri, Nov 17, 2023",7:00p,REG,,/cbb/schools/radford/men/2024.html,Radford,/cbb/conferences/big-south/men/2024.html,Big South,-5.52,W,76,73,,4,0,W 4,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
4,/cbb/boxscores/2023-11-21-18-james-madison.html,"Tue, Nov 21, 2023",6:00p,REG,N,/cbb/schools/southern-illinois/men/2024.html,Southern Illinois,/cbb/conferences/mvc/men/2024.html,MVC,4.29,W,82,76,,5,0,W 5,Hard Rock Hotel Riviera Maya,/cbb/schools/james-madison/men/2024.html
5,/cbb/boxscores/2023-11-22-20-fresno-state.html,"Wed, Nov 22, 2023",8:30p,REG,N,/cbb/schools/fresno-state/men/2024.html,Fresno State,/cbb/conferences/mwc/men/2024.html,MWC,-2.75,W,95,64,,6,0,W 6,Hard Rock Hotel Riviera Maya,/cbb/schools/james-madison/men/2024.html
6,/cbb/boxscores/2023-11-29-19-james-madison.html,"Wed, Nov 29, 2023",7:00p,REG,,/cbb/schools/buffalo/men/2024.html,Buffalo,/cbb/conferences/mac/men/2024.html,MAC,-14.93,W,81,66,,7,0,W 7,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
7,/cbb/boxscores/2023-12-03-13-james-madison.html,"Sun, Dec 3, 2023",1:00p,REG,,,Keystone,,,,W,130,59,,8,0,W 8,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
8,/cbb/boxscores/2023-12-09-19-old-dominion.html,"Sat, Dec 9, 2023",7:00p,REG,@,/cbb/schools/old-dominion/men/2024.html,Old Dominion,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-8.08,W,84,69,,9,0,W 9,Ted Constant Convocaation Center,/cbb/schools/james-madison/men/2024.html
9,/cbb/boxscores/2023-12-16-14-hampton.html,"Sat, Dec 16, 2023",2:00p,REG,@,/cbb/schools/hampton/men/2024.html,Hampton,/cbb/conferences/coastal/men/2024.html,CAA,-15.69,W,88,71,,10,0,W 10,Convocation Center,/cbb/schools/james-madison/men/2024.html
