,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
10,/cbb/boxscores/2023-12-19-19-james-madison.html,"Tue, Dec 19, 2023",7:00p,REG,,/cbb/schools/coppin-state/men/2024.html,Coppin State,/cbb/conferences/meac/men/2024.html,MEAC,-21.43,W,87,48,,11,0,W 11,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
11,/cbb/boxscores/2023-12-22-13-morgan-state.html,"Fri, Dec 22, 2023",1:00p,REG,@,/cbb/schools/morgan-state/men/2024.html,Morgan State,/cbb/conferences/meac/men/2024.html,MEAC,-15.97,W,89,75,,12,0,W 12,Talmadge L. Hill Field House,/cbb/schools/james-madison/men/2024.html
12,/cbb/boxscores/2023-12-30-14-james-madison.html,"Sat, Dec 30, 2023",2:00p,REG,,/cbb/schools/texas-state/men/2024.html,Texas State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-3.43,W,82,65,,13,0,W 13,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
13,/cbb/boxscores/2024-01-04-20-louisiana-lafayette.html,"Thu, Jan 4, 2024",8:00p,REG,@,/cbb/schools/louisiana-lafayette/men/2024.html,Louisiana,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-0.35,W,68,61,,14,0,W 14,Cajundome,/cbb/schools/james-madison/men/2024.html
14,/cbb/boxscores/2024-01-06-01-southern-mississippi.html,"Sat, Jan 6, 2024",3:00p,REG,@,/cbb/schools/southern-mississippi/men/2024.html,Southern Mississippi,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-5.67,L,71,81,,14,1,L 1,Reed Green Coliseum,/cbb/schools/james-madison/men/2024.html
15,/cbb/boxscores/2024-01-11-19-james-madison.html,"Thu, Jan 11, 2024",7:00p,REG,,/cbb/schools/south-alabama/men/2024.html,South Alabama,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-5.66,W,89,55,,15,1,W 1,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
16,/cbb/boxscores/2024-01-13-16-james-madison.html,"Sat, Jan 13, 2024",4:00p,REG,,/cbb/schools/appalachian-state/men/2024.html,Appalachian State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,6.31,L,55,59,,15,2,L 1,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
17,/cbb/boxscores/2024-01-18-20-james-madison.html,"Thu, Jan 18, 2024",8:00p,REG,,/cbb/schools/louisiana-monroe/men/2024.html,Louisiana-Monroe,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-9.78,W,89,70,,16,2,W 1,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
18,/cbb/boxscores/2024-01-20-18-james-madison.html,"Sat, Jan 20, 2024",6:00p,REG,,/cbb/schools/marshall/men/2024.html,Marshall,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-5.16,W,67,52,,17,2,W 2,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
19,/cbb/boxscores/2024-01-24-19-old-dominion.html,"Wed, Jan 24, 2024",7:00p,REG,@,/cbb/schools/old-dominion/men/2024.html,Old Dominion,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-8.08,W,78,62,,18,2,W 3,Ted Constant Convocaation Center,/cbb/schools/james-madison/men/2024.html
20,/cbb/boxscores/2024-01-27-16-appalachian-state.html,"Sat, Jan 27, 2024",6:00p,REG,@,/cbb/schools/appalachian-state/men/2024.html,Appalachian State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,6.31,L,76,82,,18,3,L 1,George M. Holmes Convocation Center,/cbb/schools/james-madison/men/2024.html
21,/cbb/boxscores/2024-02-01-19-james-madison.html,"Thu, Feb 1, 2024",7:00p,REG,,/cbb/schools/coastal-carolina/men/2024.html,Coastal Carolina,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-10.23,W,105,67,,19,3,W 1,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
22,/cbb/boxscores/2024-02-03-16-james-madison.html,"Sat, Feb 3, 2024",4:00p,REG,,/cbb/schools/old-dominion/men/2024.html,Old Dominion,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-8.08,W,78,63,,20,3,W 2,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
23,/cbb/boxscores/2024-02-07-20-arkansas-state.html,"Wed, Feb 7, 2024",8:00p,REG,@,/cbb/schools/arkansas-state/men/2024.html,Arkansas State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,0.51,W,77,73,,21,3,W 3,First National Bank Arena,/cbb/schools/james-madison/men/2024.html
24,/cbb/boxscores/2024-02-10-16-james-madison.html,"Sat, Feb 10, 2024",6:00p,REG,,/cbb/schools/akron/men/2024.html,Akron,/cbb/conferences/mac/men/2024.html,MAC,3.02,W,73,59,,22,3,W 4,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
25,/cbb/boxscores/2024-02-15-20-james-madison.html,"Thu, Feb 15, 2024",8:00p,REG,,/cbb/schools/georgia-state/men/2024.html,Georgia State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-4.30,W,83,63,,23,3,W 5,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
26,/cbb/boxscores/2024-02-17-18-james-madison.html,"Sat, Feb 17, 2024",6:00p,REG,,/cbb/schools/georgia-southern/men/2024.html,Georgia Southern,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-8.21,W,87,80,,24,3,W 6,Atlantic Union Bank Center,/cbb/schools/james-madison/men/2024.html
27,/cbb/boxscores/2024-02-21-19-marshall.html,"Wed, Feb 21, 2024",7:00p,REG,@,/cbb/schools/marshall/men/2024.html,Marshall,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-5.16,W,84,58,,25,3,W 7,Cam Henderson Center,/cbb/schools/james-madison/men/2024.html
28,/cbb/boxscores/2024-02-24-17-georgia-southern.html,"Sat, Feb 24, 2024",5:00p,REG,@,/cbb/schools/georgia-southern/men/2024.html,Georgia Southern,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-8.21,W,80,74,,26,3,W 8,Hanner Fieldhouse,/cbb/schools/james-madison/men/2024.html
29,/cbb/boxscores/2024-02-28-19-georgia-state.html,"Wed, Feb 28, 2024",7:00p,REG,@,/cbb/schools/georgia-state/men/2024.html,Georgia State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-4.30,W,84,78,,27,3,W 9,GSU Convocation Center,/cbb/schools/james-madison/men/2024.html
30,/cbb/boxscores/2024-03-01-19-coastal-carolina.html,"Fri, Mar 1, 2024",7:30p,REG,@,/cbb/schools/coastal-carolina/men/2024.html,Coastal Carolina,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-10.23,W,86,76,,28,3,W 10,HTC Center,/cbb/schools/james-madison/men/2024.html
31,/cbb/boxscores/2024-03-09-20-james-madison.html,"Sat, Mar 9, 2024",8:30p,CTOURN,N,/cbb/schools/marshall/men/2024.html,Marshall,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-5.16,W,81,64,,29,3,W 11,Pensacola Bay Center,/cbb/schools/james-madison/men/2024.html
32,/cbb/boxscores/2024-03-10-20-james-madison.html,"Sun, Mar 10, 2024",8:30p,CTOURN,N,/cbb/schools/texas-state/men/2024.html,Texas State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,-3.43,W,73,68,,30,3,W 12,Pensacola Bay Center,/cbb/schools/james-madison/men/2024.html
33,/cbb/boxscores/2024-03-11-19-james-madison.html,"Mon, Mar 11, 2024",7:00p,CTOURN,N,/cbb/schools/arkansas-state/men/2024.html,Arkansas State,/cbb/conferences/sun-belt/men/2024.html,Sun Belt,0.51,W,91,71,,31,3,W 13,Pensacola Bay Center,/cbb/schools/james-madison/men/2024.html
34,,"['Fri, Mar 22, 2024']",9:40p,NCAA,N,/cbb/schools/wisconsin/men/2024.html,Wisconsin,/cbb/conferences/big-ten/men/2024.html,Big Ten,16.74,,,,,,,,Barclays Center,/cbb/schools/james-madison/men/2024.html
