,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
15,Army,/cbb/schools/army/men/2024.html,False,32,10,22,.313,-14.47,-8.73,6,12,6,11,4,11,1930,2059,63.1,94.5,.257,.451,.492,50.0,56.7,9.0,12.2,.477,16.6,27.3,.151,63.1,100.8,.307,.397,.525,50.0,56.3,11.0,9.9,.493,15.1,25.4,.216
16,Auburn,/cbb/schools/auburn/men/2024.html,True,34,27,7,.794,23.31,8.01,13,5,15,1,5,5,2833,2313,71.0,117.4,.382,.375,.580,52.3,62.2,10.4,16.1,.541,12.8,32.9,.287,71.0,95.9,.410,.333,.490,47.7,42.8,9.2,8.6,.434,15.6,30.4,.302
17,Austin Peay,/cbb/schools/austin-peay/men/2024.html,False,34,19,15,.559,-5.27,-4.27,10,6,14,2,4,12,2548,2480,65.6,112.2,.309,.363,.545,49.3,41.2,10.6,7.8,.516,11.3,30.3,.217,65.6,109.2,.365,.369,.554,50.7,46.9,6.4,8.7,.520,14.6,30.5,.258
18,Ball State,/cbb/schools/ball-state/men/2024.html,False,31,15,16,.484,-6.49,-5.74,7,11,9,7,6,8,2280,2200,67.8,107.2,.385,.371,.558,50.9,50.1,8.0,8.1,.513,15.5,28.3,.295,67.8,103.4,.277,.353,.534,49.1,47.2,9.2,8.8,.506,15.2,27.4,.197
19,Baylor,/cbb/schools/baylor/men/2024.html,True,33,23,10,.697,20.13,11.31,11,7,15,2,4,5,2658,2350,66.9,117.6,.397,.380,.592,54.6,53.7,9.8,8.8,.557,15.1,36.0,.293,66.9,104.0,.300,.357,.546,45.4,52.9,10.2,9.6,.514,15.5,27.4,.219
20,Bellarmine,/cbb/schools/bellarmine/men/2024.html,False,31,8,23,.258,-11.47,-2.15,4,12,6,7,2,16,2153,2320,66.8,103.1,.224,.380,.530,46.9,52.7,7.9,5.9,.499,12.7,22.6,.175,66.8,111.1,.304,.441,.559,53.1,50.9,6.9,8.3,.528,13.2,28.2,.223
21,Belmont,/cbb/schools/belmont/men/2024.html,False,33,20,13,.606,2.91,1.57,12,8,12,2,6,9,2570,2493,72.0,107.7,.303,.418,.579,48.6,54.7,10.4,8.1,.553,15.3,21.7,.219,72.0,104.5,.266,.400,.535,51.4,53.8,9.3,8.6,.507,14.6,27.4,.192
22,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2024.html,False,33,17,16,.515,-12.21,-9.15,11,7,11,2,5,11,2394,2381,71.7,100.1,.379,.316,.528,48.7,48.7,14.3,9.7,.480,17.0,30.0,.286,71.7,99.5,.469,.363,.537,51.3,58.8,11.7,7.2,.490,19.8,32.3,.335
23,Binghamton,/cbb/schools/binghamton/men/2024.html,False,30,15,15,.500,-9.15,-5.07,7,9,10,4,5,11,2163,2167,68.6,104.3,.342,.308,.535,53.6,54.3,7.2,10.3,.508,15.3,30.2,.228,68.6,104.5,.327,.386,.524,46.4,43.4,9.8,11.0,.486,12.0,24.6,.238
24,Boise State,/cbb/schools/boise-state/men/2024.html,True,32,22,10,.688,13.96,7.56,13,5,13,3,7,3,2426,2161,67.1,112.1,.368,.401,.559,55.5,47.9,8.5,6.9,.522,14.1,33.7,.271,67.1,99.9,.319,.371,.530,44.5,48.3,8.5,10.9,.495,15.2,22.2,.230
25,Boston College,/cbb/schools/boston-college/men/2024.html,False,35,20,15,.571,9.62,7.08,8,12,10,6,7,6,2597,2508,67.8,108.7,.254,.381,.554,50.6,51.6,8.8,9.5,.525,13.6,27.3,.191,67.8,105.0,.282,.381,.537,49.4,50.9,9.2,9.0,.503,14.2,26.6,.211
26,Boston University,/cbb/schools/boston-university/men/2024.html,False,33,16,17,.485,-9.75,-8.32,10,8,9,7,7,10,2193,2198,65.9,99.7,.303,.411,.516,51.5,55.6,9.8,9.6,.482,15.3,26.8,.217,65.9,100.0,.355,.404,.529,48.5,50.3,9.8,8.9,.496,15.3,22.8,.244
27,Bowling Green State,/cbb/schools/bowling-green-state/men/2024.html,False,33,20,13,.606,-4.82,-5.50,10,8,12,4,5,7,2427,2337,68.9,104.7,.358,.357,.522,52.3,43.2,9.3,7.1,.483,14.0,30.7,.256,68.9,100.8,.266,.346,.528,47.7,47.2,8.9,9.6,.505,15.1,25.0,.179
28,Bradley,/cbb/schools/bradley/men/2024.html,False,33,22,11,.667,9.67,2.58,13,7,13,3,6,6,2461,2212,66.9,110.2,.275,.422,.577,51.6,49.3,10.7,11.9,.553,15.8,28.9,.198,66.9,99.0,.358,.379,.515,48.4,50.2,9.9,6.0,.473,16.2,27.5,.260
29,Brigham Young,/cbb/schools/brigham-young/men/2024.html,True,33,23,10,.697,20.25,8.31,10,8,16,2,3,7,2701,2307,70.0,116.9,.253,.507,.575,54.2,63.2,8.5,7.7,.551,13.0,32.8,.186,70.0,99.8,.321,.341,.514,45.8,47.2,8.6,7.1,.480,14.2,24.7,.224
30,Brown,/cbb/schools/brown/men/2024.html,False,31,13,18,.419,-3.39,-1.52,8,6,5,7,6,8,2212,2227,67.8,103.6,.332,.410,.526,51.8,53.3,9.2,11.8,.500,15.5,31.9,.217,67.8,104.3,.319,.382,.538,48.2,51.3,9.8,9.3,.509,15.1,26.9,.222
31,Bryant,/cbb/schools/bryant/men/2024.html,False,33,20,13,.606,-2.89,-3.38,11,5,11,3,8,10,2598,2488,76.0,102.9,.299,.386,.545,47.1,51.0,9.1,14.9,.523,14.2,21.0,.200,76.0,98.5,.324,.351,.489,52.9,46.3,9.6,8.4,.451,14.1,30.1,.226
32,Bucknell,/cbb/schools/bucknell/men/2024.html,False,33,14,19,.424,-8.13,-6.19,10,8,6,8,8,11,2153,2217,64.1,100.6,.290,.449,.534,49.1,52.6,9.4,10.7,.504,16.7,25.8,.208,64.1,103.6,.315,.422,.527,50.9,60.2,9.8,10.7,.495,14.4,28.6,.221
33,Buffalo,/cbb/schools/buffalo/men/2024.html,False,31,4,27,.129,-14.92,-2.62,2,16,2,13,2,12,2108,2471,70.5,96.1,.275,.408,.509,48.7,53.9,8.6,11.4,.477,17.9,28.5,.197,70.5,112.6,.287,.357,.564,51.3,53.5,10.8,8.4,.539,13.1,30.2,.205
34,Butler,/cbb/schools/butler/men/2024.html,False,33,18,15,.545,12.02,9.34,9,11,12,6,4,7,2544,2432,69.4,108.6,.263,.382,.555,49.5,54.1,8.7,8.4,.521,13.6,26.9,.208,69.4,103.8,.219,.371,.526,50.5,48.6,10.2,10.8,.500,14.1,29.1,.162
35,Cal Poly,/cbb/schools/cal-poly/men/2024.html,False,32,4,28,.125,-13.24,-1.89,0,20,3,11,0,16,2037,2371,66.7,94.3,.320,.336,.497,44.8,43.7,8.0,9.5,.460,16.5,24.5,.226,66.7,109.7,.418,.305,.556,55.2,46.8,9.6,8.6,.513,15.1,33.4,.307
36,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2024.html,False,32,13,19,.406,-5.05,-1.85,8,12,10,4,2,13,2199,2214,66.3,102.4,.323,.256,.512,50.9,41.5,10.2,10.7,.474,15.3,33.9,.234,66.3,103.1,.464,.365,.542,49.1,51.4,8.6,7.6,.493,17.1,30.9,.336
37,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2024.html,False,32,14,18,.438,-4.74,-0.74,7,13,7,7,6,10,2172,2212,67.5,100.2,.399,.365,.532,48.0,38.4,9.9,8.9,.491,16.1,24.8,.282,67.5,102.1,.349,.384,.530,52.0,51.0,9.2,7.8,.493,16.2,29.2,.250
38,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2024.html,False,34,19,15,.559,-4.44,-3.78,9,11,9,7,9,7,2551,2503,73.5,101.7,.367,.260,.526,53.4,50.2,10.1,10.1,.495,16.6,32.3,.245,73.5,99.8,.375,.446,.521,46.6,58.7,10.8,7.7,.477,15.9,26.3,.274
39,California,/cbb/schools/california/men/2024.html,False,32,13,19,.406,5.24,8.30,9,11,10,6,3,8,2367,2465,70.0,103.7,.292,.420,.525,50.5,46.5,8.5,6.7,.492,14.1,28.6,.212,70.0,108.0,.331,.362,.546,49.5,47.0,8.3,9.9,.513,13.0,26.7,.240
40,California Baptist,/cbb/schools/california-baptist/men/2024.html,False,33,16,17,.485,-2.31,-2.25,8,12,11,7,4,9,2222,2197,65.7,101.7,.377,.363,.507,53.6,48.8,6.1,6.5,.470,15.2,32.9,.257,65.7,100.6,.295,.273,.519,46.4,46.1,8.9,9.8,.486,13.7,24.0,.212
41,Campbell,/cbb/schools/campbell/men/2024.html,False,32,14,18,.438,-10.46,-5.50,8,10,11,6,3,11,2272,2307,67.0,104.8,.339,.387,.562,48.3,52.7,9.3,7.0,.530,15.9,24.4,.246,67.0,106.4,.242,.428,.537,51.7,51.7,9.7,9.7,.512,15.0,30.5,.173
42,Canisius,/cbb/schools/canisius/men/2024.html,False,32,14,18,.438,-7.72,-4.66,8,12,8,4,3,12,2252,2307,68.5,101.9,.283,.361,.520,52.2,47.7,8.7,8.5,.501,16.6,33.5,.177,68.5,104.4,.277,.314,.533,47.8,51.0,9.8,7.5,.505,14.3,28.7,.196
43,Central Arkansas,/cbb/schools/central-arkansas/men/2024.html,False,32,9,23,.281,-15.38,-5.31,5,11,5,10,4,13,2309,2502,70.7,101.7,.288,.380,.517,49.4,53.5,9.9,9.4,.481,15.4,29.7,.213,70.7,110.1,.330,.420,.559,50.6,48.1,10.7,8.2,.528,14.1,29.8,.239
44,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2024.html,False,31,20,11,.645,-8.04,-10.04,13,3,11,4,9,7,2237,2061,68.0,105.2,.321,.359,.540,51.4,54.8,10.9,12.8,.508,14.4,28.5,.227,68.0,97.0,.262,.350,.507,48.6,55.0,9.8,8.5,.482,16.3,27.1,.176
45,Central Michigan,/cbb/schools/central-michigan/men/2024.html,False,32,18,14,.563,-7.86,-3.37,12,6,10,3,7,9,2127,2242,66.3,97.6,.280,.351,.499,49.1,46.1,8.8,10.5,.473,15.3,28.8,.185,66.3,102.8,.304,.407,.511,50.9,53.1,8.5,8.9,.473,14.1,30.8,.224
46,Charleston Southern,/cbb/schools/charleston-southern/men/2024.html,False,30,10,20,.333,-11.91,-1.46,6,10,7,7,3,12,2028,2210,68.3,99.0,.307,.364,.512,49.6,42.8,5.6,7.3,.474,15.6,27.9,.226,68.3,107.9,.328,.314,.533,50.4,43.4,9.1,7.5,.499,12.1,28.6,.232
47,Charlotte,/cbb/schools/charlotte/men/2024.html,False,31,19,12,.613,4.39,2.72,13,5,13,2,5,7,2131,2034,63.1,108.1,.348,.384,.552,49.7,54.4,8.5,9.7,.513,13.5,26.7,.262,63.1,103.2,.309,.366,.517,50.3,46.1,9.0,8.1,.484,13.7,29.0,.218
48,Chattanooga,/cbb/schools/chattanooga/men/2024.html,False,33,21,12,.636,-0.06,-3.70,12,6,12,4,8,7,2581,2362,68.5,112.9,.314,.507,.586,51.6,50.1,9.1,10.3,.557,15.2,28.2,.234,68.5,103.3,.268,.422,.514,48.4,48.1,9.4,9.4,.489,13.0,28.4,.180
49,Chicago State,/cbb/schools/chicago-state/men/2024.html,False,30,12,18,.400,-9.76,-3.01,,,6,5,5,12,2073,2106,67.8,101.4,.377,.351,.518,49.0,46.6,12.8,8.9,.477,16.8,34.2,.267,67.8,103.1,.338,.343,.540,51.0,49.9,10.5,8.2,.512,18.5,34.9,.230
50,Cincinnati,/cbb/schools/cincinnati/men/2024.html,False,34,20,14,.588,15.45,8.72,7,11,14,5,4,7,2537,2308,68.4,108.0,.279,.362,.527,55.3,53.4,9.6,11.6,.500,14.5,37.2,.193,68.4,98.2,.296,.342,.515,44.7,52.5,9.7,9.4,.476,15.6,25.6,.223
51,Clemson,/cbb/schools/clemson/men/2024.html,True,32,21,11,.656,14.89,8.80,11,9,12,4,6,6,2477,2282,67.5,113.7,.306,.402,.576,52.3,53.4,6.6,11.2,.539,13.1,27.7,.242,67.5,104.8,.312,.406,.525,47.7,44.1,9.0,6.8,.487,12.0,25.2,.232
52,Cleveland State,/cbb/schools/cleveland-state/men/2024.html,False,34,20,14,.588,-2.93,-4.47,11,9,14,3,6,10,2592,2480,68.5,110.5,.321,.311,.531,49.2,47.5,11.9,11.3,.504,12.6,34.5,.216,68.5,105.7,.376,.382,.547,50.8,51.1,7.8,7.4,.513,17.3,35.0,.264
53,Coastal Carolina,/cbb/schools/coastal-carolina/men/2024.html,False,31,9,22,.290,-10.21,-2.63,5,13,7,12,1,9,2280,2434,71.5,102.0,.328,.333,.525,51.6,47.3,8.0,8.8,.498,16.2,30.9,.218,71.5,108.9,.296,.459,.524,48.4,55.8,11.8,8.6,.496,11.2,29.9,.203
54,Colgate,/cbb/schools/colgate/men/2024.html,True,34,25,9,.735,0.06,-6.10,16,2,13,3,10,5,2431,2150,66.5,107.5,.274,.384,.560,52.1,57.0,9.6,10.1,.539,14.2,25.2,.186,66.5,95.1,.240,.398,.492,47.9,53.3,8.5,7.1,.467,14.8,24.2,.160
55,College of Charleston,/cbb/schools/college-of-charleston/men/2024.html,True,34,27,7,.794,4.17,-2.89,15,3,13,2,10,2,2736,2466,70.0,114.6,.271,.472,.551,53.0,53.4,8.8,8.1,.524,12.0,33.5,.195,70.0,103.2,.278,.371,.531,47.0,43.2,8.8,9.7,.502,14.5,26.1,.197
56,Colorado,/cbb/schools/colorado/men/2024.html,True,34,24,10,.706,16.03,7.91,13,7,16,1,4,7,2696,2420,69.1,113.6,.353,.304,.591,55.5,56.1,8.5,5.5,.553,15.9,32.2,.274,69.1,101.9,.281,.354,.522,44.5,43.3,10.5,9.3,.493,13.5,24.2,.199
57,Colorado State,/cbb/schools/colorado-state/men/2024.html,True,35,25,10,.714,14.21,7.55,10,8,15,2,4,7,2663,2366,66.7,113.3,.323,.385,.587,50.4,66.5,9.5,8.4,.555,13.6,24.8,.244,66.7,100.6,.314,.339,.521,49.6,47.9,7.9,8.1,.482,15.1,26.7,.233
58,Columbia,/cbb/schools/columbia/men/2024.html,False,27,13,14,.481,-5.24,-3.53,4,10,9,6,4,8,2078,1956,70.0,110.0,.299,.386,.570,51.7,62.9,11.1,6.7,.541,15.3,29.5,.219,70.0,103.6,.269,.430,.537,48.3,57.0,9.0,11.0,.509,15.6,27.8,.193
59,Connecticut,/cbb/schools/connecticut/men/2024.html,True,34,31,3,.912,24.60,7.54,18,2,16,0,9,3,2770,2190,66.2,123.0,.333,.409,.600,56.1,63.7,9.4,14.2,.571,12.7,36.5,.247,66.2,97.3,.325,.332,.492,43.9,46.0,8.3,8.3,.451,14.1,26.8,.235
60,Coppin State,/cbb/schools/coppin-state/men/2024.html,False,29,2,27,.069,-21.42,-6.46,1,13,2,8,0,17,1678,2112,67.4,85.1,.311,.344,.465,43.5,41.0,11.3,8.0,.421,20.1,27.0,.226,67.4,107.2,.383,.376,.554,56.5,58.6,13.1,9.5,.513,18.4,38.6,.283
61,Cornell,/cbb/schools/cornell/men/2024.html,False,30,22,8,.733,3.81,-1.37,11,3,10,1,10,6,2463,2241,71.9,114.2,.273,.486,.594,49.9,60.8,11.6,7.4,.572,15.0,28.4,.198,71.9,103.9,.320,.416,.532,50.1,53.3,9.3,9.4,.510,16.0,30.9,.206
62,Creighton,/cbb/schools/creighton/men/2024.html,True,32,23,9,.719,19.94,9.12,14,6,14,2,8,5,2577,2231,67.9,116.3,.245,.489,.600,53.1,58.6,5.7,8.6,.575,13.6,25.9,.191,67.9,100.7,.162,.272,.490,46.9,41.0,8.8,9.1,.464,9.8,24.6,.128
63,Dartmouth,/cbb/schools/dartmouth/men/2024.html,False,27,6,21,.222,-13.82,-1.14,2,12,6,7,0,14,1670,1940,66.3,93.3,.292,.433,.507,48.9,55.9,6.7,10.4,.477,17.3,21.8,.201,66.3,108.4,.230,.425,.552,51.1,53.0,11.6,9.3,.531,12.5,24.0,.162
64,Davidson,/cbb/schools/davidson/men/2024.html,False,32,15,17,.469,3.78,3.45,5,13,9,7,4,8,2242,2174,65.9,104.7,.331,.412,.533,49.6,51.5,9.7,10.7,.496,13.9,26.5,.243,65.9,101.5,.323,.420,.524,50.4,53.2,9.3,9.8,.493,15.3,27.5,.222
65,Dayton,/cbb/schools/dayton/men/2024.html,True,31,24,7,.774,13.49,5.04,14,4,15,0,6,5,2317,2055,64.6,115.3,.372,.446,.598,50.7,58.3,8.3,11.3,.567,14.1,26.8,.273,64.6,102.2,.218,.404,.507,49.3,50.7,8.9,10.1,.479,13.4,29.0,.160
66,Delaware,/cbb/schools/delaware/men/2024.html,False,33,19,14,.576,-1.52,-4.14,10,8,8,5,8,6,2416,2299,67.7,107.8,.300,.354,.551,50.9,51.0,7.9,7.9,.524,14.0,27.6,.212,67.7,102.5,.269,.363,.512,49.1,46.0,9.4,10.1,.482,12.9,27.9,.190
67,Delaware State,/cbb/schools/delaware-state/men/2024.html,False,33,15,18,.455,-10.53,-7.91,6,8,7,5,4,11,2335,2336,70.1,99.0,.394,.254,.516,51.8,48.4,11.7,5.8,.474,17.7,34.1,.278,70.1,99.1,.346,.400,.542,48.2,52.7,10.0,6.5,.506,19.3,30.0,.248
68,Denver,/cbb/schools/denver/men/2024.html,False,34,17,17,.500,-7.01,-4.44,6,10,10,4,4,11,2755,2737,71.1,111.9,.370,.402,.557,49.2,46.9,8.6,9.5,.520,12.1,27.8,.271,71.1,111.2,.308,.351,.560,50.8,44.2,6.9,10.5,.528,12.9,28.7,.228
69,DePaul,/cbb/schools/depaul/men/2024.html,False,32,3,29,.094,-6.45,10.58,0,20,3,15,0,11,2071,2616,68.4,94.7,.335,.348,.521,44.9,54.1,7.7,8.6,.481,18.0,22.0,.246,68.4,119.6,.284,.411,.592,55.1,58.2,11.2,10.2,.565,12.6,32.3,.212
70,Detroit Mercy,/cbb/schools/detroit-mercy/men/2024.html,False,32,1,31,.031,-16.73,-2.45,1,19,1,11,0,20,2111,2568,68.0,96.2,.303,.369,.511,44.6,45.5,10.1,6.6,.473,17.1,26.1,.223,68.0,117.0,.319,.372,.594,55.4,52.3,9.0,8.6,.559,14.9,35.4,.249
71,Drake,/cbb/schools/drake/men/2024.html,True,34,28,6,.824,11.19,1.52,16,4,16,0,6,5,2736,2397,68.5,114.5,.330,.398,.585,51.4,55.9,9.2,4.5,.552,12.3,24.2,.251,68.5,100.3,.306,.391,.538,48.6,41.4,7.8,7.3,.508,15.8,22.6,.215
72,Drexel,/cbb/schools/drexel/men/2024.html,False,32,20,12,.625,1.32,-3.45,13,5,13,1,6,10,2346,2130,65.7,110.4,.300,.333,.544,55.6,47.2,7.6,10.5,.514,13.8,33.9,.216,65.7,100.2,.267,.353,.504,44.4,43.9,8.2,7.8,.474,12.0,24.1,.188
73,Duke,/cbb/schools/duke/men/2024.html,True,32,24,8,.750,20.20,7.79,15,5,15,3,7,4,2555,2158,67.7,117.9,.338,.373,.581,53.7,54.0,9.5,9.9,.552,12.4,31.9,.244,67.7,99.5,.276,.355,.517,46.3,50.8,7.9,11.8,.490,14.9,25.8,.190
74,Duquesne,/cbb/schools/duquesne/men/2024.html,True,35,24,11,.686,7.48,4.01,10,8,13,4,5,6,2477,2311,67.0,105.6,.329,.394,.538,50.7,54.0,11.3,12.7,.504,15.2,30.7,.236,67.0,98.5,.349,.376,.516,49.3,52.9,9.5,11.4,.479,17.2,29.5,.246
75,East Carolina,/cbb/schools/east-carolina/men/2024.html,False,33,15,18,.455,-0.32,1.62,7,11,11,9,3,7,2287,2319,65.8,104.5,.352,.366,.515,50.3,50.6,11.9,8.8,.479,13.9,32.9,.243,65.8,106.0,.320,.429,.549,49.7,53.2,9.2,9.4,.512,16.4,30.8,.240
76,East Tennessee State,/cbb/schools/east-tennessee-state/men/2024.html,False,35,19,16,.543,-2.95,-2.59,8,10,10,4,5,11,2502,2435,68.8,103.5,.343,.411,.505,51.8,46.1,11.1,13.4,.470,14.9,35.1,.234,68.8,100.7,.364,.382,.529,48.2,47.3,9.8,9.2,.495,16.9,29.2,.251
77,Eastern Illinois,/cbb/schools/eastern-illinois/men/2024.html,False,32,14,18,.438,-11.31,-6.21,8,10,9,6,4,11,2204,2172,68.2,101.0,.267,.287,.501,49.9,50.2,11.8,8.8,.467,13.1,29.0,.195,68.2,99.5,.352,.370,.541,50.1,56.0,7.7,9.9,.505,18.4,26.3,.252
78,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2024.html,False,31,17,14,.548,-5.15,-4.22,12,4,13,4,4,10,2504,2371,71.8,112.0,.315,.340,.546,52.3,49.4,8.8,14.5,.521,13.4,34.9,.214,71.8,106.0,.288,.341,.526,47.7,48.5,9.9,6.1,.491,13.4,30.8,.214
79,Eastern Michigan,/cbb/schools/eastern-michigan/men/2024.html,False,31,13,18,.419,-12.56,-4.87,6,12,9,6,4,11,2047,2252,66.4,98.3,.249,.321,.502,48.6,41.0,8.6,7.0,.478,15.0,28.7,.166,66.4,108.2,.308,.391,.540,51.4,50.5,10.0,7.9,.513,13.7,30.8,.213
80,Eastern Washington,/cbb/schools/eastern-washington/men/2024.html,False,32,21,11,.656,-0.57,-2.53,15,3,11,1,10,9,2586,2407,70.9,113.6,.382,.420,.614,51.8,62.9,8.4,10.2,.578,16.7,26.8,.294,70.9,105.7,.320,.408,.546,48.2,52.0,9.5,7.6,.511,14.8,26.9,.237
81,Elon,/cbb/schools/elon/men/2024.html,False,32,13,19,.406,-11.26,-5.29,6,12,8,6,3,12,2339,2413,68.0,107.5,.318,.423,.550,49.0,50.7,9.2,7.4,.520,15.1,30.2,.225,68.0,110.9,.282,.407,.553,51.0,54.8,9.0,9.5,.526,14.0,32.4,.201
82,Evansville,/cbb/schools/evansville/men/2024.html,False,33,16,17,.485,-3.41,0.91,6,14,10,5,4,11,2360,2428,69.6,101.9,.289,.344,.537,49.0,49.8,9.0,9.4,.506,14.6,22.9,.209,69.6,104.9,.273,.439,.549,51.0,54.7,9.1,7.8,.519,15.1,25.4,.201
