,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2023-11-06-19-fordham.html,"Mon, Nov 6, 2023",7:30p,REG,@,/cbb/schools/fordham/men/2024.html,Fordham,/cbb/conferences/atlantic-10/men/2024.html,A-10,-0.32,L,64,68,OT,0,1,L 1,Rose Hill Gymnasium,/cbb/schools/wagner/men/2024.html
1,/cbb/boxscores/2023-11-09-19-wagner.html,"Thu, Nov 9, 2023",7:00p,REG,,,Molloy,,,,W,83,48,,1,1,W 1,Spiro Sports Center,/cbb/schools/wagner/men/2024.html
2,/cbb/boxscores/2023-11-14-19-rhode-island.html,"Tue, Nov 14, 2023",7:00p,REG,@,/cbb/schools/rhode-island/men/2024.html,Rhode Island,/cbb/conferences/atlantic-10/men/2024.html,A-10,-2.12,L,53,69,,1,2,L 1,Thomas M. Ryan Center,/cbb/schools/wagner/men/2024.html
3,/cbb/boxscores/2023-11-18-12-seton-hall.html,"Sat, Nov 18, 2023",12:00p,REG,@,/cbb/schools/seton-hall/men/2024.html,Seton Hall,/cbb/conferences/big-east/men/2024.html,Big East,11.12,L,51,72,,1,3,L 2,Prudential Center,/cbb/schools/wagner/men/2024.html
4,/cbb/boxscores/2023-11-25-13-wagner.html,"Sat, Nov 25, 2023",1:00p,REG,,/cbb/schools/njit/men/2024.html,NJIT,/cbb/conferences/america-east/men/2024.html,AEC,-14.53,W,64,51,,2,3,W 1,Spiro Sports Center,/cbb/schools/wagner/men/2024.html
5,/cbb/boxscores/2023-11-28-19-providence.html,"Tue, Nov 28, 2023",7:00p,REG,@,/cbb/schools/providence/men/2024.html,Providence,/cbb/conferences/big-east/men/2024.html,Big East,12.28,L,52,86,,2,4,L 1,Amica Mutual Pavilion,/cbb/schools/wagner/men/2024.html
6,/cbb/boxscores/2023-12-02-15-stony-brook.html,"Sat, Dec 2, 2023",3:30p,REG,@,/cbb/schools/stony-brook/men/2024.html,Stony Brook,/cbb/conferences/coastal/men/2024.html,CAA,-2.49,W,60,59,,3,4,W 1,Island Federal Credit Union Arena,/cbb/schools/wagner/men/2024.html
7,/cbb/boxscores/2023-12-06-19-coppin-state.html,"Wed, Dec 6, 2023",7:00p,REG,@,/cbb/schools/coppin-state/men/2024.html,Coppin State,/cbb/conferences/meac/men/2024.html,MEAC,-21.43,W,62,59,,4,4,W 2,Physical Education Complex,/cbb/schools/wagner/men/2024.html
8,/cbb/boxscores/2023-12-10-13-wagner.html,"Sun, Dec 10, 2023",1:00p,REG,,/cbb/schools/boston-university/men/2024.html,Boston University,/cbb/conferences/patriot/men/2024.html,Patriot,-9.78,L,59,73,,4,5,L 1,Spiro Sports Center,/cbb/schools/wagner/men/2024.html
9,/cbb/boxscores/2023-12-17-14-fairfield.html,"Sun, Dec 17, 2023",2:00p,REG,@,/cbb/schools/fairfield/men/2024.html,Fairfield,/cbb/conferences/maac/men/2024.html,MAAC,-2.79,L,51,63,,4,6,L 2,Leo D. Mahoney Arena,/cbb/schools/wagner/men/2024.html
10,/cbb/boxscores/2023-12-22-14-wagner.html,"Fri, Dec 22, 2023",2:00p,REG,,,Gwynedd-Mercy,,,,W,98,49,,5,6,W 1,Spiro Sports Center,/cbb/schools/wagner/men/2024.html
