,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
0,/cbb/boxscores/2023-11-06-20-western-kentucky.html,"Mon, Nov 6, 2023",8:30p,REG,Kentucky Wesleyan,,W,90,64,1,0,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,,,
1,/cbb/boxscores/2023-11-09-19-wichita-state.html,"Thu, Nov 9, 2023",7:30p,REG,Wichita State,AAC,L,61,71,1,1,L 1,Charles Koch Arena,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/wichita-state/men/2024.html,/cbb/conferences/aac/men/2024.html,2.30
2,/cbb/boxscores/2023-11-14-20-murray-state.html,"Tue, Nov 14, 2023",8:00p,REG,Murray State,MVC,W,86,81,2,1,W 1,CFSB Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/murray-state/men/2024.html,/cbb/conferences/mvc/men/2024.html,0.59
3,/cbb/boxscores/2023-11-18-20-western-kentucky.html,"Sat, Nov 18, 2023",8:00p,REG,Kentucky State,,W,95,75,3,1,W 2,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,,,
4,/cbb/boxscores/2023-11-24-19-bowling-green-state.html,"Fri, Nov 24, 2023",7:00p,REG,Bowling Green State,MAC,W,72,65,4,1,W 3,Place Bell,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/bowling-green-state/men/2024.html,/cbb/conferences/mac/men/2024.html,-4.75
5,/cbb/boxscores/2023-11-25-14-canisius.html,"Sat, Nov 25, 2023",2:00p,REG,Canisius,MAAC,L,77,85,4,2,L 1,Place Bell,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/canisius/men/2024.html,/cbb/conferences/maac/men/2024.html,-7.74
6,/cbb/boxscores/2023-11-26-11-north-carolina-asheville.html,"Sun, Nov 26, 2023",11:00a,REG,UNC Asheville,Big South,L,67,77,4,3,L 2,Place Bell,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/north-carolina-asheville/men/2024.html,/cbb/conferences/big-south/men/2024.html,-1.71
7,/cbb/boxscores/2023-11-29-20-western-kentucky.html,"Wed, Nov 29, 2023",8:00p,REG,Campbellsville,,W,101,77,5,3,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,,,
8,/cbb/boxscores/2023-12-03-17-western-kentucky.html,"Sun, Dec 3, 2023",5:00p,REG,Eastern Kentucky,A-Sun,W,79,69,6,3,W 2,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/eastern-kentucky/men/2024.html,/cbb/conferences/atlantic-sun/men/2024.html,-5.23
9,/cbb/boxscores/2023-12-09-14-buffalo.html,"Sat, Dec 9, 2023",2:00p,REG,Buffalo,MAC,W,82,65,7,3,W 3,Alumni Arena,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/buffalo/men/2024.html,/cbb/conferences/mac/men/2024.html,-14.93
10,/cbb/boxscores/2023-12-12-19-wright-state.html,"Tue, Dec 12, 2023",7:00p,REG,Wright State,Horizon,W,91,84,8,3,W 4,Nutter Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/wright-state/men/2024.html,/cbb/conferences/horizon/men/2024.html,-0.01
11,/cbb/boxscores/2023-12-16-15-western-kentucky.html,"Sat, Dec 16, 2023",3:00p,REG,Austin Peay,A-Sun,W,65,64,9,3,W 5,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/austin-peay/men/2024.html,/cbb/conferences/atlantic-sun/men/2024.html,-5.89
12,/cbb/boxscores/2023-12-19-22-california-baptist.html,"Tue, Dec 19, 2023",10:00p,REG,California Baptist,WAC,W,73,70,10,3,W 6,CBU Events Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/california-baptist/men/2024.html,/cbb/conferences/wac/men/2024.html,-2.32
13,/cbb/boxscores/2023-12-30-15-western-kentucky.html,"Sat, Dec 30, 2023",3:00p,REG,Abilene Christian,WAC,W,86,84,11,3,W 7,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/abilene-christian/men/2024.html,/cbb/conferences/wac/men/2024.html,-4.11
