,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
14,/cbb/boxscores/2024-01-06-18-western-kentucky.html,"Sat, Jan 6, 2024",6:00p,REG,Liberty,CUSA,W,70,68,12,3,W 8,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/liberty/men/2024.html,/cbb/conferences/cusa/men/2024.html,1.78
15,/cbb/boxscores/2024-01-10-01-sam-houston-state.html,"Wed, Jan 10, 2024",7:30p,REG,Sam Houston,CUSA,L,74,78,12,4,L 1,Bernard Johnson Coliseum,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/sam-houston-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-0.14
16,/cbb/boxscores/2024-01-13-17-western-kentucky.html,"Sat, Jan 13, 2024",5:00p,REG,Jacksonville State,CUSA,W,80,69,13,4,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/jacksonville-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-3.29
17,/cbb/boxscores/2024-01-18-02-new-mexico-state.html,"Thu, Jan 18, 2024",9:00p,REG,New Mexico State,CUSA,L,70,72,13,5,L 1,Pan American Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/new-mexico-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-8.31
18,/cbb/boxscores/2024-01-20-21-texas-el-paso.html,"Sat, Jan 20, 2024",9:00p,REG,UTEP,CUSA,L,87,93,13,6,L 2,Don Haskins Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/texas-el-paso/men/2024.html,/cbb/conferences/cusa/men/2024.html,-1.32
19,/cbb/boxscores/2024-01-25-20-western-kentucky.html,"Thu, Jan 25, 2024",8:00p,REG,Florida International,CUSA,W,105,91,14,6,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/florida-international/men/2024.html,/cbb/conferences/cusa/men/2024.html,-7.77
20,/cbb/boxscores/2024-02-01-21-western-kentucky.html,"Thu, Feb 1, 2024",9:00p,REG,Sam Houston,CUSA,L,77,79,14,7,L 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/sam-houston-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-0.14
21,/cbb/boxscores/2024-02-03-20-western-kentucky.html,"Sat, Feb 3, 2024",8:00p,REG,Middle Tennessee,CUSA,W,88,65,15,7,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/middle-tennessee/men/2024.html,/cbb/conferences/cusa/men/2024.html,-7.23
22,/cbb/boxscores/2024-02-07-19-louisiana-tech.html,"Wed, Feb 7, 2024",7:00p,REG,Louisiana Tech,CUSA,W,81,76,16,7,W 2,Thomas Assembly Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/louisiana-tech/men/2024.html,/cbb/conferences/cusa/men/2024.html,5.07
23,/cbb/boxscores/2024-02-10-17-jacksonville-state.html,"Sat, Feb 10, 2024",5:00p,REG,Jacksonville State,CUSA,W,70,59,17,7,W 3,Pete Mathews Coliseum,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/jacksonville-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-3.29
24,/cbb/boxscores/2024-02-15-19-western-kentucky.html,"Thu, Feb 15, 2024",7:00p,REG,UTEP,CUSA,W,90,80,18,7,W 4,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/texas-el-paso/men/2024.html,/cbb/conferences/cusa/men/2024.html,-1.32
25,/cbb/boxscores/2024-02-17-15-western-kentucky.html,"Sat, Feb 17, 2024",3:00p,REG,New Mexico State,CUSA,W,72,58,19,7,W 5,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/new-mexico-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-8.31
26,/cbb/boxscores/2024-02-24-01-middle-tennessee.html,"Sat, Feb 24, 2024",7:30p,REG,Middle Tennessee,CUSA,L,72,74,19,8,L 1,Murphy Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/middle-tennessee/men/2024.html,/cbb/conferences/cusa/men/2024.html,-7.23
27,/cbb/boxscores/2024-02-28-20-western-kentucky.html,"Wed, Feb 28, 2024",8:00p,REG,Louisiana Tech,CUSA,L,84,90,19,9,L 2,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2024.html,,/cbb/schools/louisiana-tech/men/2024.html,/cbb/conferences/cusa/men/2024.html,5.07
28,/cbb/boxscores/2024-03-02-18-florida-international.html,"Sat, Mar 2, 2024",6:00p,REG,Florida International,CUSA,L,83,85,19,10,L 3,Ocean Bank Convocation Center,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/florida-international/men/2024.html,/cbb/conferences/cusa/men/2024.html,-7.77
29,/cbb/boxscores/2024-03-09-13-liberty.html,"Sat, Mar 9, 2024",1:00p,REG,Liberty,CUSA,L,79,82,19,11,L 4,Liberty Arena,/cbb/schools/western-kentucky/men/2024.html,@,/cbb/schools/liberty/men/2024.html,/cbb/conferences/cusa/men/2024.html,1.78
30,/cbb/boxscores/2024-03-14-21-western-kentucky.html,"Thu, Mar 14, 2024",9:00p,CTOURN,New Mexico State,CUSA,W,89,69,20,11,W 1,,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/new-mexico-state/men/2024.html,/cbb/conferences/cusa/men/2024.html,-8.31
31,/cbb/boxscores/2024-03-15-15-western-kentucky.html,"Fri, Mar 15, 2024",3:00p,CTOURN,Middle Tennessee,CUSA,W,85,54,21,11,W 2,,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/middle-tennessee/men/2024.html,/cbb/conferences/cusa/men/2024.html,-7.23
32,/cbb/boxscores/2024-03-16-20-western-kentucky.html,"Sat, Mar 16, 2024",8:30p,CTOURN,UTEP,CUSA,W,78,71,22,11,W 3,,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/texas-el-paso/men/2024.html,/cbb/conferences/cusa/men/2024.html,-1.32
33,,"['Fri, Mar 22, 2024']",2:00p,NCAA,Marquette,Big East,,,,,,,Gainbridge Fieldhouse,/cbb/schools/western-kentucky/men/2024.html,N,/cbb/schools/marquette/men/2024.html,/cbb/conferences/big-east/men/2024.html,19.34
