,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2023-11-07-21-boise-state.html,"Tue, Nov 7, 2023",9:00p,REG,Vanguard,,W,89,55,1,0,W 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,,,,,
1,/cbb/boxscores/2023-11-12-16-boise-state.html,"Sun, Nov 12, 2023",4:00p,REG,San Francisco,WCC,W,63,58,2,0,W 2,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/san-francisco/men/2024.html,/cbb/conferences/wcc/men/2024.html,9.86,,
2,/cbb/boxscores/2023-11-19-13-clemson.html,"Sun, Nov 19, 2023",1:00p,REG,Clemson,ACC,L,68,85,2,1,L 1,Littlejohn Coliseum,/cbb/schools/boise-state/men/2024.html,/cbb/schools/clemson/men/2024.html,/cbb/conferences/acc/men/2024.html,14.89,@,
3,/cbb/boxscores/2023-11-23-20-virginia-tech.html,"Thu, Nov 23, 2023",8:00p,REG,Virginia Tech,ACC,L,75,82,2,2,L 2,State Farm Field House,/cbb/schools/boise-state/men/2024.html,/cbb/schools/virginia-tech/men/2024.html,/cbb/conferences/acc/men/2024.html,12.10,N,
4,/cbb/boxscores/2023-11-24-20-boise-state.html,"Fri, Nov 24, 2023",8:00p,REG,Virginia Commonwealth,A-10,W,65,61,3,2,W 1,State Farm Field House,/cbb/schools/boise-state/men/2024.html,/cbb/schools/virginia-commonwealth/men/2024.html,/cbb/conferences/atlantic-10/men/2024.html,9.12,N,
5,/cbb/boxscores/2023-11-26-16-boise-state.html,"Sun, Nov 26, 2023",4:00p,REG,Butler,Big East,L,56,70,3,3,L 1,State Farm Field House,/cbb/schools/boise-state/men/2024.html,/cbb/schools/butler/men/2024.html,/cbb/conferences/big-east/men/2024.html,11.92,N,
6,/cbb/boxscores/2023-12-01-22-boise-state.html,"Fri, Dec 1, 2023",10:30p,REG,Saint Mary's (CA),WCC,W,63,60,4,3,W 1,,/cbb/schools/boise-state/men/2024.html,/cbb/schools/saint-marys-ca/men/2024.html,/cbb/conferences/wcc/men/2024.html,17.01,N,
7,/cbb/boxscores/2023-12-05-21-boise-state.html,"Tue, Dec 5, 2023",9:00p,REG,North Texas,AAC,W,69,64,5,3,W 2,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/north-texas/men/2024.html,/cbb/conferences/aac/men/2024.html,9.01,,
8,/cbb/boxscores/2023-12-09-16-boise-state.html,"Sat, Dec 9, 2023",4:00p,REG,Western Oregon,,W,109,70,6,3,W 3,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,,,,,
9,/cbb/boxscores/2023-12-12-21-boise-state.html,"Tue, Dec 12, 2023",9:00p,REG,Northwestern State,Southland,W,95,54,7,3,W 4,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/northwestern-state/men/2024.html,/cbb/conferences/southland/men/2024.html,-14.08,,
10,/cbb/boxscores/2023-12-17-16-boise-state.html,"Sun, Dec 17, 2023",4:00p,REG,Cal State Fullerton,Big West,W,88,65,8,3,W 5,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/cal-state-fullerton/men/2024.html,/cbb/conferences/big-west/men/2024.html,-4.78,,
11,/cbb/boxscores/2023-12-21-23-boise-state.html,"Thu, Dec 21, 2023",11:00p,REG,Washington State,Pac-12,L,61,66,8,4,L 1,Spokane Veterans Memorial Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/washington-state/men/2024.html,/cbb/conferences/pac-12/men/2024.html,14.31,N,
12,/cbb/boxscores/2023-12-29-21-boise-state.html,"Fri, Dec 29, 2023",9:00p,REG,Utah Valley,WAC,W,85,63,9,4,W 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/utah-valley/men/2024.html,/cbb/conferences/wac/men/2024.html,-1.29,,
13,/cbb/boxscores/2024-01-05-22-san-jose-state.html,"Fri, Jan 5, 2024",10:30p,REG,San Jose State,MWC,W,78,69,10,4,W 2,Provident Credit Union Event Center,/cbb/schools/boise-state/men/2024.html,/cbb/schools/san-jose-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,-3.28,@,
14,/cbb/boxscores/2024-01-09-21-boise-state.html,"Tue, Jan 9, 2024",9:00p,REG,Colorado State,MWC,W,65,58,11,4,W 3,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/colorado-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,14.21,,
15,/cbb/boxscores/2024-01-12-22-nevada.html,"Fri, Jan 12, 2024",10:30p,REG,Nevada,MWC,W,64,56,12,4,W 4,Lawlor Events Center,/cbb/schools/boise-state/men/2024.html,/cbb/schools/nevada/men/2024.html,/cbb/conferences/mwc/men/2024.html,13.48,@,
16,/cbb/boxscores/2024-01-16-22-boise-state.html,"Tue, Jan 16, 2024",10:00p,REG,Nevada-Las Vegas,MWC,L,64,68,12,5,L 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/nevada-las-vegas/men/2024.html,/cbb/conferences/mwc/men/2024.html,9.17,,
17,/cbb/boxscores/2024-01-20-13-boise-state.html,"Sat, Jan 20, 2024",1:00p,REG,San Diego State,MWC,W,67,66,13,5,W 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/san-diego-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,15.42,,
18,/cbb/boxscores/2024-01-23-22-fresno-state.html,"Tue, Jan 23, 2024",10:30p,REG,Fresno State,MWC,W,72,68,14,5,W 2,Save Mart Center,/cbb/schools/boise-state/men/2024.html,/cbb/schools/fresno-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,-2.75,@,
19,/cbb/boxscores/2024-01-27-16-boise-state.html,"Sat, Jan 27, 2024",4:00p,REG,Utah State,MWC,L,84,90,14,6,L 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/utah-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,12.28,,OT
20,/cbb/boxscores/2024-01-31-22-new-mexico.html,"Wed, Jan 31, 2024",10:30p,REG,New Mexico,MWC,W,86,78,15,6,W 1,The Pit,/cbb/schools/boise-state/men/2024.html,/cbb/schools/new-mexico/men/2024.html,/cbb/conferences/mwc/men/2024.html,16.14,@,
21,/cbb/boxscores/2024-02-03-16-boise-state.html,"Sat, Feb 3, 2024",4:00p,REG,Air Force,MWC,W,94,56,16,6,W 2,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/air-force/men/2024.html,/cbb/conferences/mwc/men/2024.html,-4.24,,
22,/cbb/boxscores/2024-02-06-02-colorado-state.html,"Tue, Feb 6, 2024",9:00p,REG,Colorado State,MWC,L,62,75,16,7,L 1,Moby Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/colorado-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,14.21,@,
23,/cbb/boxscores/2024-02-10-02-utah-state.html,"Sat, Feb 10, 2024",10:00p,REG,Utah State,MWC,L,61,80,16,8,L 2,Dee Glen Smith Spectrum,/cbb/schools/boise-state/men/2024.html,/cbb/schools/utah-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,12.28,@,
24,/cbb/boxscores/2024-02-17-19-boise-state.html,"Sat, Feb 17, 2024",7:30p,REG,Fresno State,MWC,W,90,66,17,8,W 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/fresno-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,-2.75,,
25,/cbb/boxscores/2024-02-20-22-boise-state.html,"Tue, Feb 20, 2024",10:30p,REG,San Jose State,MWC,W,82,50,18,8,W 2,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/san-jose-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,-3.28,,
26,/cbb/boxscores/2024-02-24-02-wyoming.html,"Sat, Feb 24, 2024",7:30p,REG,Wyoming,MWC,W,92,72,19,8,W 3,Arena-Auditorium,/cbb/schools/boise-state/men/2024.html,/cbb/schools/wyoming/men/2024.html,/cbb/conferences/mwc/men/2024.html,1.06,@,
27,/cbb/boxscores/2024-02-27-21-air-force.html,"Tue, Feb 27, 2024",9:00p,REG,Air Force,MWC,W,79,48,20,8,W 4,Clune Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/air-force/men/2024.html,/cbb/conferences/mwc/men/2024.html,-4.24,@,
28,/cbb/boxscores/2024-03-02-20-boise-state.html,"Sat, Mar 2, 2024",8:00p,REG,New Mexico,MWC,W,89,79,21,8,W 5,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/new-mexico/men/2024.html,/cbb/conferences/mwc/men/2024.html,16.14,,
29,/cbb/boxscores/2024-03-05-23-boise-state.html,"Tue, Mar 5, 2024",11:00p,REG,Nevada,MWC,L,66,76,21,9,L 1,ExtraMile Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/nevada/men/2024.html,/cbb/conferences/mwc/men/2024.html,13.48,,
30,/cbb/boxscores/2024-03-08-22-san-diego-state.html,"Fri, Mar 8, 2024",10:00p,REG,San Diego State,MWC,W,79,77,22,9,W 1,Viejas Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/san-diego-state/men/2024.html,/cbb/conferences/mwc/men/2024.html,15.42,@,OT
31,/cbb/boxscores/2024-03-14-23-boise-state.html,"Thu, Mar 14, 2024",11:30p,CTOURN,New Mexico,MWC,L,66,76,22,10,L 1,Thomas & Mack Center,/cbb/schools/boise-state/men/2024.html,/cbb/schools/new-mexico/men/2024.html,/cbb/conferences/mwc/men/2024.html,16.14,N,
32,/cbb/boxscores/2024-03-20-21-boise-state.html,"Wed, Mar 20, 2024",9:10p,NCAA,Colorado,Pac-12,L,53,60,22,11,L 2,University of Dayton Arena,/cbb/schools/boise-state/men/2024.html,/cbb/schools/colorado/men/2024.html,/cbb/conferences/pac-12/men/2024.html,16.18,N,
