,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/ucla/men/2022.html,53.0,57.0,/cbb/schools/akron/men/2022.html,0.91,-3.93,64.1,109.8,0.39,0.416,0.563,53.0,47.9,9.1,9.2,0.533,15.4,30.6,0.268,64.1,97.3,0.258,0.354,0.511,47.0,41.0,8.5,7.3,0.482,16.1,25.7,0.183,19.3,8.36,66.5,111.4,0.294,0.312,0.539,52.5,50.3,10.3,9.6,0.505,11.3,31.4,0.218,66.5,95.3,0.283,0.381,0.51,47.5,50.2,6.6,7.5,0.476,17.2,25.3,0.205,-4.0
1,/cbb/schools/notre-dame/men/2022.html,64.0,78.0,/cbb/schools/alabama/men/2022.html,14.62,11.59,73.2,108.1,0.329,0.476,0.547,52.3,53.1,9.6,11.9,0.513,16.7,35.3,0.239,73.2,104.0,0.348,0.357,0.534,47.7,46.3,10.6,11.3,0.498,15.5,30.5,0.249,11.87,7.01,65.9,108.6,0.267,0.423,0.571,50.2,53.8,7.8,4.8,0.543,14.1,22.4,0.201,65.9,100.4,0.219,0.352,0.511,49.8,45.3,8.9,9.3,0.488,13.3,24.8,0.152,-14.0
2,/cbb/schools/wright-state/men/2022.html,87.0,70.0,/cbb/schools/arizona/men/2022.html,22.75,6.84,72.7,114.7,0.349,0.359,0.587,55.0,65.0,9.2,13.4,0.556,15.8,34.6,0.258,72.7,92.9,0.24,0.347,0.471,45.0,47.2,9.5,7.4,0.444,15.0,28.6,0.162,-1.94,-5.11,70.0,108.3,0.318,0.327,0.554,50.9,51.3,8.4,7.6,0.516,15.2,30.8,0.244,70.0,102.6,0.256,0.346,0.536,49.1,41.5,10.5,7.3,0.51,16.3,29.4,0.183,17.0
3,/cbb/schools/texas-christian/men/2022.html,85.0,80.0,/cbb/schools/arizona/men/2022.html,22.75,6.84,72.7,114.7,0.349,0.359,0.587,55.0,65.0,9.2,13.4,0.556,15.8,34.6,0.258,72.7,92.9,0.24,0.347,0.471,45.0,47.2,9.5,7.4,0.444,15.0,28.6,0.162,13.72,10.16,67.2,101.1,0.314,0.317,0.516,56.0,53.8,9.5,11.2,0.487,17.9,37.8,0.212,67.2,95.8,0.269,0.349,0.505,44.0,54.2,10.6,8.6,0.474,16.4,26.1,0.191,5.0
4,/cbb/schools/houston/men/2022.html,60.0,72.0,/cbb/schools/arizona/men/2022.html,22.75,6.84,72.7,114.7,0.349,0.359,0.587,55.0,65.0,9.2,13.4,0.556,15.8,34.6,0.258,72.7,92.9,0.24,0.347,0.471,45.0,47.2,9.5,7.4,0.444,15.0,28.6,0.162,22.55,6.47,65.0,113.9,0.29,0.389,0.551,54.9,58.5,12.2,17.1,0.531,14.1,37.7,0.193,65.0,89.5,0.347,0.427,0.478,45.1,55.2,9.0,6.4,0.433,18.8,28.0,0.249,-12.0
5,/cbb/schools/vermont/men/2022.html,75.0,71.0,/cbb/schools/arkansas/men/2022.html,16.27,8.62,72.0,104.8,0.372,0.342,0.533,52.0,52.7,10.5,11.7,0.486,14.6,29.5,0.282,72.0,94.3,0.319,0.388,0.514,48.0,52.7,9.1,8.7,0.475,18.3,25.1,0.233,7.81,-5.7,65.1,114.4,0.265,0.43,0.594,54.7,55.0,7.8,7.2,0.57,13.2,24.3,0.197,65.1,92.9,0.228,0.376,0.5,45.3,43.8,7.4,8.8,0.475,15.4,18.6,0.158,4.0
6,/cbb/schools/new-mexico-state/men/2022.html,53.0,48.0,/cbb/schools/arkansas/men/2022.html,16.27,8.62,72.0,104.8,0.372,0.342,0.533,52.0,52.7,10.5,11.7,0.486,14.6,29.5,0.282,72.0,94.3,0.319,0.388,0.514,48.0,52.7,9.1,8.7,0.475,18.3,25.1,0.233,7.11,1.24,68.3,105.7,0.341,0.424,0.554,55.1,53.5,7.3,12.2,0.524,17.7,33.0,0.239,68.3,94.2,0.276,0.427,0.492,44.9,49.7,10.0,6.4,0.453,15.4,25.0,0.206,5.0
7,/cbb/schools/gonzaga/men/2022.html,74.0,68.0,/cbb/schools/arkansas/men/2022.html,16.27,8.62,72.0,104.8,0.372,0.342,0.533,52.0,52.7,10.5,11.7,0.486,14.6,29.5,0.282,72.0,94.3,0.319,0.388,0.514,48.0,52.7,9.1,8.7,0.475,18.3,25.1,0.233,25.46,4.5,73.8,118.1,0.306,0.353,0.608,55.7,55.3,8.7,13.4,0.587,13.9,29.1,0.219,73.8,89.7,0.227,0.333,0.461,44.3,41.3,8.2,7.1,0.431,14.3,23.4,0.159,6.0
8,/cbb/schools/duke/men/2022.html,69.0,78.0,/cbb/schools/arkansas/men/2022.html,16.27,8.62,72.0,104.8,0.372,0.342,0.533,52.0,52.7,10.5,11.7,0.486,14.6,29.5,0.282,72.0,94.3,0.319,0.388,0.514,48.0,52.7,9.1,8.7,0.475,18.3,25.1,0.233,19.55,7.26,68.2,117.0,0.286,0.357,0.583,52.8,55.4,9.3,13.4,0.557,13.0,31.6,0.211,68.2,99.1,0.19,0.336,0.492,47.2,50.4,8.8,8.2,0.471,13.5,29.0,0.132,-9.0
9,/cbb/schools/jacksonville-state/men/2022.html,80.0,61.0,/cbb/schools/auburn/men/2022.html,19.2,8.17,71.3,108.1,0.316,0.398,0.534,52.5,53.1,11.5,21.1,0.499,14.2,33.6,0.231,71.3,92.9,0.343,0.36,0.488,47.5,49.2,10.4,10.0,0.442,17.4,28.9,0.251,-0.19,-3.79,67.5,108.6,0.308,0.428,0.571,52.9,54.7,9.2,8.8,0.549,16.9,29.5,0.212,67.5,99.3,0.216,0.447,0.513,47.1,54.1,9.3,8.4,0.483,15.3,26.4,0.165,19.0
