,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2021-11-09-20-murray-state.html,"Tue, Nov 9, 2021",8:00p,REG,Cumberland,,W,109,77,1,0,W 1,CFSB Center,/cbb/schools/murray-state/men/2022.html,,,,,
1,/cbb/boxscores/2021-11-13-20-murray-state.html,"Sat, Nov 13, 2021",8:00p,REG,Bellarmine,A-Sun,W,78,59,2,0,W 2,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/bellarmine/men/2022.html,/cbb/conferences/atlantic-sun/men/2022.html,-3.77,,
2,/cbb/boxscores/2021-11-16-20-illinois-state.html,"Tue, Nov 16, 2021",8:00p,REG,Illinois State,MVC,W,77,65,3,0,W 3,Redbird Arena,/cbb/schools/murray-state/men/2022.html,/cbb/schools/illinois-state/men/2022.html,/cbb/conferences/mvc/men/2022.html,-0.78,@,
3,/cbb/boxscores/2021-11-22-17-murray-state.html,"Mon, Nov 22, 2021",5:30p,REG,East Tennessee State,Southern,L,58,66,3,1,L 1,Community School of Naples Field House,/cbb/schools/murray-state/men/2022.html,/cbb/schools/east-tennessee-state/men/2022.html,/cbb/conferences/southern/men/2022.html,-2.76,N,
4,/cbb/boxscores/2021-11-23-14-long-beach-state.html,"Tue, Nov 23, 2021",2:30p,REG,Long Beach State,Big West,W,80,43,4,1,W 1,Community School of Naples Field House,/cbb/schools/murray-state/men/2022.html,/cbb/schools/long-beach-state/men/2022.html,/cbb/conferences/big-west/men/2022.html,-0.65,N,
5,/cbb/boxscores/2021-11-24-14-murray-state.html,"Wed, Nov 24, 2021",2:30p,REG,James Madison,CAA,W,74,62,5,1,W 2,Community School of Naples Field House,/cbb/schools/murray-state/men/2022.html,/cbb/schools/james-madison/men/2022.html,/cbb/conferences/colonial/men/2022.html,-4.13,N,
6,/cbb/boxscores/2021-11-29-20-murray-state.html,"Mon, Nov 29, 2021",8:00p,REG,Campbellsville,,W,98,61,6,1,W 3,CFSB Center,/cbb/schools/murray-state/men/2022.html,,,,,
7,/cbb/boxscores/2021-12-04-20-murray-state.html,"Sat, Dec 4, 2021",8:00p,REG,Middle Tennessee,CUSA,W,93,87,7,1,W 4,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/middle-tennessee/men/2022.html,/cbb/conferences/cusa/men/2022.html,4.50,,
8,/cbb/boxscores/2021-12-10-20-memphis.html,"Fri, Dec 10, 2021",8:00p,REG,Memphis,AAC,W,74,72,8,1,W 5,FedExForum,/cbb/schools/murray-state/men/2022.html,/cbb/schools/memphis/men/2022.html,/cbb/conferences/aac/men/2022.html,14.67,@,
9,/cbb/boxscores/2021-12-15-20-murray-state.html,"Wed, Dec 15, 2021",8:00p,REG,Tennessee Wesleyan,,W,118,48,9,1,W 6,CFSB Center,/cbb/schools/murray-state/men/2022.html,,,,,
10,/cbb/boxscores/2021-12-18-20-murray-state.html,"Sat, Dec 18, 2021",8:00p,REG,Chattanooga,Southern,W,87,76,10,1,W 7,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/chattanooga/men/2022.html,/cbb/conferences/southern/men/2022.html,6.12,,
11,/cbb/boxscores/2021-12-22-18-auburn.html,"Wed, Dec 22, 2021",6:00p,REG,Auburn,SEC,L,58,71,10,2,L 1,Auburn Arena,/cbb/schools/murray-state/men/2022.html,/cbb/schools/auburn/men/2022.html,/cbb/conferences/sec/men/2022.html,19.20,@,
12,/cbb/boxscores/2021-12-30-20-murray-state.html,"Thu, Dec 30, 2021",8:00p,REG,Southeast Missouri State,OVC,W,106,81,11,2,W 1,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/southeast-missouri-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,-7.19,,
13,/cbb/boxscores/2022-01-08-16-southern-illinois-edwardsville.html,"Sat, Jan 8, 2022",4:00p,REG,Southern Illinois-Edwardsville,OVC,W,74,69,12,2,W 2,Vadalabene Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/southern-illinois-edwardsville/men/2022.html,/cbb/conferences/ovc/men/2022.html,-10.37,@,
14,/cbb/boxscores/2022-01-13-20-murray-state.html,"Thu, Jan 13, 2022",8:00p,REG,Tennessee State,OVC,W,67,44,13,2,W 3,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,-9.34,,
15,/cbb/boxscores/2022-01-15-17-belmont.html,"Sat, Jan 15, 2022",5:00p,REG,Belmont,OVC,W,82,60,14,2,W 4,Curb Event Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/belmont/men/2022.html,/cbb/conferences/ovc/men/2022.html,6.49,@,
16,/cbb/boxscores/2022-01-17-16-eastern-illinois.html,"Mon, Jan 17, 2022",4:30p,REG,Eastern Illinois,OVC,W,72,46,15,2,W 5,Lantz Arena,/cbb/schools/murray-state/men/2022.html,/cbb/schools/eastern-illinois/men/2022.html,/cbb/conferences/ovc/men/2022.html,-21.07,@,
17,/cbb/boxscores/2022-01-20-20-murray-state.html,"Thu, Jan 20, 2022",8:00p,REG,Eastern Illinois,OVC,W,91,51,16,2,W 6,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/eastern-illinois/men/2022.html,/cbb/conferences/ovc/men/2022.html,-21.07,,
18,/cbb/boxscores/2022-01-22-20-murray-state.html,"Sat, Jan 22, 2022",8:00p,REG,Tennessee-Martin,OVC,W,74,66,17,2,W 7,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-martin/men/2022.html,/cbb/conferences/ovc/men/2022.html,-11.13,,
19,/cbb/boxscores/2022-01-24-20-murray-state.html,"Mon, Jan 24, 2022",8:00p,REG,Tennessee Tech,OVC,W,79,53,18,2,W 8,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-tech/men/2022.html,/cbb/conferences/ovc/men/2022.html,-7.27,,
20,/cbb/boxscores/2022-01-27-19-tennessee-tech.html,"Thu, Jan 27, 2022",7:00p,REG,Tennessee Tech,OVC,W,80,75,19,2,W 9,Eblen Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-tech/men/2022.html,/cbb/conferences/ovc/men/2022.html,-7.27,@,
21,/cbb/boxscores/2022-01-29-17-murray-state.html,"Sat, Jan 29, 2022",5:00p,REG,Morehead State,OVC,W,77,66,20,2,W 10,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/morehead-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,0.79,,
22,/cbb/boxscores/2022-02-03-17-austin-peay.html,"Thu, Feb 3, 2022",5:30p,REG,Austin Peay,OVC,W,65,53,21,2,W 11,Winfield Dunn Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/austin-peay/men/2022.html,/cbb/conferences/ovc/men/2022.html,-10.02,@,
23,/cbb/boxscores/2022-02-05-20-murray-state.html,"Sat, Feb 5, 2022",8:00p,REG,Southern Illinois-Edwardsville,OVC,W,79,59,22,2,W 12,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/southern-illinois-edwardsville/men/2022.html,/cbb/conferences/ovc/men/2022.html,-10.37,,
24,/cbb/boxscores/2022-02-10-20-tennessee-state.html,"Thu, Feb 10, 2022",8:30p,REG,Tennessee State,OVC,W,73,62,23,2,W 13,Gentry Center Complex,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,-9.34,@,
25,/cbb/boxscores/2022-02-12-16-morehead-state.html,"Sat, Feb 12, 2022",4:00p,REG,Morehead State,OVC,W,57,53,24,2,W 14,Ellis T. Johnson Arena,/cbb/schools/murray-state/men/2022.html,/cbb/schools/morehead-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,0.79,@,
26,/cbb/boxscores/2022-02-17-19-murray-state.html,"Thu, Feb 17, 2022",7:00p,REG,Austin Peay,OVC,W,91,56,25,2,W 15,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/austin-peay/men/2022.html,/cbb/conferences/ovc/men/2022.html,-10.02,,
27,/cbb/boxscores/2022-02-19-16-tennessee-martin.html,"Sat, Feb 19, 2022",4:30p,REG,Tennessee-Martin,OVC,W,62,60,26,2,W 16,Skyhawk Arena,/cbb/schools/murray-state/men/2022.html,/cbb/schools/tennessee-martin/men/2022.html,/cbb/conferences/ovc/men/2022.html,-11.13,@,
28,/cbb/boxscores/2022-02-24-21-murray-state.html,"Thu, Feb 24, 2022",9:00p,REG,Belmont,OVC,W,76,43,27,2,W 17,CFSB Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/belmont/men/2022.html,/cbb/conferences/ovc/men/2022.html,6.49,,
29,/cbb/boxscores/2022-02-26-17-southeast-missouri-state.html,"Sat, Feb 26, 2022",5:00p,REG,Southeast Missouri State,OVC,W,70,68,28,2,W 18,Show Me Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/southeast-missouri-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,-7.19,@,
30,/cbb/boxscores/2022-03-04-20-murray-state.html,"Fri, Mar 4, 2022",8:00p,CTOURN,Southeast Missouri State,OVC,W,88,74,29,2,W 19,Ford Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/southeast-missouri-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,-7.19,N,
31,/cbb/boxscores/2022-03-05-20-murray-state.html,"Sat, Mar 5, 2022",8:30p,CTOURN,Morehead State,OVC,W,71,67,30,2,W 20,Ford Center,/cbb/schools/murray-state/men/2022.html,/cbb/schools/morehead-state/men/2022.html,/cbb/conferences/ovc/men/2022.html,0.79,N,
32,/cbb/boxscores/2022-03-17-21-murray-state.html,"Thu, Mar 17, 2022",9:40p,NCAA,San Francisco,WCC,W,92,87,31,2,W 21,Gainbridge Fieldhouse,/cbb/schools/murray-state/men/2022.html,/cbb/schools/san-francisco/men/2022.html,/cbb/conferences/wcc/men/2022.html,14.12,N,OT
33,/cbb/boxscores/2022-03-19-20-murray-state.html,"Sat, Mar 19, 2022",8:20p,NCAA,Saint Peter's,MAAC,L,60,70,31,3,L 1,Gainbridge Fieldhouse,/cbb/schools/murray-state/men/2022.html,/cbb/schools/saint-peters/men/2022.html,/cbb/conferences/maac/men/2022.html,2.96,N,
