,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
13,/cbb/boxscores/2021-12-30-21-montana-state.html,"Thu, Dec 30, 2021",9:00p,REG,,/cbb/schools/weber-state/men/2022.html,Weber State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-1.73,L,75,85,,9,5,L 1,Worthington Arena,/cbb/schools/montana-state/men/2022.html
14,/cbb/boxscores/2022-01-01-15-montana-state.html,"Sat, Jan 1, 2022",3:00p,REG,,/cbb/schools/idaho-state/men/2022.html,Idaho State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-14.96,W,60,40,,10,5,W 1,Worthington Arena,/cbb/schools/montana-state/men/2022.html
15,/cbb/boxscores/2022-01-06-21-idaho.html,"Thu, Jan 6, 2022",9:00p,REG,@,/cbb/schools/idaho/men/2022.html,Idaho,/cbb/conferences/big-sky/men/2022.html,Big Sky,-13.19,W,92,72,,11,5,W 2,ICCU Arena,/cbb/schools/montana-state/men/2022.html
16,/cbb/boxscores/2022-01-09-19-montana-state.html,"Sun, Jan 9, 2022",7:00p,REG,,/cbb/schools/montana/men/2022.html,Montana,/cbb/conferences/big-sky/men/2022.html,Big Sky,-6.48,W,66,59,,12,5,W 3,Worthington Arena,/cbb/schools/montana-state/men/2022.html
17,/cbb/boxscores/2022-01-20-20-northern-arizona.html,"Thu, Jan 20, 2022",8:00p,REG,@,/cbb/schools/northern-arizona/men/2022.html,Northern Arizona,/cbb/conferences/big-sky/men/2022.html,Big Sky,-13.50,W,89,84,,13,5,W 4,Walkup Skydome,/cbb/schools/montana-state/men/2022.html
18,/cbb/boxscores/2022-01-22-22-portland-state.html,"Sat, Jan 22, 2022",10:00p,REG,@,/cbb/schools/portland-state/men/2022.html,Portland State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-7.70,W,73,60,,14,5,W 5,Peter W. Stott Center,/cbb/schools/montana-state/men/2022.html
19,/cbb/boxscores/2022-01-27-21-montana-state.html,"Thu, Jan 27, 2022",9:00p,REG,,/cbb/schools/eastern-washington/men/2022.html,Eastern Washington,/cbb/conferences/big-sky/men/2022.html,Big Sky,-5.20,W,69,65,,15,5,W 6,Worthington Arena,/cbb/schools/montana-state/men/2022.html
20,/cbb/boxscores/2022-01-29-18-montana-state.html,"Sat, Jan 29, 2022",6:00p,REG,,/cbb/schools/idaho/men/2022.html,Idaho,/cbb/conferences/big-sky/men/2022.html,Big Sky,-13.19,W,70,64,,16,5,W 7,Worthington Arena,/cbb/schools/montana-state/men/2022.html
21,/cbb/boxscores/2022-02-05-20-weber-state.html,"Sat, Feb 5, 2022",8:00p,REG,@,/cbb/schools/weber-state/men/2022.html,Weber State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-1.73,W,78,57,,17,5,W 8,Dee Events Center,/cbb/schools/montana-state/men/2022.html
22,/cbb/boxscores/2022-02-07-20-idaho-state.html,"Mon, Feb 7, 2022",8:00p,REG,@,/cbb/schools/idaho-state/men/2022.html,Idaho State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-14.96,W,72,54,,18,5,W 9,Reed Gym,/cbb/schools/montana-state/men/2022.html
23,/cbb/boxscores/2022-02-10-21-montana-state.html,"Thu, Feb 10, 2022",9:00p,REG,,/cbb/schools/portland-state/men/2022.html,Portland State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-7.70,W,77,74,,19,5,W 10,Worthington Arena,/cbb/schools/montana-state/men/2022.html
24,/cbb/boxscores/2022-02-12-14-montana-state.html,"Sat, Feb 12, 2022",2:00p,REG,,/cbb/schools/northern-arizona/men/2022.html,Northern Arizona,/cbb/conferences/big-sky/men/2022.html,Big Sky,-13.50,W,72,70,,20,5,W 11,Worthington Arena,/cbb/schools/montana-state/men/2022.html
25,/cbb/boxscores/2022-02-17-21-eastern-washington.html,"Thu, Feb 17, 2022",9:00p,REG,@,/cbb/schools/eastern-washington/men/2022.html,Eastern Washington,/cbb/conferences/big-sky/men/2022.html,Big Sky,-5.20,L,86,88,OT,20,6,L 1,Reese Court,/cbb/schools/montana-state/men/2022.html
26,/cbb/boxscores/2022-02-19-16-southern-utah.html,"Sat, Feb 19, 2022",4:00p,REG,@,/cbb/schools/southern-utah/men/2022.html,Southern Utah,/cbb/conferences/big-sky/men/2022.html,Big Sky,-1.51,W,76,71,,21,6,W 1,America First Event Center,/cbb/schools/montana-state/men/2022.html
27,/cbb/boxscores/2022-02-27-17-montana.html,"Sun, Feb 27, 2022",5:00p,REG,@,/cbb/schools/montana/men/2022.html,Montana,/cbb/conferences/big-sky/men/2022.html,Big Sky,-6.48,L,74,80,,21,7,L 1,Dahlberg Arena,/cbb/schools/montana-state/men/2022.html
28,/cbb/boxscores/2022-03-01-21-montana-state.html,"Tue, Mar 1, 2022",9:00p,REG,,/cbb/schools/southern-utah/men/2022.html,Southern Utah,/cbb/conferences/big-sky/men/2022.html,Big Sky,-1.51,W,69,53,,22,7,W 1,Worthington Arena,/cbb/schools/montana-state/men/2022.html
29,/cbb/boxscores/2022-03-03-21-montana-state.html,"Thu, Mar 3, 2022",9:00p,REG,,/cbb/schools/sacramento-state/men/2022.html,Sacramento State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-12.06,W,75,69,,23,7,W 2,Worthington Arena,/cbb/schools/montana-state/men/2022.html
30,/cbb/boxscores/2022-03-05-18-montana-state.html,"Sat, Mar 5, 2022",6:00p,REG,,/cbb/schools/northern-colorado/men/2022.html,Northern Colorado,/cbb/conferences/big-sky/men/2022.html,Big Sky,-4.53,W,87,85,,24,7,W 3,Worthington Arena,/cbb/schools/montana-state/men/2022.html
31,/cbb/boxscores/2022-03-10-14-montana-state.html,"Thu, Mar 10, 2022",2:00p,CTOURN,N,/cbb/schools/sacramento-state/men/2022.html,Sacramento State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-12.06,W,83,61,,25,7,W 4,Idaho Central Arena,/cbb/schools/montana-state/men/2022.html
32,/cbb/boxscores/2022-03-11-19-montana-state.html,"Fri, Mar 11, 2022",7:30p,CTOURN,N,/cbb/schools/weber-state/men/2022.html,Weber State,/cbb/conferences/big-sky/men/2022.html,Big Sky,-1.73,W,69,66,,26,7,W 5,Idaho Central Arena,/cbb/schools/montana-state/men/2022.html
33,/cbb/boxscores/2022-03-12-20-montana-state.html,"Sat, Mar 12, 2022",8:00p,CTOURN,N,/cbb/schools/northern-colorado/men/2022.html,Northern Colorado,/cbb/conferences/big-sky/men/2022.html,Big Sky,-4.53,W,87,66,,27,7,W 6,Idaho Central Arena,/cbb/schools/montana-state/men/2022.html
34,/cbb/boxscores/2022-03-18-13-texas-tech.html,"Fri, Mar 18, 2022",1:45p,NCAA,N,/cbb/schools/texas-tech/men/2022.html,Texas Tech,/cbb/conferences/big-12/men/2022.html,Big 12,20.08,L,62,97,,27,8,L 1,Viejas Arena,/cbb/schools/montana-state/men/2022.html
