,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
13,/cbb/boxscores/2022-01-20-23-utah.html,"Thu, Jan 20, 2022",11:00p,REG,/cbb/schools/utah/men/2022.html,Utah,/cbb/conferences/pac-12/men/2022.html,Pac-12,5.45,W,63,58,12,2,W 2,Jon M. Huntsman Center,/cbb/schools/ucla/men/2022.html,,@
14,/cbb/boxscores/2022-01-22-21-colorado.html,"Sat, Jan 22, 2022",9:00p,REG,/cbb/schools/colorado/men/2022.html,Colorado,/cbb/conferences/pac-12/men/2022.html,Pac-12,9.82,W,71,65,13,2,W 3,CU Events Center,/cbb/schools/ucla/men/2022.html,,@
15,/cbb/boxscores/2022-01-25-23-ucla.html,"Tue, Jan 25, 2022",11:00p,REG,/cbb/schools/arizona/men/2022.html,Arizona,/cbb/conferences/pac-12/men/2022.html,Pac-12,22.75,W,75,59,14,2,W 4,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
16,/cbb/boxscores/2022-01-27-21-ucla.html,"Thu, Jan 27, 2022",9:00p,REG,/cbb/schools/california/men/2022.html,California,/cbb/conferences/pac-12/men/2022.html,Pac-12,3.96,W,81,57,15,2,W 5,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
17,/cbb/boxscores/2022-01-29-21-ucla.html,"Sat, Jan 29, 2022",9:30p,REG,/cbb/schools/stanford/men/2022.html,Stanford,/cbb/conferences/pac-12/men/2022.html,Pac-12,6.27,W,66,43,16,2,W 6,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
18,/cbb/boxscores/2022-02-03-20-arizona.html,"Thu, Feb 3, 2022",8:00p,REG,/cbb/schools/arizona/men/2022.html,Arizona,/cbb/conferences/pac-12/men/2022.html,Pac-12,22.75,L,66,76,16,3,L 1,McKale Center,/cbb/schools/ucla/men/2022.html,,@
19,/cbb/boxscores/2022-02-05-22-arizona-state.html,"Sat, Feb 5, 2022",10:00p,REG,/cbb/schools/arizona-state/men/2022.html,Arizona State,/cbb/conferences/pac-12/men/2022.html,Pac-12,7.64,L,84,87,16,4,L 2,Desert Financial Arena,/cbb/schools/ucla/men/2022.html,3OT,@
20,/cbb/boxscores/2022-02-08-23-stanford.html,"Tue, Feb 8, 2022",11:00p,REG,/cbb/schools/stanford/men/2022.html,Stanford,/cbb/conferences/pac-12/men/2022.html,Pac-12,6.27,W,79,70,17,4,W 1,Maples Pavilion,/cbb/schools/ucla/men/2022.html,,@
21,/cbb/boxscores/2022-02-12-22-southern-california.html,"Sat, Feb 12, 2022",10:00p,REG,/cbb/schools/southern-california/men/2022.html,Southern California,/cbb/conferences/pac-12/men/2022.html,Pac-12,12.50,L,64,67,17,5,L 1,Galen Center,/cbb/schools/ucla/men/2022.html,,@
22,/cbb/boxscores/2022-02-17-23-ucla.html,"Thu, Feb 17, 2022",11:00p,REG,/cbb/schools/washington-state/men/2022.html,Washington State,/cbb/conferences/pac-12/men/2022.html,Pac-12,12.57,W,76,56,18,5,W 1,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
23,/cbb/boxscores/2022-02-19-22-ucla.html,"Sat, Feb 19, 2022",10:00p,REG,/cbb/schools/washington/men/2022.html,Washington,/cbb/conferences/pac-12/men/2022.html,Pac-12,5.03,W,76,50,19,5,W 2,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
24,/cbb/boxscores/2022-02-21-21-ucla.html,"Mon, Feb 21, 2022",9:00p,REG,/cbb/schools/arizona-state/men/2022.html,Arizona State,/cbb/conferences/pac-12/men/2022.html,Pac-12,7.64,W,66,52,20,5,W 3,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
25,/cbb/boxscores/2022-02-24-21-oregon.html,"Thu, Feb 24, 2022",9:30p,REG,/cbb/schools/oregon/men/2022.html,Oregon,/cbb/conferences/pac-12/men/2022.html,Pac-12,10.05,L,63,68,20,6,L 1,Matthew Knight Arena,/cbb/schools/ucla/men/2022.html,,@
26,/cbb/boxscores/2022-02-26-16-oregon-state.html,"Sat, Feb 26, 2022",4:00p,REG,/cbb/schools/oregon-state/men/2022.html,Oregon State,/cbb/conferences/pac-12/men/2022.html,Pac-12,-1.44,W,94,55,21,6,W 1,Gill Coliseum,/cbb/schools/ucla/men/2022.html,,@
27,/cbb/boxscores/2022-02-28-23-washington.html,"Mon, Feb 28, 2022",11:00p,REG,/cbb/schools/washington/men/2022.html,Washington,/cbb/conferences/pac-12/men/2022.html,Pac-12,5.03,W,77,66,22,6,W 2,Alaska Airlines Arena,/cbb/schools/ucla/men/2022.html,,@
28,/cbb/boxscores/2022-03-05-22-ucla.html,"Sat, Mar 5, 2022",10:00p,REG,/cbb/schools/southern-california/men/2022.html,Southern California,/cbb/conferences/pac-12/men/2022.html,Pac-12,12.50,W,75,68,23,6,W 3,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
29,/cbb/boxscores/2022-03-10-21-ucla.html,"Thu, Mar 10, 2022",9:00p,CTOURN,/cbb/schools/washington-state/men/2022.html,Washington State,/cbb/conferences/pac-12/men/2022.html,Pac-12,12.57,W,75,65,24,6,W 4,T-Mobile Arena,/cbb/schools/ucla/men/2022.html,,N
30,/cbb/boxscores/2022-03-11-23-ucla.html,"Fri, Mar 11, 2022",11:30p,CTOURN,/cbb/schools/southern-california/men/2022.html,Southern California,/cbb/conferences/pac-12/men/2022.html,Pac-12,12.50,W,69,59,25,6,W 5,T-Mobile Arena,/cbb/schools/ucla/men/2022.html,,N
31,/cbb/boxscores/2022-03-12-21-arizona.html,"Sat, Mar 12, 2022",9:00p,CTOURN,/cbb/schools/arizona/men/2022.html,Arizona,/cbb/conferences/pac-12/men/2022.html,Pac-12,22.75,L,76,84,25,7,L 1,T-Mobile Arena,/cbb/schools/ucla/men/2022.html,,N
32,/cbb/boxscores/2022-03-17-21-ucla.html,"Thu, Mar 17, 2022",9:50p,NCAA,/cbb/schools/akron/men/2022.html,Akron,/cbb/conferences/mac/men/2022.html,MAC,0.91,W,57,53,26,7,W 1,Moda Center,/cbb/schools/ucla/men/2022.html,,N
33,/cbb/boxscores/2022-03-19-19-ucla.html,"Sat, Mar 19, 2022",7:10p,NCAA,/cbb/schools/saint-marys-ca/men/2022.html,Saint Mary's (CA),/cbb/conferences/wcc/men/2022.html,WCC,14.82,W,72,56,27,7,W 2,Moda Center,/cbb/schools/ucla/men/2022.html,,N
34,/cbb/boxscores/2022-03-25-21-ucla.html,"Fri, Mar 25, 2022",9:39p,NCAA,/cbb/schools/north-carolina/men/2022.html,North Carolina,/cbb/conferences/acc/men/2022.html,ACC,15.50,L,66,73,27,8,L 1,Wells Fargo Center,/cbb/schools/ucla/men/2022.html,,N
