,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2021-11-09-23-ucla.html,"Tue, Nov 9, 2021",11:00p,REG,/cbb/schools/cal-state-bakersfield/men/2022.html,Cal State Bakersfield,/cbb/conferences/big-west/men/2022.html,Big West,-7.57,W,95,58,1,0,W 1,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
1,/cbb/boxscores/2021-11-12-23-ucla.html,"Fri, Nov 12, 2021",11:30p,REG,/cbb/schools/villanova/men/2022.html,Villanova,/cbb/conferences/big-east/men/2022.html,Big East,19.31,W,86,77,2,0,W 2,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,OT,
2,/cbb/boxscores/2021-11-15-23-ucla.html,"Mon, Nov 15, 2021",11:00p,REG,/cbb/schools/long-beach-state/men/2022.html,Long Beach State,/cbb/conferences/big-west/men/2022.html,Big West,-0.65,W,100,79,3,0,W 3,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
3,/cbb/boxscores/2021-11-17-22-ucla.html,"Wed, Nov 17, 2021",10:30p,REG,/cbb/schools/north-florida/men/2022.html,North Florida,/cbb/conferences/atlantic-sun/men/2022.html,A-Sun,-8.35,W,98,63,4,0,W 4,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
4,/cbb/boxscores/2021-11-22-20-bellarmine.html,"Mon, Nov 22, 2021",8:00p,REG,/cbb/schools/bellarmine/men/2022.html,Bellarmine,/cbb/conferences/atlantic-sun/men/2022.html,A-Sun,-3.77,W,75,62,5,0,W 5,T-Mobile Arena,/cbb/schools/ucla/men/2022.html,,N
5,/cbb/boxscores/2021-11-23-22-ucla.html,"Tue, Nov 23, 2021",10:00p,REG,/cbb/schools/gonzaga/men/2022.html,Gonzaga,/cbb/conferences/wcc/men/2022.html,WCC,25.46,L,63,83,5,1,L 1,T-Mobile Arena,/cbb/schools/ucla/men/2022.html,,N
6,/cbb/boxscores/2021-11-27-17-nevada-las-vegas.html,"Sat, Nov 27, 2021",5:00p,REG,/cbb/schools/nevada-las-vegas/men/2022.html,Nevada-Las Vegas,/cbb/conferences/mwc/men/2022.html,MWC,7.20,W,73,51,6,1,W 1,Thomas & Mack Center,/cbb/schools/ucla/men/2022.html,,@
7,/cbb/boxscores/2021-12-01-21-ucla.html,"Wed, Dec 1, 2021",9:30p,REG,/cbb/schools/colorado/men/2022.html,Colorado,/cbb/conferences/pac-12/men/2022.html,Pac-12,9.82,W,73,61,7,1,W 2,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
8,/cbb/boxscores/2021-12-11-21-marquette.html,"Sat, Dec 11, 2021",9:30p,REG,/cbb/schools/marquette/men/2022.html,Marquette,/cbb/conferences/big-east/men/2022.html,Big East,11.36,W,67,56,8,1,W 3,Fiserv Forum,/cbb/schools/ucla/men/2022.html,,@
9,/cbb/boxscores/2022-01-06-19-ucla.html,"Thu, Jan 6, 2022",7:30p,REG,/cbb/schools/long-beach-state/men/2022.html,Long Beach State,/cbb/conferences/big-west/men/2022.html,Big West,-0.65,W,96,78,9,1,W 4,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
10,/cbb/boxscores/2022-01-08-20-california.html,"Sat, Jan 8, 2022",8:00p,REG,/cbb/schools/california/men/2022.html,California,/cbb/conferences/pac-12/men/2022.html,Pac-12,3.96,W,60,52,10,1,W 5,Haas Pavilion,/cbb/schools/ucla/men/2022.html,,@
11,/cbb/boxscores/2022-01-13-21-ucla.html,"Thu, Jan 13, 2022",9:30p,REG,/cbb/schools/oregon/men/2022.html,Oregon,/cbb/conferences/pac-12/men/2022.html,Pac-12,10.05,L,81,84,10,2,L 1,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,OT,
12,/cbb/boxscores/2022-01-15-22-ucla.html,"Sat, Jan 15, 2022",10:30p,REG,/cbb/schools/oregon-state/men/2022.html,Oregon State,/cbb/conferences/pac-12/men/2022.html,Pac-12,-1.44,W,81,65,11,2,W 1,Pauley Pavilion,/cbb/schools/ucla/men/2022.html,,
