,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2021-11-10-19-rutgers.html,"Wed, Nov 10, 2021",7:00p,REG,/cbb/schools/lehigh/men/2022.html,Lehigh,/cbb/conferences/patriot/men/2022.html,Patriot,-10.82,W,73,70,OT,1,0,W 1,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
1,/cbb/boxscores/2021-11-13-14-rutgers.html,"Sat, Nov 13, 2021",2:00p,REG,/cbb/schools/merrimack/men/2022.html,Merrimack,/cbb/conferences/northeast/men/2022.html,NEC,-10.86,W,48,35,,2,0,W 2,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
2,/cbb/boxscores/2021-11-16-19-rutgers.html,"Tue, Nov 16, 2021",7:00p,REG,/cbb/schools/njit/men/2022.html,NJIT,/cbb/conferences/america-east/men/2022.html,AEC,-14.63,W,75,61,,3,0,W 3,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
3,/cbb/boxscores/2021-11-18-20-depaul.html,"Thu, Nov 18, 2021",8:30p,REG,/cbb/schools/depaul/men/2022.html,DePaul,/cbb/conferences/big-east/men/2022.html,Big East,7.83,L,70,73,,3,1,L 1,Wintrust Arena,/cbb/schools/rutgers/men/2022.html,@
4,/cbb/boxscores/2021-11-22-19-rutgers.html,"Mon, Nov 22, 2021",7:00p,REG,/cbb/schools/lafayette/men/2022.html,Lafayette,/cbb/conferences/patriot/men/2022.html,Patriot,-12.60,L,51,53,,3,2,L 2,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
5,/cbb/boxscores/2021-11-27-14-massachusetts.html,"Sat, Nov 27, 2021",2:00p,REG,/cbb/schools/massachusetts/men/2022.html,Massachusetts,/cbb/conferences/atlantic-10/men/2022.html,A-10,-0.67,L,83,85,,3,3,L 3,Mullins Center,/cbb/schools/rutgers/men/2022.html,@
6,/cbb/boxscores/2021-11-30-21-rutgers.html,"Tue, Nov 30, 2021",9:00p,REG,/cbb/schools/clemson/men/2022.html,Clemson,/cbb/conferences/acc/men/2022.html,ACC,9.59,W,74,64,,4,3,W 1,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
7,/cbb/boxscores/2021-12-03-19-illinois.html,"Fri, Dec 3, 2021",7:00p,REG,/cbb/schools/illinois/men/2022.html,Illinois,/cbb/conferences/big-ten/men/2022.html,Big Ten,16.69,L,51,86,,4,4,L 1,State Farm Center,/cbb/schools/rutgers/men/2022.html,@
8,/cbb/boxscores/2021-12-09-19-rutgers.html,"Thu, Dec 9, 2021",7:00p,REG,/cbb/schools/purdue/men/2022.html,Purdue,/cbb/conferences/big-ten/men/2022.html,Big Ten,19.15,W,70,68,,5,4,W 1,Jersey Mike''s Arena,/cbb/schools/rutgers/men/2022.html,
9,/cbb/boxscores/2021-12-12-19-seton-hall.html,"Sun, Dec 12, 2021",7:30p,REG,/cbb/schools/seton-hall/men/2022.html,Seton Hall,/cbb/conferences/big-east/men/2022.html,Big East,12.75,L,63,77,,5,5,L 1,Prudential Center,/cbb/schools/rutgers/men/2022.html,@
