,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2021-11-09-19-bryant.html,"Tue, Nov 9, 2021",7:30p,REG,Fisher College,,W,122,54,1,0,W 1,Chase Athletic Center,/cbb/schools/bryant/men/2022.html,,,,,
1,/cbb/boxscores/2021-11-12-18-rhode-island.html,"Fri, Nov 12, 2021",6:00p,REG,Rhode Island,A-10,L,64,83,1,1,L 1,Ryan Center,/cbb/schools/bryant/men/2022.html,@,/cbb/schools/rhode-island/men/2022.html,/cbb/conferences/atlantic-10/men/2022.html,2.92,
2,/cbb/boxscores/2021-11-15-19-clemson.html,"Mon, Nov 15, 2021",7:00p,REG,Clemson,ACC,L,70,93,1,2,L 2,Littlejohn Coliseum,/cbb/schools/bryant/men/2022.html,@,/cbb/schools/clemson/men/2022.html,/cbb/conferences/acc/men/2022.html,9.59,
3,/cbb/boxscores/2021-11-20-12-bryant.html,"Sat, Nov 20, 2021",12:00p,REG,Bethune-Cookman,SWAC,L,75,81,1,3,L 3,Ocean Center,/cbb/schools/bryant/men/2022.html,N,/cbb/schools/bethune-cookman/men/2022.html,/cbb/conferences/swac/men/2022.html,-14.70,
4,/cbb/boxscores/2021-11-21-12-holy-cross.html,"Sun, Nov 21, 2021",12:00p,REG,Holy Cross,Patriot,W,78,62,2,3,W 1,Ocean Center,/cbb/schools/bryant/men/2022.html,N,/cbb/schools/holy-cross/men/2022.html,/cbb/conferences/patriot/men/2022.html,-16.84,
5,/cbb/boxscores/2021-11-26-14-brown.html,"Fri, Nov 26, 2021",2:00p,REG,Brown,Ivy,W,65,59,3,3,W 2,Pizzitola Sports Center,/cbb/schools/bryant/men/2022.html,@,/cbb/schools/brown/men/2022.html,/cbb/conferences/ivy/men/2022.html,-3.32,
6,/cbb/boxscores/2021-11-28-16-bryant.html,"Sun, Nov 28, 2021",4:00p,REG,Dartmouth,Ivy,L,61,63,3,4,L 1,Chase Athletic Center,/cbb/schools/bryant/men/2022.html,,/cbb/schools/dartmouth/men/2022.html,/cbb/conferences/ivy/men/2022.html,-4.12,OT
7,/cbb/boxscores/2021-12-03-20-houston.html,"Fri, Dec 3, 2021",8:00p,REG,Houston,AAC,L,44,111,3,5,L 2,Fertitta Center,/cbb/schools/bryant/men/2022.html,@,/cbb/schools/houston/men/2022.html,/cbb/conferences/aac/men/2022.html,22.55,
8,/cbb/boxscores/2021-12-05-19-cincinnati.html,"Sun, Dec 5, 2021",7:00p,REG,Cincinnati,AAC,L,58,73,3,6,L 3,Fifth Third Arena,/cbb/schools/bryant/men/2022.html,@,/cbb/schools/cincinnati/men/2022.html,/cbb/conferences/aac/men/2022.html,7.44,
9,/cbb/boxscores/2021-12-08-19-bryant.html,"Wed, Dec 8, 2021",7:30p,REG,New Hampshire,AEC,W,76,59,4,6,W 1,Chase Athletic Center,/cbb/schools/bryant/men/2022.html,,/cbb/schools/new-hampshire/men/2022.html,/cbb/conferences/america-east/men/2022.html,-6.32,
