,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2013-11-09-louisiana-lafayette.html,"Sat, Nov 9, 2013",REG,Louisiana Christian University,,W,101,67,1,0,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,,,,,
1,/cbb/boxscores/2013-11-12-louisiana-lafayette.html,"Tue, Nov 12, 2013",REG,McNeese State,Southland,W,92,66,2,0,W 2,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/mcneese-state/men/2014.html,/cbb/conferences/southland/men/2014.html,-13.15,,
2,/cbb/boxscores/2013-11-15-arkansas.html,"Fri, Nov 15, 2013",REG,Arkansas,SEC,L,63,76,2,1,L 1,Bud Walton Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/arkansas/men/2014.html,/cbb/conferences/sec/men/2014.html,14.34,@,
3,/cbb/boxscores/2013-11-17-baylor.html,"Sun, Nov 17, 2013",REG,Baylor,Big 12,L,68,87,2,2,L 2,Ferrell Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/baylor/men/2014.html,/cbb/conferences/big-12/men/2014.html,15.80,@,
4,/cbb/boxscores/2013-11-23-louisiana-lafayette.html,"Sat, Nov 23, 2013",REG,Oakland,Horizon,W,84,75,3,2,W 1,HTC Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/oakland/men/2014.html,/cbb/conferences/horizon/men/2014.html,-2.23,N,
5,/cbb/boxscores/2013-11-24-coastal-carolina.html,"Sun, Nov 24, 2013",REG,Coastal Carolina,Big South,W,73,69,4,2,W 2,HTC Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/coastal-carolina/men/2014.html,/cbb/conferences/big-south/men/2014.html,-5.21,@,
6,/cbb/boxscores/2013-11-27-louisiana-lafayette.html,"Wed, Nov 27, 2013",REG,Northwestern State,Southland,W,105,74,5,2,W 3,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/northwestern-state/men/2014.html,/cbb/conferences/southland/men/2014.html,-3.59,,
7,/cbb/boxscores/2013-12-04-louisiana-tech.html,"Wed, Dec 4, 2013",REG,Louisiana Tech,CUSA,W,89,80,6,2,W 4,Thomas Assembly Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/louisiana-tech/men/2014.html,/cbb/conferences/cusa/men/2014.html,12.44,@,
8,/cbb/boxscores/2013-12-07-louisville.html,"Sat, Dec 7, 2013",REG,Louisville,AAC,L,74,113,6,3,L 1,KFC Yum! Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/louisville/men/2014.html,/cbb/conferences/aac/men/2014.html,24.69,@,
9,/cbb/boxscores/2013-12-14-louisiana-lafayette.html,"Sat, Dec 14, 2013",REG,Houston,AAC,W,79,76,7,3,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/houston/men/2014.html,/cbb/conferences/aac/men/2014.html,2.68,,OT
10,/cbb/boxscores/2013-12-17-louisiana-lafayette.html,"Tue, Dec 17, 2013",REG,Centenary (LA),,W,103,69,8,3,W 2,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,,,,,
11,/cbb/boxscores/2013-12-19-jackson-state.html,"Thu, Dec 19, 2013",REG,Jackson State,SWAC,L,70,73,8,4,L 1,Lee E. Williams Athletics and Assembly Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/jackson-state/men/2014.html,/cbb/conferences/swac/men/2014.html,-11.62,@,
12,/cbb/boxscores/2013-12-30-louisiana-lafayette.html,"Mon, Dec 30, 2013",REG,Central Methodist,,W,90,58,9,4,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,,,,,
13,/cbb/boxscores/2014-01-04-louisiana-monroe.html,"Sat, Jan 4, 2014",REG,Louisiana-Monroe,Sun Belt,L,98,103,9,5,L 1,Fant-Ewing Coliseum,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/louisiana-monroe/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.21,@,2OT
14,/cbb/boxscores/2014-01-11-louisiana-lafayette.html,"Sat, Jan 11, 2014",REG,UT Arlington,Sun Belt,W,90,70,10,5,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/texas-arlington/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-4.92,,
15,/cbb/boxscores/2014-01-13-louisiana-lafayette.html,"Mon, Jan 13, 2014",REG,Texas State,Sun Belt,W,81,58,11,5,W 2,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/texas-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-7.74,,
16,/cbb/boxscores/2014-01-16-south-alabama.html,"Thu, Jan 16, 2014",REG,South Alabama,Sun Belt,L,73,81,11,6,L 1,Mitchell Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/south-alabama/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.08,@,
17,/cbb/boxscores/2014-01-18-troy.html,"Sat, Jan 18, 2014",REG,Troy,Sun Belt,W,72,59,12,6,W 1,Trojan Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/troy/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-6.17,@,
18,/cbb/boxscores/2014-01-23-louisiana-lafayette.html,"Thu, Jan 23, 2014",REG,Georgia State,Sun Belt,L,70,77,12,7,L 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/georgia-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,6.04,,
19,/cbb/boxscores/2014-01-25-louisiana-lafayette.html,"Sat, Jan 25, 2014",REG,Western Kentucky,Sun Belt,L,70,79,12,8,L 2,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/western-kentucky/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-1.47,,
20,/cbb/boxscores/2014-01-30-arkansas-little-rock.html,"Thu, Jan 30, 2014",REG,Little Rock,Sun Belt,L,69,80,12,9,L 3,Jack Stephens Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/arkansas-little-rock/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.39,@,
21,/cbb/boxscores/2014-02-01-louisiana-lafayette.html,"Sat, Feb 1, 2014",REG,Louisiana-Monroe,Sun Belt,W,66,50,13,9,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/louisiana-monroe/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.21,,
22,/cbb/boxscores/2014-02-06-texas-arlington.html,"Thu, Feb 6, 2014",REG,UT Arlington,Sun Belt,W,92,89,14,9,W 2,College Park Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/texas-arlington/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-4.92,@,
23,/cbb/boxscores/2014-02-08-texas-state.html,"Sat, Feb 8, 2014",REG,Texas State,Sun Belt,W,67,66,15,9,W 3,Strahan Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/texas-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-7.74,@,
24,/cbb/boxscores/2014-02-13-louisiana-lafayette.html,"Thu, Feb 13, 2014",REG,Little Rock,Sun Belt,W,93,87,16,9,W 4,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/arkansas-little-rock/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.39,,2OT
25,/cbb/boxscores/2014-02-15-louisiana-lafayette.html,"Sat, Feb 15, 2014",REG,Arkansas State,Sun Belt,W,85,67,17,9,W 5,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/arkansas-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-0.44,,
26,/cbb/boxscores/2014-02-20-louisiana-lafayette.html,"Thu, Feb 20, 2014",REG,Troy,Sun Belt,W,78,63,18,9,W 6,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/troy/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-6.17,,
27,/cbb/boxscores/2014-02-22-georgia-state.html,"Sat, Feb 22, 2014",REG,Georgia State,Sun Belt,L,77,80,18,10,L 1,GSU Sports Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/georgia-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,6.04,@,
28,/cbb/boxscores/2014-03-02-louisiana-lafayette.html,"Sun, Mar 2, 2014",REG,South Alabama,Sun Belt,W,102,76,19,10,W 1,Cajundome,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/south-alabama/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-5.08,,
29,/cbb/boxscores/2014-03-06-western-kentucky.html,"Thu, Mar 6, 2014",REG,Western Kentucky,Sun Belt,L,72,75,19,11,L 1,E. A. Diddle Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/western-kentucky/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-1.47,@,
30,/cbb/boxscores/2014-03-08-arkansas-state.html,"Sat, Mar 8, 2014",REG,Arkansas State,Sun Belt,W,77,76,20,11,W 1,Convocation Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/arkansas-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-0.44,@,
31,/cbb/boxscores/2014-03-14-louisiana-lafayette.html,"Fri, Mar 14, 2014",CTOURN,UT Arlington,Sun Belt,W,91,85,21,11,W 2,,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/texas-arlington/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-4.92,N,
32,/cbb/boxscores/2014-03-15-louisiana-lafayette.html,"Sat, Mar 15, 2014",CTOURN,Western Kentucky,Sun Belt,W,73,72,22,11,W 3,,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/western-kentucky/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,-1.47,N,
33,/cbb/boxscores/2014-03-16-georgia-state.html,"Sun, Mar 16, 2014",CTOURN,Georgia State,Sun Belt,W,82,81,23,11,W 4,Kiefer Lakefront Arena,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/georgia-state/men/2014.html,/cbb/conferences/sun-belt/men/2014.html,6.04,N,OT
34,/cbb/boxscores/2014-03-21-creighton.html,"Fri, Mar 21, 2014",NCAA,Creighton,Big East,L,66,76,23,12,L 1,AT&T Center,/cbb/schools/louisiana-lafayette/men/2014.html,/cbb/schools/creighton/men/2014.html,/cbb/conferences/big-east/men/2014.html,18.03,N,
