,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
10,/cbb/boxscores/2013-12-21-buffalo.html,"Sat, Dec 21, 2013",REG,N,/cbb/schools/buffalo/men/2014.html,Buffalo,/cbb/conferences/mac/men/2014.html,MAC,3.58,W,84,81,OT,9,2,W 6,Barclays Center,/cbb/schools/manhattan/men/2014.html
11,/cbb/boxscores/2014-01-02-saint-peters.html,"Thu, Jan 2, 2014",REG,@,/cbb/schools/saint-peters/men/2014.html,Saint Peter's,/cbb/conferences/maac/men/2014.html,MAAC,-5.88,W,74,62,,10,2,W 7,Yanitelli Center,/cbb/schools/manhattan/men/2014.html
12,/cbb/boxscores/2014-01-04-manhattan.html,"Sat, Jan 4, 2014",REG,,/cbb/schools/fairfield/men/2014.html,Fairfield,/cbb/conferences/maac/men/2014.html,MAAC,-7.37,W,83,57,,11,2,W 8,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
13,/cbb/boxscores/2014-01-09-quinnipiac.html,"Thu, Jan 9, 2014",REG,@,/cbb/schools/quinnipiac/men/2014.html,Quinnipiac,/cbb/conferences/maac/men/2014.html,MAAC,-0.13,L,76,81,,11,3,L 1,TD Bank Sports Center,/cbb/schools/manhattan/men/2014.html
14,/cbb/boxscores/2014-01-12-manhattan.html,"Sun, Jan 12, 2014",REG,,/cbb/schools/marist/men/2014.html,Marist,/cbb/conferences/maac/men/2014.html,MAAC,-4.94,W,86,79,OT,12,3,W 1,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
15,/cbb/boxscores/2014-01-16-manhattan.html,"Thu, Jan 16, 2014",REG,,/cbb/schools/siena/men/2014.html,Siena,/cbb/conferences/maac/men/2014.html,MAAC,-0.86,W,90,68,,13,3,W 2,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
16,/cbb/boxscores/2014-01-18-fairfield.html,"Sat, Jan 18, 2014",REG,@,/cbb/schools/fairfield/men/2014.html,Fairfield,/cbb/conferences/maac/men/2014.html,MAAC,-7.37,L,67,71,,13,4,L 1,Arena at Harbor Yard,/cbb/schools/manhattan/men/2014.html
17,/cbb/boxscores/2014-01-24-manhattan.html,"Fri, Jan 24, 2014",REG,,/cbb/schools/rider/men/2014.html,Rider,/cbb/conferences/maac/men/2014.html,MAAC,-4.34,W,67,51,,14,4,W 1,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
18,/cbb/boxscores/2014-01-26-manhattan.html,"Sun, Jan 26, 2014",REG,,/cbb/schools/quinnipiac/men/2014.html,Quinnipiac,/cbb/conferences/maac/men/2014.html,MAAC,-0.13,L,86,90,OT,14,5,L 1,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
19,/cbb/boxscores/2014-01-31-iona.html,"Fri, Jan 31, 2014",REG,@,/cbb/schools/iona/men/2014.html,Iona,/cbb/conferences/maac/men/2014.html,MAAC,5.96,L,73,85,,14,6,L 2,Hynes Athletic Center,/cbb/schools/manhattan/men/2014.html
20,/cbb/boxscores/2014-02-04-manhattan.html,"Tue, Feb 4, 2014",REG,,/cbb/schools/saint-peters/men/2014.html,Saint Peter's,/cbb/conferences/maac/men/2014.html,MAAC,-5.88,W,64,49,,15,6,W 1,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
21,/cbb/boxscores/2014-02-07-canisius.html,"Fri, Feb 7, 2014",REG,@,/cbb/schools/canisius/men/2014.html,Canisius,/cbb/conferences/maac/men/2014.html,MAAC,1.24,W,84,73,,16,6,W 2,Koessler Athletic Center,/cbb/schools/manhattan/men/2014.html
22,/cbb/boxscores/2014-02-09-niagara.html,"Sun, Feb 9, 2014",REG,@,/cbb/schools/niagara/men/2014.html,Niagara,/cbb/conferences/maac/men/2014.html,MAAC,-8.16,W,78,77,,17,6,W 3,Gallagher Center,/cbb/schools/manhattan/men/2014.html
23,/cbb/boxscores/2014-02-13-rider.html,"Thu, Feb 13, 2014",REG,@,/cbb/schools/rider/men/2014.html,Rider,/cbb/conferences/maac/men/2014.html,MAAC,-4.34,W,86,69,,18,6,W 4,Alumni Gymnasium,/cbb/schools/manhattan/men/2014.html
24,/cbb/boxscores/2014-02-16-manhattan.html,"Sun, Feb 16, 2014",REG,,/cbb/schools/niagara/men/2014.html,Niagara,/cbb/conferences/maac/men/2014.html,MAAC,-8.16,W,90,72,,19,6,W 5,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
25,/cbb/boxscores/2014-02-19-monmouth.html,"Wed, Feb 19, 2014",REG,@,/cbb/schools/monmouth/men/2014.html,Monmouth,/cbb/conferences/maac/men/2014.html,MAAC,-6.96,W,75,61,,20,6,W 6,Multipurpose Activity Center,/cbb/schools/manhattan/men/2014.html
26,/cbb/boxscores/2014-02-21-siena.html,"Fri, Feb 21, 2014",REG,@,/cbb/schools/siena/men/2014.html,Siena,/cbb/conferences/maac/men/2014.html,MAAC,-0.86,L,63,67,,20,7,L 1,Times Union Center,/cbb/schools/manhattan/men/2014.html
27,/cbb/boxscores/2014-02-28-manhattan.html,"Fri, Feb 28, 2014",REG,,/cbb/schools/iona/men/2014.html,Iona,/cbb/conferences/maac/men/2014.html,MAAC,5.96,W,80,77,OT,21,7,W 1,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
28,/cbb/boxscores/2014-03-02-manhattan.html,"Sun, Mar 2, 2014",REG,,/cbb/schools/canisius/men/2014.html,Canisius,/cbb/conferences/maac/men/2014.html,MAAC,1.24,W,68,63,,22,7,W 2,Draddy Gymnasium,/cbb/schools/manhattan/men/2014.html
29,/cbb/boxscores/2014-03-08-manhattan.html,"Sat, Mar 8, 2014",CTOURN,N,/cbb/schools/saint-peters/men/2014.html,Saint Peter's,/cbb/conferences/maac/men/2014.html,MAAC,-5.88,W,72,58,,23,7,W 3,,/cbb/schools/manhattan/men/2014.html
30,/cbb/boxscores/2014-03-09-manhattan.html,"Sun, Mar 9, 2014",CTOURN,N,/cbb/schools/quinnipiac/men/2014.html,Quinnipiac,/cbb/conferences/maac/men/2014.html,MAAC,-0.13,W,87,68,,24,7,W 4,,/cbb/schools/manhattan/men/2014.html
31,/cbb/boxscores/2014-03-10-iona.html,"Mon, Mar 10, 2014",CTOURN,N,/cbb/schools/iona/men/2014.html,Iona,/cbb/conferences/maac/men/2014.html,MAAC,5.96,W,71,68,,25,7,W 5,MassMutual Center,/cbb/schools/manhattan/men/2014.html
32,/cbb/boxscores/2014-03-20-louisville.html,"Thu, Mar 20, 2014",NCAA,N,/cbb/schools/louisville/men/2014.html,Louisville,/cbb/conferences/aac/men/2014.html,AAC,24.69,L,64,71,,25,8,L 1,Amway Center,/cbb/schools/manhattan/men/2014.html
