,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
0,Abilene Christian,/cbb/schools/abilene-christian/men/2014.html,False,31,11,20,.355,-19.60,-4.12,2,12,9,5,0,14,2214,2228,67.7,104.2,.400,.360,.559,50.2,54.5,10.4,6.5,.515,18.6,30.4,.300,67.7,104.9,.455,.320,.558,49.8,53.6,9.7,12.0,.518,17.8,30.2,.323
1,Air Force,/cbb/schools/air-force/men/2014.html,False,30,12,18,.400,-4.08,1.71,6,12,8,9,3,8,1980,2074,65.4,100.1,.377,.418,.538,48.8,61.7,8.3,9.9,.504,17.9,26.7,.260,65.4,104.8,.431,.406,.540,51.2,58.6,10.5,14.1,.499,15.6,29.4,.302
2,Akron,/cbb/schools/akron/men/2014.html,False,34,21,13,.618,1.16,-0.48,12,6,13,2,6,8,2332,2276,65.5,103.5,.404,.372,.527,51.0,47.6,10.0,10.5,.503,16.8,35.2,.252,65.5,101.0,.361,.277,.520,49.0,46.7,9.9,9.1,.479,16.7,32.5,.259
3,Alabama,/cbb/schools/alabama/men/2014.html,False,32,13,19,.406,8.34,8.88,7,11,13,4,0,11,2170,2150,64.4,104.0,.442,.328,.537,48.5,47.4,10.4,11.8,.499,15.8,30.4,.303,64.4,103.1,.402,.331,.520,51.5,52.4,8.6,11.5,.470,16.5,34.5,.299
4,Alabama A&M,/cbb/schools/alabama-am/men/2014.html,False,30,14,16,.467,-13.86,-10.58,10,8,7,4,5,11,1936,2010,66.5,95.9,.421,.350,.504,47.1,57.9,9.3,11.0,.467,17.1,28.1,.276,66.5,99.6,.524,.285,.508,52.9,45.3,9.8,8.9,.452,17.3,34.3,.365
5,Alabama State,/cbb/schools/alabama-state/men/2014.html,False,32,19,13,.594,-12.84,-11.40,12,6,13,1,5,10,2265,2225,68.1,102.3,.395,.323,.504,49.5,52.4,9.8,9.2,.465,14.4,33.6,.267,68.1,100.5,.389,.297,.528,50.5,48.5,8.8,7.9,.490,18.4,33.3,.270
6,Albany (NY),/cbb/schools/albany-ny/men/2014.html,True,34,19,15,.559,-3.31,-5.22,9,7,10,3,7,11,2239,2174,63.1,103.3,.420,.261,.539,52.5,49.2,8.5,8.6,.488,17.1,31.9,.315,63.1,100.3,.291,.366,.517,47.5,54.1,9.1,8.0,.483,15.9,28.3,.210
7,Alcorn State,/cbb/schools/alcorn-state/men/2014.html,False,31,12,19,.387,-15.95,-9.27,9,9,9,3,2,13,1985,2101,64.8,96.8,.427,.271,.498,47.3,40.8,9.0,10.0,.459,15.1,29.3,.279,64.8,102.5,.396,.311,.525,52.7,52.3,8.2,6.5,.483,16.3,34.0,.281
8,American,/cbb/schools/american/men/2014.html,True,33,20,13,.606,0.69,-3.25,13,5,11,3,9,9,2081,1951,60.7,103.4,.350,.358,.584,50.6,65.8,9.8,9.9,.558,20.7,26.5,.248,60.7,97.0,.407,.312,.504,49.4,50.1,11.6,8.1,.464,17.0,29.7,.276
9,Appalachian State,/cbb/schools/appalachian-state/men/2014.html,False,30,9,21,.300,-15.32,-7.13,5,11,7,7,2,13,2034,2152,67.4,99.8,.403,.289,.493,50.6,45.5,9.2,7.2,.459,14.9,34.0,.257,67.4,105.6,.408,.296,.548,49.4,50.9,8.3,10.6,.519,16.4,30.2,.272
10,Arizona,/cbb/schools/arizona/men/2014.html,True,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,64.1,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,64.1,90.2,.342,.265,.469,44.9,44.7,7.2,7.6,.423,16.6,27.3,.245
11,Arizona State,/cbb/schools/arizona-state/men/2014.html,True,33,21,12,.636,13.32,7.41,10,8,16,1,4,7,2486,2291,69.0,107.2,.425,.371,.558,48.4,56.3,7.2,12.8,.524,14.5,24.5,.295,69.0,98.8,.373,.273,.496,51.6,47.1,7.9,11.6,.463,14.6,30.2,.242
12,Arkansas,/cbb/schools/arkansas/men/2014.html,False,34,22,12,.647,14.34,5.57,10,8,17,2,3,7,2723,2425,72.3,109.2,.402,.332,.543,47.7,56.1,11.5,13.8,.501,13.5,31.8,.292,72.3,97.2,.430,.310,.508,52.3,48.3,7.4,7.5,.462,19.5,36.6,.300
13,Arkansas State,/cbb/schools/arkansas-state/men/2014.html,False,32,19,13,.594,-0.44,-3.18,10,8,11,4,7,8,2432,2299,68.6,107.9,.427,.411,.563,48.5,53.3,9.6,7.0,.523,15.3,27.1,.310,68.6,102.0,.353,.326,.522,51.5,44.4,8.6,8.6,.483,16.1,31.1,.253
14,Arkansas-Pine Bluff,/cbb/schools/arkansas-pine-bluff/men/2014.html,False,31,13,18,.419,-15.39,-6.90,11,7,6,3,6,12,1957,2188,68.0,92.9,.421,.350,.508,46.6,53.1,14.1,7.3,.471,19.9,28.9,.278,68.0,103.9,.498,.363,.568,53.4,62.3,11.1,12.6,.531,21.1,33.7,.341
15,Army,/cbb/schools/army/men/2014.html,False,31,15,16,.484,-6.16,-4.66,10,8,7,7,7,8,2244,2269,68.2,105.4,.322,.386,.540,48.9,54.4,8.8,10.9,.509,16.2,32.1,.225,68.2,106.5,.354,.308,.553,51.1,51.2,10.7,9.3,.519,17.1,33.2,.255
16,Auburn,/cbb/schools/auburn/men/2014.html,False,30,14,16,.467,5.11,5.47,6,12,12,6,2,8,2144,2155,67.7,105.5,.441,.335,.535,49.3,48.3,9.0,12.8,.489,15.3,31.7,.318,67.7,106.1,.487,.350,.542,50.7,60.0,8.6,9.8,.498,16.1,33.1,.338
17,Austin Peay,/cbb/schools/austin-peay/men/2014.html,False,30,12,18,.400,-10.50,-5.78,6,10,8,6,3,11,2287,2368,71.9,104.8,.493,.281,.568,48.7,55.7,9.4,13.4,.537,19.0,30.2,.328,71.9,108.5,.342,.358,.560,51.3,56.7,10.8,8.4,.526,16.9,34.2,.252
18,Ball State,/cbb/schools/ball-state/men/2014.html,False,30,5,25,.167,-10.17,0.65,2,16,5,9,0,16,1967,2214,67.0,95.9,.424,.390,.511,52.7,57.6,6.6,5.9,.468,20.8,35.6,.293,67.0,107.9,.442,.285,.548,47.3,53.6,12.6,11.3,.507,14.4,29.4,.310
19,Baylor,/cbb/schools/baylor/men/2014.html,True,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,64.2,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,64.2,104.3,.316,.335,.514,45.2,61.1,8.2,7.8,.485,13.6,31.7,.213
20,Belmont,/cbb/schools/belmont/men/2014.html,False,36,26,10,.722,3.29,-1.88,14,2,13,1,10,8,2876,2661,69.5,114.9,.402,.417,.612,48.8,58.1,9.9,6.9,.580,16.5,28.7,.298,69.5,106.3,.422,.356,.557,51.2,50.1,10.4,9.7,.522,17.8,32.9,.294
21,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2014.html,False,32,7,25,.219,-16.86,-7.53,5,11,5,6,2,18,2032,2252,63.4,99.4,.359,.358,.507,47.2,46.1,9.7,7.6,.464,16.9,32.9,.258,63.4,110.2,.530,.340,.561,52.8,57.8,9.6,13.4,.514,16.8,36.9,.376
22,Binghamton,/cbb/schools/binghamton/men/2014.html,False,30,7,23,.233,-16.15,-6.15,4,12,3,10,4,12,1840,2140,65.6,92.3,.442,.366,.489,47.5,47.7,9.2,6.2,.439,18.5,29.1,.306,65.6,107.3,.408,.396,.560,52.5,61.0,11.1,10.6,.528,17.1,32.4,.280
23,Boise State,/cbb/schools/boise-state/men/2014.html,False,34,21,13,.618,8.83,3.86,9,9,12,4,5,7,2591,2347,65.9,114.0,.374,.364,.564,53.3,45.7,8.9,6.0,.524,12.9,33.2,.280,65.9,103.2,.401,.347,.543,46.7,47.6,6.9,9.2,.506,15.5,25.6,.282
24,Boston College,/cbb/schools/boston-college/men/2014.html,False,32,8,24,.250,3.01,8.62,4,14,4,9,3,11,2197,2354,62.7,107.4,.435,.437,.567,47.1,55.4,6.8,6.7,.523,15.6,27.2,.323,62.7,115.1,.406,.278,.557,52.9,47.7,8.7,10.2,.517,12.5,34.2,.296
25,Boston University,/cbb/schools/boston-university/men/2014.html,False,35,24,11,.686,1.77,-2.40,15,3,11,6,11,4,2492,2346,65.9,106.6,.299,.392,.552,49.1,54.9,10.5,4.9,.523,15.4,28.1,.213,65.9,100.3,.315,.336,.530,50.9,53.0,7.7,8.9,.498,17.8,29.8,.223
26,Bowling Green State,/cbb/schools/bowling-green-state/men/2014.html,False,32,12,20,.375,-3.45,-0.20,6,12,7,8,4,11,2007,2055,67.0,92.9,.361,.239,.491,49.8,52.1,11.4,15.1,.460,18.7,30.2,.230,67.0,95.1,.374,.328,.502,50.2,56.3,12.4,8.1,.469,18.0,30.8,.244
27,Bradley,/cbb/schools/bradley/men/2014.html,False,32,12,20,.375,-2.72,-0.31,7,11,11,6,1,11,2036,2113,63.8,99.7,.365,.278,.504,50.0,42.4,11.1,8.5,.464,15.9,32.3,.256,63.8,103.4,.434,.391,.543,50.0,56.7,9.2,8.6,.500,17.5,31.1,.309
28,Brigham Young,/cbb/schools/brigham-young/men/2014.html,True,35,23,12,.657,11.63,5.72,13,5,14,1,5,7,2931,2706,73.5,111.9,.483,.228,.545,53.3,53.8,9.6,7.3,.503,12.8,34.7,.334,73.5,103.3,.372,.351,.529,46.7,55.1,8.1,8.7,.489,14.7,28.3,.265
29,Brown,/cbb/schools/brown/men/2014.html,False,29,15,14,.517,-1.44,-4.04,7,7,8,6,7,8,2065,1951,69.4,101.7,.348,.302,.520,51.9,52.8,8.1,11.9,.489,15.9,30.4,.234,69.4,96.1,.368,.319,.488,48.1,51.1,9.1,10.8,.442,14.6,27.6,.262
30,Bryant,/cbb/schools/bryant/men/2014.html,False,32,18,14,.563,-4.25,-4.89,10,6,11,4,7,9,2351,2304,67.9,107.3,.374,.337,.558,48.5,50.0,9.4,7.7,.526,15.9,28.7,.263,67.9,105.2,.329,.358,.528,51.5,50.7,9.9,12.1,.498,15.6,33.8,.224
31,Bucknell,/cbb/schools/bucknell/men/2014.html,False,30,16,14,.533,-1.30,-3.14,11,7,8,6,8,8,1977,1922,63.7,103.5,.317,.309,.528,52.8,51.1,7.2,4.4,.489,14.6,29.0,.237,63.7,100.6,.318,.327,.508,47.2,49.1,8.7,12.7,.479,12.7,24.4,.210
32,Buffalo,/cbb/schools/buffalo/men/2014.html,False,29,19,10,.655,3.58,-2.13,13,5,13,1,6,6,2132,1952,67.7,108.2,.419,.342,.545,52.1,59.8,10.0,12.3,.504,15.7,35.1,.299,67.7,99.0,.360,.321,.508,47.9,51.1,10.0,7.4,.472,16.7,31.4,.246
33,Butler,/cbb/schools/butler/men/2014.html,False,31,14,17,.452,7.04,6.98,4,14,8,7,4,7,2125,2064,64.0,104.2,.372,.323,.514,50.3,45.7,9.1,7.4,.482,13.0,30.7,.246,64.0,101.2,.310,.309,.525,49.7,49.5,8.3,9.3,.495,15.7,28.4,.214
34,Cal Poly,/cbb/schools/cal-poly/men/2014.html,True,34,14,20,.412,-1.34,1.69,6,10,6,6,3,12,2141,2163,60.8,103.5,.326,.354,.501,48.8,52.3,9.6,8.0,.466,12.4,31.8,.224,60.8,104.6,.408,.318,.532,51.2,56.6,7.4,10.0,.488,15.9,32.2,.295
35,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2014.html,False,32,13,19,.406,-4.86,-4.31,5,11,6,7,5,10,2215,2189,66.0,104.0,.382,.324,.535,51.6,50.1,9.8,10.4,.501,17.6,34.5,.263,66.0,102.8,.516,.351,.535,48.4,53.8,10.1,9.5,.487,16.6,30.7,.359
36,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2014.html,False,31,11,20,.355,-5.08,-1.12,6,10,8,5,3,12,2092,2215,66.8,100.6,.381,.334,.513,49.1,46.7,7.0,4.9,.481,15.4,29.1,.251,66.8,106.6,.459,.290,.549,50.9,53.0,7.3,9.7,.507,14.9,29.1,.324
37,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2014.html,False,35,17,18,.486,-4.89,-3.29,7,9,11,3,2,14,2689,2712,68.8,108.6,.495,.206,.557,51.9,53.0,9.8,7.6,.492,15.6,33.6,.391,68.8,109.5,.417,.378,.557,48.1,55.5,8.5,7.7,.520,15.0,31.0,.293
38,California,/cbb/schools/california/men/2014.html,False,35,21,14,.600,10.70,7.44,10,8,15,4,5,7,2533,2419,66.5,107.7,.356,.286,.538,50.5,58.3,7.9,11.1,.507,13.1,29.6,.244,66.5,102.9,.337,.299,.510,49.5,50.7,6.7,8.0,.469,13.0,29.8,.246
39,Campbell,/cbb/schools/campbell/men/2014.html,False,32,12,20,.375,-14.04,-7.33,6,10,9,7,3,12,2164,2291,64.0,104.4,.291,.455,.544,48.3,58.9,9.3,11.0,.521,17.7,31.9,.197,64.0,110.5,.365,.297,.540,51.7,48.3,11.1,8.7,.509,13.9,35.5,.250
40,Canisius,/cbb/schools/canisius/men/2014.html,False,34,21,13,.618,1.24,-1.95,14,6,9,4,8,7,2661,2570,67.1,114.1,.383,.353,.566,47.9,46.5,10.0,10.3,.527,14.4,33.2,.284,67.1,110.2,.353,.353,.564,52.1,57.9,8.5,7.1,.509,16.6,37.2,.256
41,Central Arkansas,/cbb/schools/central-arkansas/men/2014.html,False,29,8,21,.276,-16.25,-5.54,5,13,7,8,1,13,2165,2360,74.2,99.8,.378,.296,.521,45.4,46.8,11.4,11.0,.501,16.9,28.8,.227,74.2,108.8,.484,.274,.558,54.6,56.6,9.7,6.9,.514,17.1,36.9,.345
42,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2014.html,False,30,11,19,.367,-13.10,-6.06,7,9,5,8,6,10,2117,2318,70.8,98.9,.300,.281,.516,46.6,50.1,9.7,11.9,.482,17.0,28.9,.215,70.8,108.3,.338,.337,.540,53.4,45.5,9.4,10.9,.511,15.4,36.3,.232
43,Central Michigan,/cbb/schools/central-michigan/men/2014.html,False,31,10,21,.323,-8.82,-2.72,3,15,8,8,2,13,2246,2288,65.8,108.3,.371,.440,.540,47.9,48.4,11.2,3.5,.504,13.7,30.1,.263,65.8,110.3,.381,.368,.590,52.1,53.1,8.5,11.1,.556,17.8,31.2,.281
44,Charleston Southern,/cbb/schools/charleston-southern/men/2014.html,False,31,13,18,.419,-5.27,-5.75,6,10,8,6,4,12,2523,2242,68.6,116.3,.367,.421,.573,51.9,49.4,9.3,7.7,.538,13.2,32.6,.268,68.6,103.3,.378,.354,.536,48.1,50.1,7.4,11.3,.501,15.9,28.5,.263
45,Charlotte,/cbb/schools/charlotte/men/2014.html,False,31,17,14,.548,-0.69,-0.50,7,9,10,5,3,8,2215,2221,69.7,101.7,.395,.295,.527,52.3,53.3,8.6,6.5,.497,17.8,33.8,.256,69.7,101.9,.361,.346,.519,47.7,47.2,9.8,8.0,.492,15.0,29.7,.232
46,Chattanooga,/cbb/schools/chattanooga/men/2014.html,False,33,18,15,.545,-10.83,-7.90,12,4,11,2,5,11,2489,2439,70.4,106.3,.451,.339,.533,51.3,47.0,9.9,11.8,.489,15.9,35.5,.317,70.4,104.2,.370,.263,.538,48.7,47.4,8.7,10.3,.507,16.7,32.0,.251
47,Chicago State,/cbb/schools/chicago-state/men/2014.html,False,32,13,19,.406,-10.47,-2.44,8,8,9,5,4,13,2232,2439,69.6,98.3,.344,.347,.509,43.8,45.5,12.2,7.6,.476,15.1,26.7,.232,69.6,107.4,.529,.367,.563,56.2,54.8,7.6,10.6,.519,19.1,36.6,.370
48,Cincinnati,/cbb/schools/cincinnati/men/2014.html,True,34,27,7,.794,15.26,5.28,15,3,18,1,7,3,2325,1986,63.6,107.6,.387,.309,.519,53.2,52.8,12.4,16.0,.477,14.4,39.1,.274,63.6,91.9,.360,.326,.486,46.8,54.2,8.2,9.2,.448,19.2,32.3,.243
49,Clemson,/cbb/schools/clemson/men/2014.html,False,36,23,13,.639,11.08,5.97,10,8,16,3,4,7,2287,2103,59.9,103.9,.361,.326,.519,51.4,48.1,7.6,16.2,.474,15.4,33.8,.269,59.9,95.5,.286,.306,.470,48.6,47.9,8.9,8.2,.439,14.5,32.5,.190
50,Cleveland State,/cbb/schools/cleveland-state/men/2014.html,False,33,21,12,.636,4.38,-0.52,12,4,12,3,9,8,2410,2186,64.6,111.3,.369,.333,.574,51.4,56.0,9.2,10.0,.536,16.5,33.1,.278,64.6,101.0,.423,.351,.522,48.6,60.0,8.2,10.3,.476,16.8,31.7,.301
