,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2013-11-08-cincinnati.html,"Fri, Nov 8, 2013",REG,/cbb/schools/north-carolina-central/men/2014.html,North Carolina Central,/cbb/conferences/meac/men/2014.html,MEAC,3.97,W,74,61,1,0,W 1,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
1,/cbb/boxscores/2013-11-12-cincinnati.html,"Tue, Nov 12, 2013",REG,/cbb/schools/north-carolina-state/men/2014.html,NC State,/cbb/conferences/acc/men/2014.html,ACC,9.02,W,68,57,2,0,W 2,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
2,/cbb/boxscores/2013-11-16-cincinnati.html,"Sat, Nov 16, 2013",REG,/cbb/schools/appalachian-state/men/2014.html,Appalachian State,/cbb/conferences/southern/men/2014.html,Southern,-15.32,W,77,49,3,0,W 3,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
3,/cbb/boxscores/2013-11-20-cincinnati.html,"Wed, Nov 20, 2013",REG,/cbb/schools/campbell/men/2014.html,Campbell,/cbb/conferences/big-south/men/2014.html,Big South,-14.04,W,81,62,4,0,W 4,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
4,/cbb/boxscores/2013-11-26-cincinnati.html,"Tue, Nov 26, 2013",REG,/cbb/schools/massachusetts-lowell/men/2014.html,Massachusetts-Lowell,/cbb/conferences/america-east/men/2014.html,AEC,-13.71,W,79,49,5,0,W 5,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
5,/cbb/boxscores/2013-11-29-cincinnati.html,"Fri, Nov 29, 2013",REG,/cbb/schools/kennesaw-state/men/2014.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2014.html,A-Sun,-16.16,W,95,67,6,0,W 6,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
6,/cbb/boxscores/2013-12-03-cincinnati.html,"Tue, Dec 3, 2013",REG,/cbb/schools/south-carolina-upstate/men/2014.html,South Carolina Upstate,/cbb/conferences/atlantic-sun/men/2014.html,A-Sun,-2.02,W,86,50,7,0,W 7,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
7,/cbb/boxscores/2013-12-07-new-mexico.html,"Sat, Dec 7, 2013",REG,/cbb/schools/new-mexico/men/2014.html,New Mexico,/cbb/conferences/mwc/men/2014.html,MWC,12.72,L,54,63,7,1,L 1,University Arena,/cbb/schools/cincinnati/men/2014.html,@
8,/cbb/boxscores/2013-12-14-cincinnati.html,"Sat, Dec 14, 2013",REG,/cbb/schools/xavier/men/2014.html,Xavier,/cbb/conferences/big-east/men/2014.html,Big East,11.84,L,47,64,7,2,L 2,Cintas Center,/cbb/schools/cincinnati/men/2014.html,N
9,/cbb/boxscores/2013-12-17-cincinnati.html,"Tue, Dec 17, 2013",REG,/cbb/schools/pittsburgh/men/2014.html,Pittsburgh,/cbb/conferences/acc/men/2014.html,ACC,17.46,W,44,43,8,2,W 1,Madison Square Garden (IV),/cbb/schools/cincinnati/men/2014.html,N
10,/cbb/boxscores/2013-12-21-cincinnati.html,"Sat, Dec 21, 2013",REG,/cbb/schools/middle-tennessee/men/2014.html,Middle Tennessee,/cbb/conferences/cusa/men/2014.html,CUSA,4.77,W,69,48,9,2,W 2,Fifth Third Arena,/cbb/schools/cincinnati/men/2014.html,
