,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2010-11-13-butler.html,"Sat, Nov 13, 2010",REG,Marian (IN),,W,83,54,1,0,W 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,,,,
1,/cbb/boxscores/2010-11-16-louisville.html,"Tue, Nov 16, 2010",REG,Louisville,Big East,L,73,88,1,1,L 1,KFC Yum! Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/louisville/men/2011.html,/cbb/conferences/big-east/men/2011.html,18.60,
2,/cbb/boxscores/2010-11-20-butler.html,"Sat, Nov 20, 2010",REG,Ball State,MAC,W,88,55,2,1,W 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/ball-state/men/2011.html,/cbb/conferences/mac/men/2011.html,-0.70,
3,/cbb/boxscores/2010-11-23-siena.html,"Tue, Nov 23, 2010",REG,Siena,MAAC,W,70,57,3,1,W 2,Times Union Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/siena/men/2011.html,/cbb/conferences/maac/men/2011.html,-3.83,
4,/cbb/boxscores/2010-11-27-butler.html,"Sat, Nov 27, 2010",REG,Evansville,MVC,L,68,71,3,2,L 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/evansville/men/2011.html,/cbb/conferences/mvc/men/2011.html,-0.30,OT
5,/cbb/boxscores/2010-12-01-loyola-il.html,"Wed, Dec 1, 2010",REG,Loyola (IL),Horizon,W,65,63,4,2,W 1,Joseph J. Gentile Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/loyola-il/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.73,
6,/cbb/boxscores/2010-12-04-duke.html,"Sat, Dec 4, 2010",REG,Duke,ACC,L,70,82,4,3,L 1,,/cbb/schools/butler/men/2011.html,N,/cbb/schools/duke/men/2011.html,/cbb/conferences/acc/men/2011.html,24.51,
7,/cbb/boxscores/2010-12-09-xavier.html,"Thu, Dec 9, 2010",REG,Xavier,A-10,L,49,51,4,4,L 2,Cintas Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/xavier/men/2011.html,/cbb/conferences/atlantic-10/men/2011.html,11.88,
8,/cbb/boxscores/2010-12-11-butler.html,"Sat, Dec 11, 2010",REG,Mississippi Valley State,SWAC,W,91,71,5,4,W 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/mississippi-valley-state/men/2011.html,/cbb/conferences/swac/men/2011.html,-13.95,
9,/cbb/boxscores/2010-12-18-butler.html,"Sat, Dec 18, 2010",REG,Stanford,Pac-10,W,83,50,6,4,W 2,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/stanford/men/2011.html,/cbb/conferences/pac-10/men/2011.html,6.40,
10,/cbb/boxscores/2010-12-22-butler.html,"Wed, Dec 22, 2010",REG,Utah,MWC,W,74,62,7,4,W 3,,/cbb/schools/butler/men/2011.html,N,/cbb/schools/utah/men/2011.html,/cbb/conferences/mwc/men/2011.html,2.46,
11,/cbb/boxscores/2010-12-23-florida-state.html,"Thu, Dec 23, 2010",REG,Florida State,ACC,W,67,64,8,4,W 4,Stan Sheriff Center,/cbb/schools/butler/men/2011.html,N,/cbb/schools/florida-state/men/2011.html,/cbb/conferences/acc/men/2011.html,13.48,
12,/cbb/boxscores/2010-12-25-butler.html,"Sat, Dec 25, 2010",REG,Washington State,Pac-10,W,84,68,9,4,W 5,,/cbb/schools/butler/men/2011.html,N,/cbb/schools/washington-state/men/2011.html,/cbb/conferences/pac-10/men/2011.html,12.27,
13,/cbb/boxscores/2011-01-01-butler.html,"Sat, Jan 1, 2011",REG,Valparaiso,Horizon,W,76,59,10,4,W 6,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/valparaiso/men/2011.html,/cbb/conferences/horizon/men/2011.html,4.24,
14,/cbb/boxscores/2011-01-03-milwaukee.html,"Mon, Jan 3, 2011",REG,Milwaukee,Horizon,L,52,76,10,5,L 1,U.S. Cellular Arena,/cbb/schools/butler/men/2011.html,@,/cbb/schools/milwaukee/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.48,
15,/cbb/boxscores/2011-01-07-butler.html,"Fri, Jan 7, 2011",REG,Cleveland State,Horizon,W,79,56,11,5,W 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/cleveland-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,7.59,
16,/cbb/boxscores/2011-01-09-butler.html,"Sun, Jan 9, 2011",REG,Youngstown State,Horizon,W,84,79,12,5,W 2,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/youngstown-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,-6.40,
17,/cbb/boxscores/2011-01-14-detroit-mercy.html,"Fri, Jan 14, 2011",REG,Detroit Mercy,Horizon,W,87,64,13,5,W 3,Calihan Hall,/cbb/schools/butler/men/2011.html,@,/cbb/schools/detroit-mercy/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.88,
18,/cbb/boxscores/2011-01-16-wright-state.html,"Sun, Jan 16, 2011",REG,Wright State,Horizon,L,64,69,13,6,L 1,Ervin J. Nutter Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/wright-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,3.22,
19,/cbb/boxscores/2011-01-21-butler.html,"Fri, Jan 21, 2011",REG,Green Bay,Horizon,W,81,75,14,6,W 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/green-bay/men/2011.html,/cbb/conferences/horizon/men/2011.html,-0.21,
20,/cbb/boxscores/2011-01-23-butler.html,"Sun, Jan 23, 2011",REG,Milwaukee,Horizon,L,80,86,14,7,L 1,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/milwaukee/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.48,OT
21,/cbb/boxscores/2011-01-29-valparaiso.html,"Sat, Jan 29, 2011",REG,Valparaiso,Horizon,L,79,85,14,8,L 2,Athletics-Recreation Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/valparaiso/men/2011.html,/cbb/conferences/horizon/men/2011.html,4.24,OT
22,/cbb/boxscores/2011-02-03-youngstown-state.html,"Thu, Feb 3, 2011",REG,Youngstown State,Horizon,L,60,62,14,9,L 3,Beeghly Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/youngstown-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,-6.40,
23,/cbb/boxscores/2011-02-05-cleveland-state.html,"Sat, Feb 5, 2011",REG,Cleveland State,Horizon,W,73,61,15,9,W 1,Henry J. Goodman Arena,/cbb/schools/butler/men/2011.html,@,/cbb/schools/cleveland-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,7.59,
24,/cbb/boxscores/2011-02-07-butler.html,"Mon, Feb 7, 2011",REG,Illinois-Chicago,Horizon,W,72,65,16,9,W 2,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/illinois-chicago/men/2011.html,/cbb/conferences/horizon/men/2011.html,-6.32,
25,/cbb/boxscores/2011-02-10-butler.html,"Thu, Feb 10, 2011",REG,Wright State,Horizon,W,71,63,17,9,W 3,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/wright-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,3.22,
26,/cbb/boxscores/2011-02-12-butler.html,"Sat, Feb 12, 2011",REG,Detroit Mercy,Horizon,W,66,51,18,9,W 4,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/detroit-mercy/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.88,
27,/cbb/boxscores/2011-02-15-green-bay.html,"Tue, Feb 15, 2011",REG,Green Bay,Horizon,W,64,62,19,9,W 5,Resch Center,/cbb/schools/butler/men/2011.html,@,/cbb/schools/green-bay/men/2011.html,/cbb/conferences/horizon/men/2011.html,-0.21,
28,/cbb/boxscores/2011-02-19-illinois-chicago.html,"Sat, Feb 19, 2011",REG,Illinois-Chicago,Horizon,W,79,52,20,9,W 6,UIC Pavilion,/cbb/schools/butler/men/2011.html,@,/cbb/schools/illinois-chicago/men/2011.html,/cbb/conferences/horizon/men/2011.html,-6.32,
29,/cbb/boxscores/2011-02-26-butler.html,"Sat, Feb 26, 2011",REG,Loyola (IL),Horizon,W,63,56,21,9,W 7,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,,/cbb/schools/loyola-il/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.73,
30,/cbb/boxscores/2011-03-05-butler.html,"Sat, Mar 5, 2011",CTOURN,Cleveland State,Horizon,W,76,68,22,9,W 8,Hinkle Fieldhouse,/cbb/schools/butler/men/2011.html,N,/cbb/schools/cleveland-state/men/2011.html,/cbb/conferences/horizon/men/2011.html,7.59,
31,/cbb/boxscores/2011-03-08-milwaukee.html,"Tue, Mar 8, 2011",CTOURN,Milwaukee,Horizon,W,59,44,23,9,W 9,U.S. Cellular Arena,/cbb/schools/butler/men/2011.html,@,/cbb/schools/milwaukee/men/2011.html,/cbb/conferences/horizon/men/2011.html,1.48,
32,/cbb/boxscores/2011-03-17-butler.html,"Thu, Mar 17, 2011",NCAA,Old Dominion,CAA,W,60,58,24,9,W 10,Verizon Center,/cbb/schools/butler/men/2011.html,N,/cbb/schools/old-dominion/men/2011.html,/cbb/conferences/colonial/men/2011.html,9.03,
33,/cbb/boxscores/2011-03-19-butler.html,"Sat, Mar 19, 2011",NCAA,Pittsburgh,Big East,W,71,70,25,9,W 11,Verizon Center,/cbb/schools/butler/men/2011.html,N,/cbb/schools/pittsburgh/men/2011.html,/cbb/conferences/big-east/men/2011.html,20.82,
34,/cbb/boxscores/2011-03-24-butler.html,"Thu, Mar 24, 2011",NCAA,Wisconsin,Big Ten,W,61,54,26,9,W 12,New Orleans Arena,/cbb/schools/butler/men/2011.html,N,/cbb/schools/wisconsin/men/2011.html,/cbb/conferences/big-ten/men/2011.html,18.77,
35,/cbb/boxscores/2011-03-26-butler.html,"Sat, Mar 26, 2011",NCAA,Florida,SEC,W,74,71,27,9,W 13,New Orleans Arena,/cbb/schools/butler/men/2011.html,N,/cbb/schools/florida/men/2011.html,/cbb/conferences/sec/men/2011.html,16.27,OT
36,/cbb/boxscores/2011-04-02-butler.html,"Sat, Apr 2, 2011",NCAA,Virginia Commonwealth,CAA,W,70,62,28,9,W 14,Reliant Stadium,/cbb/schools/butler/men/2011.html,N,/cbb/schools/virginia-commonwealth/men/2011.html,/cbb/conferences/colonial/men/2011.html,8.56,
37,/cbb/boxscores/2011-04-04-butler.html,"Mon, Apr 4, 2011",NCAA,Connecticut,Big East,L,41,53,28,10,L 1,Reliant Stadium,/cbb/schools/butler/men/2011.html,N,/cbb/schools/connecticut/men/2011.html,/cbb/conferences/big-east/men/2011.html,17.95,
