,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2010-11-12-xavier.html,"Fri, Nov 12, 2010",REG,/cbb/schools/western-michigan/men/2011.html,Western Michigan,/cbb/conferences/mac/men/2011.html,MAC,-0.70,W,68,65,1,0,W 1,Cintas Center,/cbb/schools/xavier/men/2011.html,,
1,/cbb/boxscores/2010-11-16-xavier.html,"Tue, Nov 16, 2010",REG,/cbb/schools/ipfw/men/2011.html,Purdue Fort Wayne,/cbb/conferences/summit/men/2011.html,Summit,-2.17,W,76,66,2,0,W 2,Cintas Center,/cbb/schools/xavier/men/2011.html,OT,
2,/cbb/boxscores/2010-11-19-xavier.html,"Fri, Nov 19, 2010",REG,/cbb/schools/iowa/men/2011.html,Iowa,/cbb/conferences/big-ten/men/2011.html,Big Ten,7.95,W,86,73,3,0,W 3,Virgin Islands Sport & Fitness Center,/cbb/schools/xavier/men/2011.html,,N
3,/cbb/boxscores/2010-11-21-xavier.html,"Sun, Nov 21, 2010",REG,/cbb/schools/seton-hall/men/2011.html,Seton Hall,/cbb/conferences/big-east/men/2011.html,Big East,11.03,W,57,52,4,0,W 4,Virgin Islands Sport & Fitness Center,/cbb/schools/xavier/men/2011.html,,N
4,/cbb/boxscores/2010-11-22-xavier.html,"Mon, Nov 22, 2010",REG,/cbb/schools/old-dominion/men/2011.html,Old Dominion,/cbb/conferences/colonial/men/2011.html,CAA,9.03,L,58,67,4,1,L 1,Virgin Islands Sport & Fitness Center,/cbb/schools/xavier/men/2011.html,,N
5,/cbb/boxscores/2010-11-27-xavier.html,"Sat, Nov 27, 2010",REG,/cbb/schools/wofford/men/2011.html,Wofford,/cbb/conferences/southern/men/2011.html,Southern,4.35,W,94,90,5,1,W 1,Cintas Center,/cbb/schools/xavier/men/2011.html,3OT,
6,/cbb/boxscores/2010-12-01-miami-oh.html,"Wed, Dec 1, 2010",REG,/cbb/schools/miami-oh/men/2011.html,Miami (OH),/cbb/conferences/mac/men/2011.html,MAC,-1.58,L,64,75,5,2,L 1,Millett Hall,/cbb/schools/xavier/men/2011.html,,@
7,/cbb/boxscores/2010-12-09-xavier.html,"Thu, Dec 9, 2010",REG,/cbb/schools/butler/men/2011.html,Butler,/cbb/conferences/horizon/men/2011.html,Horizon,11.53,W,51,49,6,2,W 1,Cintas Center,/cbb/schools/xavier/men/2011.html,,
8,/cbb/boxscores/2010-12-18-xavier.html,"Sat, Dec 18, 2010",REG,/cbb/schools/wake-forest/men/2011.html,Wake Forest,/cbb/conferences/acc/men/2011.html,ACC,-4.43,W,83,75,7,2,W 2,Cintas Center,/cbb/schools/xavier/men/2011.html,,
9,/cbb/boxscores/2010-12-22-gonzaga.html,"Wed, Dec 22, 2010",REG,/cbb/schools/gonzaga/men/2011.html,Gonzaga,/cbb/conferences/wcc/men/2011.html,WCC,13.86,L,54,64,7,3,L 1,McCarthey Athletic Center,/cbb/schools/xavier/men/2011.html,,@
10,/cbb/boxscores/2010-12-28-xavier.html,"Tue, Dec 28, 2010",REG,/cbb/schools/albany-ny/men/2011.html,Albany (NY),/cbb/conferences/america-east/men/2011.html,AEC,-7.05,W,88,64,8,3,W 1,Cintas Center,/cbb/schools/xavier/men/2011.html,,
