,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
0,Air Force,/cbb/schools/air-force/men/2011.html,False,32,16,16,.500,2.71,3.31,6,10,12,5,3,11,2074,2082,62.5,102.5,.387,.367,.572,45.3,68.4,9.9,8.7,.540,17.5,20.4,.273,62.5,102.9,.326,.454,.519,54.7,63.7,8.6,10.3,.482,16.9,34.3,.234
1,Akron,/cbb/schools/akron/men/2011.html,True,36,23,13,.639,2.15,-1.02,9,7,14,2,5,9,2524,2365,67.0,102.9,.313,.379,.530,47.9,58.3,9.8,9.2,.499,15.4,28.3,.220,67.0,96.4,.383,.302,.499,52.1,51.1,8.8,6.6,.464,17.8,32.7,.253
2,Alabama,/cbb/schools/alabama/men/2011.html,False,37,25,12,.676,11.70,4.27,12,4,19,0,4,6,2473,2198,65.3,101.6,.316,.247,.520,52.0,48.8,14.4,14.2,.487,17.8,36.8,.223,65.3,90.3,.363,.320,.477,48.0,50.1,9.1,9.1,.437,20.1,33.8,.245
3,Alabama A&M,/cbb/schools/alabama-am/men/2011.html,False,28,13,15,.464,-15.19,-11.75,10,8,9,4,4,10,1808,1870,71.6,89.8,.418,.272,.472,48.8,53.6,11.6,13.1,.435,18.8,31.7,.261,71.6,92.9,.415,.277,.490,51.2,55.2,11.0,10.1,.457,19.6,33.6,.259
4,Alabama State,/cbb/schools/alabama-state/men/2011.html,True,35,17,18,.486,-13.37,-10.31,11,7,10,3,4,14,2146,2234,66.5,91.5,.473,.317,.476,50.7,55.5,10.9,13.1,.440,19.6,35.7,.285,66.5,95.2,.515,.296,.506,49.3,55.9,11.2,6.8,.454,19.8,33.4,.352
5,Albany (NY),/cbb/schools/albany-ny/men/2011.html,False,32,16,16,.500,-7.05,-5.96,9,7,7,6,7,8,2013,2048,61.0,101.1,.297,.369,.517,51.7,51.1,7.5,8.3,.494,17.4,35.1,.192,61.0,102.9,.278,.404,.500,48.3,59.3,10.3,9.8,.478,14.0,33.0,.177
6,Alcorn State,/cbb/schools/alcorn-state/men/2011.html,False,28,4,24,.143,-23.02,-8.02,4,14,2,7,2,17,1838,2258,77.6,84.2,.469,.216,.452,43.5,41.5,10.0,8.3,.404,18.9,25.5,.297,77.6,103.4,.421,.309,.524,56.5,60.4,10.8,10.2,.492,16.5,37.8,.275
7,American,/cbb/schools/american/men/2011.html,False,31,22,9,.710,-3.13,-5.64,11,3,10,3,10,5,2051,1973,61.9,105.2,.375,.348,.543,52.4,60.1,6.5,7.6,.506,15.5,29.8,.269,61.9,101.2,.374,.300,.519,47.6,51.8,8.7,6.2,.475,14.4,26.2,.273
8,Appalachian State,/cbb/schools/appalachian-state/men/2011.html,False,31,16,15,.516,-4.81,-2.95,10,8,9,3,6,8,2265,2269,68.9,105.6,.399,.335,.548,49.9,41.4,8.3,7.2,.511,16.3,30.4,.281,68.9,105.8,.310,.318,.543,50.1,52.4,9.1,6.7,.516,15.5,30.7,.214
9,Arizona,/cbb/schools/arizona/men/2011.html,True,38,30,8,.789,16.54,7.99,14,4,17,0,7,4,2905,2580,66.9,112.8,.436,.361,.583,53.1,55.3,7.7,6.5,.541,16.3,34.0,.325,66.9,100.2,.366,.283,.520,46.9,52.8,8.7,9.8,.486,16.1,29.2,.248
10,Arizona State,/cbb/schools/arizona-state/men/2011.html,False,31,12,19,.387,4.30,7.20,4,14,8,7,2,10,1983,2073,64.4,99.0,.290,.409,.521,47.3,64.4,9.8,10.9,.501,16.6,27.7,.182,64.4,103.5,.393,.359,.529,52.7,63.0,10.1,10.7,.491,16.9,33.0,.274
11,Arkansas,/cbb/schools/arkansas/men/2011.html,False,31,18,13,.581,6.28,2.34,7,9,15,3,2,7,2191,2069,67.7,102.8,.394,.325,.532,48.0,49.3,10.6,13.9,.495,16.6,30.7,.274,67.7,97.1,.315,.280,.496,52.0,49.5,8.6,12.4,.456,17.6,35.6,.229
12,Arkansas State,/cbb/schools/arkansas-state/men/2011.html,False,32,17,15,.531,-3.38,-3.31,11,5,13,0,4,10,2188,2066,65.6,103.8,.435,.294,.526,53.4,48.7,9.6,8.5,.481,16.7,35.9,.308,65.6,98.0,.395,.314,.513,46.6,49.1,9.2,9.6,.474,17.3,29.2,.271
13,Arkansas-Pine Bluff,/cbb/schools/arkansas-pine-bluff/men/2011.html,False,31,7,24,.226,-20.00,-8.03,7,11,5,4,2,19,1850,2221,68.4,86.3,.401,.345,.483,46.7,56.9,10.9,6.4,.449,21.3,26.9,.252,68.4,103.6,.554,.334,.558,53.3,64.0,11.4,12.0,.524,19.4,31.5,.362
14,Army,/cbb/schools/army/men/2011.html,False,30,11,19,.367,-10.71,-6.58,3,11,4,8,7,10,2038,2141,68.2,99.5,.298,.426,.525,48.8,57.0,8.3,5.1,.493,17.9,30.1,.212,68.2,104.6,.415,.361,.548,51.2,58.8,8.6,11.6,.512,17.7,31.5,.289
15,Auburn,/cbb/schools/auburn/men/2011.html,False,31,11,20,.355,-2.47,2.40,4,12,9,11,2,7,1933,2051,65.7,93.8,.391,.274,.481,49.4,51.7,11.7,10.8,.442,18.0,33.8,.257,65.7,99.5,.451,.413,.534,50.6,61.4,10.5,11.9,.495,19.9,33.5,.305
16,Austin Peay,/cbb/schools/austin-peay/men/2011.html,False,34,20,14,.588,-0.15,-3.77,13,5,10,3,8,9,2510,2279,68.6,105.4,.394,.264,.539,50.8,53.8,12.3,11.3,.506,17.2,35.6,.268,68.6,95.7,.359,.342,.512,49.2,55.8,9.9,8.5,.479,20.3,34.0,.240
17,Ball State,/cbb/schools/ball-state/men/2011.html,False,32,19,13,.594,-0.70,-3.40,10,6,11,3,6,9,2164,2049,64.7,103.3,.504,.273,.538,50.3,60.2,9.2,5.5,.492,17.1,32.2,.349,64.7,97.8,.326,.335,.508,49.7,54.6,8.9,9.5,.479,18.0,32.9,.216
18,Baylor,/cbb/schools/baylor/men/2011.html,False,31,18,13,.581,10.00,4.80,7,9,15,3,2,6,2154,1984,66.5,104.0,.432,.293,.552,53.3,48.5,10.5,11.9,.515,20.0,36.6,.300,66.5,95.8,.349,.340,.513,46.7,53.8,12.1,6.7,.477,19.2,31.1,.240
19,Belmont,/cbb/schools/belmont/men/2011.html,True,35,30,5,.857,13.07,-4.42,19,1,12,0,12,4,2790,2178,69.2,114.4,.382,.422,.577,52.5,60.9,13.9,9.7,.542,16.6,37.4,.281,69.2,89.3,.462,.309,.506,47.5,53.5,9.8,13.0,.461,23.6,32.1,.313
20,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2011.html,False,34,21,13,.618,-11.11,-8.04,13,3,11,3,9,7,2241,2240,63.5,101.6,.396,.244,.520,49.7,49.4,11.0,7.6,.477,16.1,32.4,.281,63.5,101.5,.439,.305,.543,50.3,47.5,8.3,8.8,.513,19.3,32.3,.286
21,Binghamton,/cbb/schools/binghamton/men/2011.html,False,31,8,23,.258,-13.81,-5.35,4,12,3,10,4,12,1861,2123,61.6,96.7,.283,.402,.500,46.2,51.9,8.2,9.0,.468,17.1,30.0,.199,61.6,110.3,.293,.339,.541,53.8,52.1,8.9,10.5,.515,14.9,37.3,.204
22,Boise State,/cbb/schools/boise-state/men/2011.html,False,35,22,13,.629,5.48,0.01,10,6,12,4,9,7,2594,2382,68.2,106.5,.419,.344,.540,50.4,51.3,12.4,8.0,.497,15.0,31.6,.302,68.2,97.8,.437,.331,.560,49.6,50.7,7.5,9.4,.521,22.2,27.8,.311
23,Boston College,/cbb/schools/boston-college/men/2011.html,False,34,21,13,.618,9.78,7.31,9,7,12,5,5,6,2440,2356,64.2,111.9,.315,.433,.573,49.4,60.4,7.7,6.8,.545,15.0,30.4,.228,64.2,108.0,.259,.352,.534,50.6,51.7,7.8,10.6,.507,13.8,33.2,.183
24,Boston University,/cbb/schools/boston-university/men/2011.html,True,35,21,14,.600,-2.48,-3.85,12,4,12,2,4,10,2270,2222,62.7,103.0,.373,.401,.517,50.2,46.1,8.6,10.5,.473,16.0,34.0,.272,62.7,100.9,.301,.375,.495,49.8,53.9,7.9,10.9,.460,15.0,34.3,.212
