,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2010-11-12-penn-state.html,"Fri, Nov 12, 2010",REG,/cbb/schools/lehigh/men/2011.html,Lehigh,/cbb/conferences/patriot/men/2011.html,Patriot,-4.07,W,70,56,1,0,W 1,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
1,/cbb/boxscores/2010-11-16-penn-state.html,"Tue, Nov 16, 2010",REG,/cbb/schools/saint-josephs/men/2011.html,Saint Joseph's,/cbb/conferences/atlantic-10/men/2011.html,A-10,-1.75,W,66,57,2,0,W 2,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
2,/cbb/boxscores/2010-11-19-penn-state.html,"Fri, Nov 19, 2010",REG,/cbb/schools/fairfield/men/2011.html,Fairfield,/cbb/conferences/maac/men/2011.html,MAAC,2.94,W,64,49,3,0,W 3,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
3,/cbb/boxscores/2010-11-22-penn-state.html,"Mon, Nov 22, 2010",REG,/cbb/schools/central-connecticut-state/men/2011.html,Central Connecticut State,/cbb/conferences/northeast/men/2011.html,NEC,-1.94,W,77,61,4,0,W 4,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
4,/cbb/boxscores/2010-11-26-mississippi.html,"Fri, Nov 26, 2010",REG,/cbb/schools/mississippi/men/2011.html,Mississippi,/cbb/conferences/sec/men/2011.html,SEC,8.71,L,71,84,4,1,L 1,C.M. Tad Smith Coliseum,/cbb/schools/penn-state/men/2011.html,@
5,/cbb/boxscores/2010-11-28-penn-state.html,"Sun, Nov 28, 2010",REG,/cbb/schools/furman/men/2011.html,Furman,/cbb/conferences/southern/men/2011.html,Southern,-0.36,W,70,49,5,1,W 1,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
6,/cbb/boxscores/2010-12-01-penn-state.html,"Wed, Dec 1, 2010",REG,/cbb/schools/maryland/men/2011.html,Maryland,/cbb/conferences/acc/men/2011.html,ACC,15.00,L,39,62,5,2,L 1,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
7,/cbb/boxscores/2010-12-04-penn-state.html,"Sat, Dec 4, 2010",REG,/cbb/schools/duquesne/men/2011.html,Duquesne,/cbb/conferences/atlantic-10/men/2011.html,A-10,10.33,W,77,73,6,2,W 1,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
8,/cbb/boxscores/2010-12-07-penn-state.html,"Tue, Dec 7, 2010",REG,/cbb/schools/mount-st-marys/men/2011.html,Mount St. Mary's,/cbb/conferences/northeast/men/2011.html,NEC,-9.22,W,57,53,7,2,W 2,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
9,/cbb/boxscores/2010-12-12-virginia-tech.html,"Sun, Dec 12, 2010",REG,/cbb/schools/virginia-tech/men/2011.html,Virginia Tech,/cbb/conferences/acc/men/2011.html,ACC,13.84,L,69,79,7,3,L 1,Cassell Coliseum,/cbb/schools/penn-state/men/2011.html,@
10,/cbb/boxscores/2010-12-21-penn-state.html,"Tue, Dec 21, 2010",REG,/cbb/schools/maine/men/2011.html,Maine,/cbb/conferences/america-east/men/2011.html,AEC,-4.87,L,64,74,7,4,L 2,Bryce Jordan Center,/cbb/schools/penn-state/men/2011.html,
11,/cbb/boxscores/2010-12-27-indiana.html,"Mon, Dec 27, 2010",REG,/cbb/schools/indiana/men/2011.html,Indiana,/cbb/conferences/big-ten/men/2011.html,Big Ten,9.03,W,69,60,8,4,W 1,Assembly Hall,/cbb/schools/penn-state/men/2011.html,@
12,/cbb/boxscores/2011-01-02-michigan.html,"Sun, Jan 2, 2011",REG,/cbb/schools/michigan/men/2011.html,Michigan,/cbb/conferences/big-ten/men/2011.html,Big Ten,14.21,L,69,76,8,5,L 1,Crisler Arena,/cbb/schools/penn-state/men/2011.html,@
