,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2011-03-18-akron.html,"Fri, Mar 18, 2011",NCAA,Notre Dame,Big East,L,56,69,23,13,L 1,United Center,/cbb/schools/akron/men/2011.html,N,/cbb/schools/notre-dame/men/2011.html,/cbb/conferences/big-east/men/2011.html,18.17,
1,/cbb/boxscores/2011-03-16-alabama-state.html,"Wed, Mar 16, 2011",NCAA,UTSA,Southland,L,61,70,17,18,L 1,University of Dayton Arena,/cbb/schools/alabama-state/men/2011.html,N,/cbb/schools/texas-san-antonio/men/2011.html,/cbb/conferences/southland/men/2011.html,-5.8,
2,/cbb/boxscores/2011-03-18-arizona.html,"Fri, Mar 18, 2011",NCAA,Memphis,CUSA,W,77,75,28,7,W 1,BOK Center,/cbb/schools/arizona/men/2011.html,N,/cbb/schools/memphis/men/2011.html,/cbb/conferences/cusa/men/2011.html,6.91,
3,/cbb/boxscores/2011-03-20-arizona.html,"Sun, Mar 20, 2011",NCAA,Texas,Big 12,W,70,69,29,7,W 2,BOK Center,/cbb/schools/arizona/men/2011.html,N,/cbb/schools/texas/men/2011.html,/cbb/conferences/big-12/men/2011.html,20.82,
4,/cbb/boxscores/2011-03-24-arizona.html,"Thu, Mar 24, 2011",NCAA,Duke,ACC,W,93,77,30,7,W 3,Honda Center,/cbb/schools/arizona/men/2011.html,N,/cbb/schools/duke/men/2011.html,/cbb/conferences/acc/men/2011.html,24.51,
5,/cbb/boxscores/2011-03-26-arizona.html,"Sat, Mar 26, 2011",NCAA,Connecticut,Big East,L,63,65,30,8,L 1,Honda Center,/cbb/schools/arizona/men/2011.html,N,/cbb/schools/connecticut/men/2011.html,/cbb/conferences/big-east/men/2011.html,17.95,
6,/cbb/boxscores/2011-03-17-belmont.html,"Thu, Mar 17, 2011",NCAA,Wisconsin,Big Ten,L,58,72,30,5,L 1,McKale Center,/cbb/schools/belmont/men/2011.html,N,/cbb/schools/wisconsin/men/2011.html,/cbb/conferences/big-ten/men/2011.html,18.77,
7,/cbb/boxscores/2011-03-18-boston-university.html,"Fri, Mar 18, 2011",NCAA,Kansas,Big 12,L,53,72,21,14,L 1,BOK Center,/cbb/schools/boston-university/men/2011.html,N,/cbb/schools/kansas/men/2011.html,/cbb/conferences/big-12/men/2011.html,24.1,
8,/cbb/boxscores/2011-03-17-brigham-young.html,"Thu, Mar 17, 2011",NCAA,Wofford,Southern,W,74,66,31,4,W 1,The Pepsi Center,/cbb/schools/brigham-young/men/2011.html,N,/cbb/schools/wofford/men/2011.html,/cbb/conferences/southern/men/2011.html,4.35,
9,/cbb/boxscores/2011-03-19-brigham-young.html,"Sat, Mar 19, 2011",NCAA,Gonzaga,WCC,W,89,67,32,4,W 2,The Pepsi Center,/cbb/schools/brigham-young/men/2011.html,N,/cbb/schools/gonzaga/men/2011.html,/cbb/conferences/wcc/men/2011.html,13.86,
10,/cbb/boxscores/2011-03-24-brigham-young.html,"Thu, Mar 24, 2011",NCAA,Florida,SEC,L,74,83,32,5,L 1,New Orleans Arena,/cbb/schools/brigham-young/men/2011.html,N,/cbb/schools/florida/men/2011.html,/cbb/conferences/sec/men/2011.html,16.27,OT
11,/cbb/boxscores/2011-03-17-bucknell.html,"Thu, Mar 17, 2011",NCAA,Connecticut,Big East,L,52,81,25,9,L 1,Verizon Center,/cbb/schools/bucknell/men/2011.html,N,/cbb/schools/connecticut/men/2011.html,/cbb/conferences/big-east/men/2011.html,17.95,
