,pts,opp_pts,homeLink,oppLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
38,60,77,/cbb/schools/indiana-state/men/2011.html,/cbb/schools/syracuse/men/2011.html,3.41,2.9,64.8,100.8,0.377,0.362,0.533,50.8,56.0,9.5,12.4,0.494,18.4,30.9,0.268,64.8,98.1,0.454,0.333,0.514,49.2,54.0,9.1,8.2,0.462,17.3,29.8,0.326,18.85,8.79,66.0,110.3,0.36,0.317,0.553,52.5,60.5,13.1,18.9,0.528,15.7,36.7,0.239,66.0,95.2,0.297,0.388,0.486,47.5,63.3,9.6,7.4,0.455,17.7,33.5,0.198,-17
39,77,57,/cbb/schools/kansas/men/2011.html,/cbb/schools/richmond/men/2011.html,24.1,7.62,69.7,116.0,0.393,0.324,0.593,55.7,60.5,11.1,10.7,0.57,16.3,36.7,0.267,69.7,92.4,0.319,0.346,0.488,44.3,49.7,8.6,6.9,0.445,17.5,27.9,0.233,11.23,2.79,63.2,109.5,0.323,0.366,0.557,48.5,59.4,9.4,10.8,0.531,14.2,28.6,0.222,63.2,96.3,0.293,0.299,0.484,51.5,49.9,7.3,7.6,0.451,16.3,33.4,0.201,20
40,61,71,/cbb/schools/kansas/men/2011.html,/cbb/schools/virginia-commonwealth/men/2011.html,24.1,7.62,69.7,116.0,0.393,0.324,0.593,55.7,60.5,11.1,10.7,0.57,16.3,36.7,0.267,69.7,92.4,0.319,0.346,0.488,44.3,49.7,8.6,6.9,0.445,17.5,27.9,0.233,8.56,3.78,65.3,108.3,0.37,0.412,0.547,47.0,60.2,12.4,9.1,0.511,14.7,30.9,0.264,65.3,101.1,0.341,0.3,0.523,53.0,53.3,8.9,11.4,0.492,18.6,36.5,0.231,-10
41,73,68,/cbb/schools/kansas-state/men/2011.html,/cbb/schools/utah-state/men/2011.html,14.59,8.41,68.8,105.9,0.427,0.325,0.531,54.7,55.8,8.9,12.1,0.499,17.6,40.9,0.28,68.8,96.2,0.451,0.285,0.52,45.3,49.4,9.6,8.6,0.471,19.5,30.7,0.319,13.23,0.5,64.1,111.6,0.427,0.314,0.569,55.7,59.5,7.4,9.2,0.527,15.7,34.5,0.315,64.1,90.9,0.339,0.339,0.473,44.3,52.2,8.4,8.0,0.435,16.4,26.1,0.23,5
42,65,70,/cbb/schools/kansas-state/men/2011.html,/cbb/schools/wisconsin/men/2011.html,14.59,8.41,68.8,105.9,0.427,0.325,0.531,54.7,55.8,8.9,12.1,0.499,17.6,40.9,0.28,68.8,96.2,0.451,0.285,0.52,45.3,49.4,9.6,8.6,0.471,19.5,30.7,0.319,18.77,9.42,57.3,117.7,0.295,0.412,0.56,51.9,55.4,6.2,9.0,0.518,11.1,32.6,0.241,57.3,101.5,0.329,0.294,0.523,48.1,46.1,6.8,5.7,0.482,14.7,27.1,0.245,-5
43,59,57,/cbb/schools/kentucky/men/2011.html,/cbb/schools/princeton/men/2011.html,20.3,8.91,66.2,112.8,0.361,0.324,0.556,52.5,48.1,8.4,15.5,0.523,13.7,34.3,0.257,66.2,95.6,0.301,0.297,0.482,47.5,48.6,8.0,8.9,0.442,15.5,30.7,0.218,3.71,-1.61,63.4,107.0,0.359,0.313,0.558,53.1,54.2,9.2,10.7,0.522,16.4,31.5,0.263,63.4,97.4,0.351,0.264,0.508,46.9,48.5,8.7,10.7,0.467,16.2,26.8,0.251,2
44,71,63,/cbb/schools/kentucky/men/2011.html,/cbb/schools/west-virginia/men/2011.html,20.3,8.91,66.2,112.8,0.361,0.324,0.556,52.5,48.1,8.4,15.5,0.523,13.7,34.3,0.257,66.2,95.6,0.301,0.297,0.482,47.5,48.6,8.0,8.9,0.442,15.5,30.7,0.218,16.15,11.03,64.0,109.0,0.409,0.335,0.528,52.4,62.7,7.3,11.0,0.485,15.4,40.2,0.291,64.0,101.0,0.36,0.324,0.499,47.6,48.8,10.0,8.4,0.459,15.5,35.5,0.251,8
45,62,60,/cbb/schools/kentucky/men/2011.html,/cbb/schools/ohio-state/men/2011.html,20.3,8.91,66.2,112.8,0.361,0.324,0.556,52.5,48.1,8.4,15.5,0.523,13.7,34.3,0.257,66.2,95.6,0.301,0.297,0.482,47.5,48.6,8.0,8.9,0.442,15.5,30.7,0.218,25.84,8.38,64.1,120.0,0.371,0.327,0.589,53.8,57.7,11.1,9.1,0.563,13.4,35.7,0.26,64.1,92.8,0.206,0.346,0.509,46.2,50.6,6.3,8.6,0.483,20.3,28.4,0.152,2
46,76,69,/cbb/schools/kentucky/men/2011.html,/cbb/schools/north-carolina/men/2011.html,20.3,8.91,66.2,112.8,0.361,0.324,0.556,52.5,48.1,8.4,15.5,0.523,13.7,34.3,0.257,66.2,95.6,0.301,0.297,0.482,47.5,48.6,8.0,8.9,0.442,15.5,30.7,0.218,18.87,10.15,72.6,106.4,0.379,0.25,0.524,54.0,54.9,8.6,13.3,0.492,15.3,37.1,0.255,72.6,94.5,0.248,0.345,0.487,46.0,50.0,10.3,6.6,0.462,16.7,30.1,0.163,7
47,77,81,/cbb/schools/arkansas-little-rock/men/2011.html,/cbb/schools/north-carolina-asheville/men/2011.html,-4.32,-2.97,65.4,103.3,0.423,0.317,0.528,48.9,52.5,8.9,7.4,0.488,15.5,29.9,0.292,65.4,102.0,0.439,0.352,0.538,51.1,55.7,6.7,9.8,0.494,18.1,31.3,0.312,-0.69,-2.89,70.1,102.9,0.415,0.264,0.537,49.3,55.8,12.7,11.9,0.495,17.8,33.2,0.295,70.1,95.8,0.388,0.337,0.512,50.7,53.8,10.3,8.4,0.474,20.6,35.1,0.264,-4
48,87,102,/cbb/schools/long-island-university/men/2011.html,/cbb/schools/north-carolina/men/2011.html,2.23,-5.77,75.4,108.9,0.497,0.316,0.55,52.8,54.2,9.8,7.6,0.519,16.9,37.4,0.321,75.4,98.4,0.262,0.324,0.507,47.2,54.8,8.9,8.3,0.483,17.0,32.3,0.173,18.87,10.15,72.6,106.4,0.379,0.25,0.524,54.0,54.9,8.6,13.3,0.492,15.3,37.1,0.255,72.6,94.5,0.248,0.345,0.487,46.0,50.0,10.3,6.6,0.462,16.7,30.1,0.163,-15
49,61,62,/cbb/schools/louisville/men/2011.html,/cbb/schools/morehead-state/men/2011.html,18.6,8.2,67.8,108.6,0.299,0.407,0.548,50.1,64.1,13.5,13.5,0.526,16.1,34.8,0.198,67.8,93.5,0.398,0.33,0.491,49.9,51.8,9.8,7.4,0.445,19.7,35.2,0.277,2.81,-3.13,64.2,106.2,0.401,0.321,0.541,56.9,49.8,13.2,10.2,0.509,19.1,41.6,0.27,64.2,95.2,0.367,0.383,0.524,43.1,61.8,10.5,7.5,0.488,20.2,27.5,0.255,-1
50,66,55,/cbb/schools/marquette/men/2011.html,/cbb/schools/xavier/men/2011.html,14.89,8.51,68.0,110.2,0.443,0.261,0.549,51.7,59.0,10.5,9.5,0.51,15.2,36.1,0.308,68.0,100.8,0.289,0.339,0.523,48.3,60.1,9.2,8.3,0.499,17.5,33.2,0.19,11.88,4.41,65.3,108.7,0.445,0.309,0.56,53.3,54.1,8.2,8.7,0.512,15.8,32.4,0.332,65.3,97.4,0.35,0.352,0.508,46.7,59.1,8.6,8.9,0.465,16.5,27.7,0.255,11
51,66,62,/cbb/schools/marquette/men/2011.html,/cbb/schools/syracuse/men/2011.html,14.89,8.51,68.0,110.2,0.443,0.261,0.549,51.7,59.0,10.5,9.5,0.51,15.2,36.1,0.308,68.0,100.8,0.289,0.339,0.523,48.3,60.1,9.2,8.3,0.499,17.5,33.2,0.19,18.85,8.79,66.0,110.3,0.36,0.317,0.553,52.5,60.5,13.1,18.9,0.528,15.7,36.7,0.239,66.0,95.2,0.297,0.388,0.486,47.5,63.3,9.6,7.4,0.455,17.7,33.5,0.198,4
52,63,81,/cbb/schools/marquette/men/2011.html,/cbb/schools/north-carolina/men/2011.html,14.89,8.51,68.0,110.2,0.443,0.261,0.549,51.7,59.0,10.5,9.5,0.51,15.2,36.1,0.308,68.0,100.8,0.289,0.339,0.523,48.3,60.1,9.2,8.3,0.499,17.5,33.2,0.19,18.87,10.15,72.6,106.4,0.379,0.25,0.524,54.0,54.9,8.6,13.3,0.492,15.3,37.1,0.255,72.6,94.5,0.248,0.345,0.487,46.0,50.0,10.3,6.6,0.462,16.7,30.1,0.163,-18
53,75,45,/cbb/schools/michigan/men/2011.html,/cbb/schools/tennessee/men/2011.html,14.21,10.68,62.1,106.3,0.266,0.426,0.547,48.6,56.7,7.7,6.0,0.523,14.2,25.5,0.186,62.1,99.9,0.298,0.375,0.517,51.4,56.7,6.8,9.2,0.489,16.2,28.9,0.202,11.08,8.73,67.1,103.4,0.397,0.3,0.515,52.6,52.9,10.9,10.6,0.476,16.4,37.8,0.272,67.1,99.9,0.375,0.368,0.519,47.4,52.7,9.9,10.3,0.479,17.7,32.3,0.264,30
54,76,78,/cbb/schools/michigan-state/men/2011.html,/cbb/schools/ucla/men/2011.html,13.7,11.67,66.0,103.1,0.365,0.327,0.526,52.9,62.3,9.7,13.1,0.489,17.0,34.5,0.256,66.0,99.8,0.385,0.318,0.514,47.1,51.3,9.6,8.8,0.481,15.7,29.0,0.255,11.7,7.93,66.8,103.8,0.443,0.29,0.539,53.1,59.4,8.1,13.6,0.502,18.5,36.0,0.301,66.8,98.2,0.33,0.258,0.496,46.9,49.8,10.3,7.6,0.463,15.3,31.5,0.222,-2
55,48,65,/cbb/schools/morehead-state/men/2011.html,/cbb/schools/richmond/men/2011.html,2.81,-3.13,64.2,106.2,0.401,0.321,0.541,56.9,49.8,13.2,10.2,0.509,19.1,41.6,0.27,64.2,95.2,0.367,0.383,0.524,43.1,61.8,10.5,7.5,0.488,20.2,27.5,0.255,11.23,2.79,63.2,109.5,0.323,0.366,0.557,48.5,59.4,9.4,10.8,0.531,14.2,28.6,0.222,63.2,96.3,0.293,0.299,0.484,51.5,49.9,7.3,7.6,0.451,16.3,33.4,0.201,-17
56,86,83,/cbb/schools/north-carolina/men/2011.html,/cbb/schools/washington/men/2011.html,18.87,10.15,72.6,106.4,0.379,0.25,0.524,54.0,54.9,8.6,13.3,0.492,15.3,37.1,0.255,72.6,94.5,0.248,0.345,0.487,46.0,50.0,10.3,6.6,0.462,16.7,30.1,0.163,20.12,7.74,72.0,114.5,0.315,0.363,0.559,52.9,55.9,9.2,12.3,0.537,14.1,37.7,0.212,72.0,97.4,0.44,0.277,0.507,47.1,45.6,8.2,6.7,0.464,17.4,31.9,0.299,3
57,50,68,/cbb/schools/northern-colorado/men/2011.html,/cbb/schools/san-diego-state/men/2011.html,1.39,-2.24,66.8,107.0,0.434,0.385,0.555,53.6,50.8,8.9,6.4,0.502,18.1,35.3,0.334,66.8,98.5,0.428,0.414,0.527,46.4,58.5,9.3,10.1,0.483,18.2,28.3,0.303,17.96,6.36,63.7,112.1,0.305,0.298,0.543,54.9,50.4,9.6,12.0,0.515,14.1,38.2,0.213,63.7,92.4,0.27,0.3,0.479,45.1,50.1,7.8,6.7,0.444,16.7,29.2,0.194,-18
58,81,85,/cbb/schools/oakland/men/2011.html,/cbb/schools/texas/men/2011.html,8.28,0.1,72.4,117.6,0.39,0.359,0.591,53.4,54.0,8.5,12.2,0.559,15.7,37.2,0.281,72.4,105.8,0.306,0.29,0.53,46.6,49.2,9.3,7.1,0.496,14.3,32.0,0.221,20.82,7.96,67.8,109.9,0.431,0.255,0.534,54.3,50.8,8.4,11.7,0.502,14.4,38.2,0.282,67.8,91.1,0.307,0.26,0.463,45.7,41.9,7.8,6.7,0.426,16.0,30.6,0.211,-4
59,75,46,/cbb/schools/ohio-state/men/2011.html,/cbb/schools/texas-san-antonio/men/2011.html,25.84,8.38,64.1,120.0,0.371,0.327,0.589,53.8,57.7,11.1,9.1,0.563,13.4,35.7,0.26,64.1,92.8,0.206,0.346,0.509,46.2,50.6,6.3,8.6,0.483,20.3,28.4,0.152,-5.8,-4.93,68.8,102.0,0.414,0.356,0.532,48.9,53.6,10.3,6.5,0.491,17.1,30.4,0.292,68.8,101.1,0.358,0.395,0.52,51.1,54.5,8.5,9.3,0.484,17.4,33.4,0.249,29
60,64,66,/cbb/schools/penn-state/men/2011.html,/cbb/schools/temple/men/2011.html,11.98,11.45,59.8,105.5,0.311,0.365,0.534,51.0,53.8,7.4,7.4,0.501,15.1,32.2,0.225,59.8,104.6,0.291,0.369,0.534,49.0,62.8,7.8,11.4,0.507,15.5,30.2,0.203,12.35,4.23,65.5,106.6,0.338,0.3,0.532,51.8,58.9,10.3,11.3,0.5,14.0,32.1,0.236,65.5,94.3,0.264,0.274,0.495,48.2,49.2,7.6,7.7,0.463,17.2,28.7,0.187,-2
61,74,51,/cbb/schools/pittsburgh/men/2011.html,/cbb/schools/north-carolina-asheville/men/2011.html,20.82,7.85,63.3,116.3,0.431,0.274,0.559,57.8,67.2,7.4,9.0,0.529,15.0,42.9,0.289,63.3,95.9,0.323,0.33,0.486,42.2,53.6,7.7,10.4,0.451,15.0,28.6,0.218,-0.69,-2.89,70.1,102.9,0.415,0.264,0.537,49.3,55.8,12.7,11.9,0.495,17.8,33.2,0.295,70.1,95.8,0.388,0.337,0.512,50.7,53.8,10.3,8.4,0.474,20.6,35.1,0.264,23
62,65,43,/cbb/schools/purdue/men/2011.html,/cbb/schools/saint-peters/men/2011.html,19.36,8.69,66.0,109.5,0.344,0.33,0.542,51.4,61.5,9.4,10.5,0.507,13.5,32.4,0.246,66.0,93.3,0.304,0.279,0.495,48.6,55.5,8.8,8.4,0.46,18.4,29.7,0.212,-0.28,-1.08,65.5,92.5,0.389,0.322,0.49,49.3,53.7,11.8,12.4,0.455,19.5,32.1,0.25,65.5,91.3,0.421,0.315,0.468,50.7,52.6,10.9,10.9,0.424,18.2,34.3,0.276,22
63,76,94,/cbb/schools/purdue/men/2011.html,/cbb/schools/virginia-commonwealth/men/2011.html,19.36,8.69,66.0,109.5,0.344,0.33,0.542,51.4,61.5,9.4,10.5,0.507,13.5,32.4,0.246,66.0,93.3,0.304,0.279,0.495,48.6,55.5,8.8,8.4,0.46,18.4,29.7,0.212,8.56,3.78,65.3,108.3,0.37,0.412,0.547,47.0,60.2,12.4,9.1,0.511,14.7,30.9,0.264,65.3,101.1,0.341,0.3,0.523,53.0,53.3,8.9,11.4,0.492,18.6,36.5,0.231,-18
64,69,66,/cbb/schools/richmond/men/2011.html,/cbb/schools/vanderbilt/men/2011.html,11.23,2.79,63.2,109.5,0.323,0.366,0.557,48.5,59.4,9.4,10.8,0.531,14.2,28.6,0.222,63.2,96.3,0.293,0.299,0.484,51.5,49.9,7.3,7.6,0.451,16.3,33.4,0.201,15.1,6.86,67.6,111.1,0.452,0.382,0.573,51.7,53.5,7.5,11.5,0.529,16.4,32.9,0.336,67.6,99.1,0.28,0.315,0.492,48.3,46.2,10.0,10.1,0.46,14.8,32.1,0.195,3
65,71,64,/cbb/schools/san-diego-state/men/2011.html,/cbb/schools/temple/men/2011.html,17.96,6.36,63.7,112.1,0.305,0.298,0.543,54.9,50.4,9.6,12.0,0.515,14.1,38.2,0.213,63.7,92.4,0.27,0.3,0.479,45.1,50.1,7.8,6.7,0.444,16.7,29.2,0.194,12.35,4.23,65.5,106.6,0.338,0.3,0.532,51.8,58.9,10.3,11.3,0.5,14.0,32.1,0.236,65.5,94.3,0.264,0.274,0.495,48.2,49.2,7.6,7.7,0.463,17.2,28.7,0.187,7
66,46,59,/cbb/schools/southern-california/men/2011.html,/cbb/schools/virginia-commonwealth/men/2011.html,11.52,7.97,64.3,102.6,0.354,0.315,0.526,50.7,49.4,9.1,8.4,0.499,15.4,29.9,0.23,64.3,97.1,0.361,0.315,0.503,49.3,46.2,7.7,7.9,0.462,16.0,28.5,0.253,8.56,3.78,65.3,108.3,0.37,0.412,0.547,47.0,60.2,12.4,9.1,0.511,14.7,30.9,0.264,65.3,101.1,0.341,0.3,0.523,53.0,53.3,8.9,11.4,0.492,18.6,36.5,0.231,-13
