,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
10,/cbb/boxscores/2012-12-27-akron.html,"Thu, Dec 27, 2012",REG,,/cbb/schools/texas-southern/men/2013.html,Texas Southern,/cbb/conferences/swac/men/2013.html,SWAC,-2.12,W,83,68,,7,4,W 3,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
11,/cbb/boxscores/2012-12-30-akron.html,"Sun, Dec 30, 2012",REG,,/cbb/schools/princeton/men/2013.html,Princeton,/cbb/conferences/ivy/men/2013.html,Ivy,3.17,W,62,58,,8,4,W 4,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
12,/cbb/boxscores/2013-01-02-akron.html,"Wed, Jan 2, 2013",REG,,/cbb/schools/coppin-state/men/2013.html,Coppin State,/cbb/conferences/meac/men/2013.html,MEAC,-12.64,W,91,63,,9,4,W 5,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
13,/cbb/boxscores/2013-01-09-akron.html,"Wed, Jan 9, 2013",REG,,/cbb/schools/western-michigan/men/2013.html,Western Michigan,/cbb/conferences/mac/men/2013.html,MAC,0.42,W,65,43,,10,4,W 6,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
14,/cbb/boxscores/2013-01-12-northern-illinois.html,"Sat, Jan 12, 2013",REG,@,/cbb/schools/northern-illinois/men/2013.html,Northern Illinois,/cbb/conferences/mac/men/2013.html,MAC,-12.00,W,68,53,,11,4,W 7,Convocation Center,/cbb/schools/akron/men/2013.html
15,/cbb/boxscores/2013-01-16-akron.html,"Wed, Jan 16, 2013",REG,,/cbb/schools/ball-state/men/2013.html,Ball State,/cbb/conferences/mac/men/2013.html,MAC,-6.70,W,71,64,,12,4,W 8,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
16,/cbb/boxscores/2013-01-19-kent-state.html,"Sat, Jan 19, 2013",REG,@,/cbb/schools/kent-state/men/2013.html,Kent State,/cbb/conferences/mac/men/2013.html,MAC,2.38,W,71,67,,13,4,W 9,Memorial Athletic & Convocation Center,/cbb/schools/akron/men/2013.html
17,/cbb/boxscores/2013-01-23-toledo.html,"Wed, Jan 23, 2013",REG,@,/cbb/schools/toledo/men/2013.html,Toledo,/cbb/conferences/mac/men/2013.html,MAC,-2.42,W,71,56,,14,4,W 10,Savage Arena,/cbb/schools/akron/men/2013.html
18,/cbb/boxscores/2013-01-26-akron.html,"Sat, Jan 26, 2013",REG,,/cbb/schools/buffalo/men/2013.html,Buffalo,/cbb/conferences/mac/men/2013.html,MAC,-1.94,W,68,64,,15,4,W 11,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
19,/cbb/boxscores/2013-01-30-bowling-green-state.html,"Wed, Jan 30, 2013",REG,@,/cbb/schools/bowling-green-state/men/2013.html,Bowling Green State,/cbb/conferences/mac/men/2013.html,MAC,-3.32,W,68,55,,16,4,W 12,Stroh Center,/cbb/schools/akron/men/2013.html
20,/cbb/boxscores/2013-02-02-akron.html,"Sat, Feb 2, 2013",REG,,/cbb/schools/ohio/men/2013.html,Ohio,/cbb/conferences/mac/men/2013.html,MAC,6.95,W,86,72,,17,4,W 13,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
21,/cbb/boxscores/2013-02-05-akron.html,"Tue, Feb 5, 2013",REG,,/cbb/schools/central-michigan/men/2013.html,Central Michigan,/cbb/conferences/mac/men/2013.html,MAC,-6.15,W,68,56,,18,4,W 14,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
22,/cbb/boxscores/2013-02-09-miami-oh.html,"Sat, Feb 9, 2013",REG,@,/cbb/schools/miami-oh/men/2013.html,Miami (OH),/cbb/conferences/mac/men/2013.html,MAC,-6.62,W,54,50,,19,4,W 15,Millett Hall,/cbb/schools/akron/men/2013.html
23,/cbb/boxscores/2013-02-13-eastern-michigan.html,"Wed, Feb 13, 2013",REG,@,/cbb/schools/eastern-michigan/men/2013.html,Eastern Michigan,/cbb/conferences/mac/men/2013.html,MAC,-6.25,W,70,62,,20,4,W 16,Convocation Center,/cbb/schools/akron/men/2013.html
24,/cbb/boxscores/2013-02-16-akron.html,"Sat, Feb 16, 2013",REG,,/cbb/schools/bowling-green-state/men/2013.html,Bowling Green State,/cbb/conferences/mac/men/2013.html,MAC,-3.32,W,67,50,,21,4,W 17,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
25,/cbb/boxscores/2013-02-22-akron.html,"Fri, Feb 22, 2013",REG,,/cbb/schools/north-dakota-state/men/2013.html,North Dakota State,/cbb/conferences/summit/men/2013.html,Summit,5.21,W,68,53,,22,4,W 18,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
26,/cbb/boxscores/2013-02-27-ohio.html,"Wed, Feb 27, 2013",REG,@,/cbb/schools/ohio/men/2013.html,Ohio,/cbb/conferences/mac/men/2013.html,MAC,6.95,W,88,81,OT,23,4,W 19,Convocation Center,/cbb/schools/akron/men/2013.html
27,/cbb/boxscores/2013-03-02-buffalo.html,"Sat, Mar 2, 2013",REG,@,/cbb/schools/buffalo/men/2013.html,Buffalo,/cbb/conferences/mac/men/2013.html,MAC,-1.94,L,67,81,,23,5,L 1,Alumni Arena,/cbb/schools/akron/men/2013.html
28,/cbb/boxscores/2013-03-05-akron.html,"Tue, Mar 5, 2013",REG,,/cbb/schools/miami-oh/men/2013.html,Miami (OH),/cbb/conferences/mac/men/2013.html,MAC,-6.62,W,72,58,,24,5,W 1,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
29,/cbb/boxscores/2013-03-08-akron.html,"Fri, Mar 8, 2013",REG,,/cbb/schools/kent-state/men/2013.html,Kent State,/cbb/conferences/mac/men/2013.html,MAC,2.38,L,64,68,,24,6,L 1,James A. Rhodes Arena,/cbb/schools/akron/men/2013.html
30,/cbb/boxscores/2013-03-15-akron.html,"Fri, Mar 15, 2013",CTOURN,N,/cbb/schools/kent-state/men/2013.html,Kent State,/cbb/conferences/mac/men/2013.html,MAC,2.38,W,62,59,,25,6,W 1,,/cbb/schools/akron/men/2013.html
31,/cbb/boxscores/2013-03-16-akron.html,"Sat, Mar 16, 2013",CTOURN,N,/cbb/schools/ohio/men/2013.html,Ohio,/cbb/conferences/mac/men/2013.html,MAC,6.95,W,65,46,,26,6,W 2,,/cbb/schools/akron/men/2013.html
32,/cbb/boxscores/2013-03-21-akron.html,"Thu, Mar 21, 2013",NCAA,N,/cbb/schools/virginia-commonwealth/men/2013.html,Virginia Commonwealth,/cbb/conferences/atlantic-10/men/2013.html,A-10,16.97,L,42,88,,26,7,L 1,Palace of Auburn Hills,/cbb/schools/akron/men/2013.html
