,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2012-11-09-north-carolina-at.html,"Fri, Nov 9, 2012",REG,Greensboro,,W,83,52,1,0,W 1,Corbett Sports Center,/cbb/schools/north-carolina-at/men/2013.html,,,,,
1,/cbb/boxscores/2012-11-12-north-carolina-at.html,"Mon, Nov 12, 2012",REG,Utah Valley,GWC,L,55,64,1,1,L 1,Corbett Sports Center,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/utah-valley/men/2013.html,/cbb/conferences/great-west/men/2013.html,-11.39,,
2,/cbb/boxscores/2012-11-16-wright-state.html,"Fri, Nov 16, 2012",REG,Wright State,Horizon,L,44,56,1,2,L 2,Nutter Center,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/wright-state/men/2013.html,/cbb/conferences/horizon/men/2013.html,2.25,@,
3,/cbb/boxscores/2012-11-18-cincinnati.html,"Sun, Nov 18, 2012",REG,Cincinnati,Big East,L,39,93,1,3,L 3,Fifth Third Arena,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/cincinnati/men/2013.html,/cbb/conferences/big-east/men/2013.html,14.47,@,
4,/cbb/boxscores/2012-11-20-iowa-state.html,"Tue, Nov 20, 2012",REG,Iowa State,Big 12,L,57,86,1,4,L 4,James H. Hilton Coliseum,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/iowa-state/men/2013.html,/cbb/conferences/big-12/men/2013.html,14.50,@,
5,/cbb/boxscores/2012-11-23-campbell.html,"Fri, Nov 23, 2012",REG,Campbell,Big South,W,85,60,2,4,W 1,,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/campbell/men/2013.html,/cbb/conferences/big-south/men/2013.html,-10.23,N,
6,/cbb/boxscores/2012-11-24-jacksonville-state.html,"Sat, Nov 24, 2012",REG,Jacksonville State,OVC,L,50,54,2,5,L 1,,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/jacksonville-state/men/2013.html,/cbb/conferences/ovc/men/2013.html,-4.47,N,OT
7,/cbb/boxscores/2012-11-28-north-carolina-greensboro.html,"Wed, Nov 28, 2012",REG,UNC Greensboro,Southern,W,90,79,3,5,W 1,Fleming Gymnasium,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/north-carolina-greensboro/men/2013.html,/cbb/conferences/southern/men/2013.html,-9.38,@,
8,/cbb/boxscores/2012-12-01-north-carolina-at.html,"Sat, Dec 1, 2012",REG,North Carolina Central,MEAC,L,62,66,3,6,L 1,Corbett Sports Center,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/north-carolina-central/men/2013.html,/cbb/conferences/meac/men/2013.html,-2.22,,
9,/cbb/boxscores/2012-12-13-njit.html,"Thu, Dec 13, 2012",REG,NJIT,GWC,W,76,71,4,6,W 1,Estelle and Zoom Fleisher Athletic Center,/cbb/schools/north-carolina-at/men/2013.html,/cbb/schools/njit/men/2013.html,/cbb/conferences/great-west/men/2013.html,-8.34,@,
