,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2012-11-09-villanova.html,"Fri, Nov 9, 2012",REG,District of Columbia,,W,78,58,1,0,W 1,Wells Fargo Center,/cbb/schools/villanova/men/2013.html,,,,,
1,/cbb/boxscores/2012-11-11-villanova.html,"Sun, Nov 11, 2012",REG,Marshall,CUSA,W,80,68,2,0,W 2,Wells Fargo Center,/cbb/schools/villanova/men/2013.html,/cbb/schools/marshall/men/2013.html,/cbb/conferences/cusa/men/2013.html,-3.61,,
2,/cbb/boxscores/2012-11-15-purdue.html,"Thu, Nov 15, 2012",REG,Purdue,Big Ten,W,89,81,3,0,W 3,Madison Square Garden (IV),/cbb/schools/villanova/men/2013.html,/cbb/schools/purdue/men/2013.html,/cbb/conferences/big-ten/men/2013.html,9.04,N,OT
3,/cbb/boxscores/2012-11-16-alabama.html,"Fri, Nov 16, 2012",REG,Alabama,SEC,L,55,77,3,1,L 1,,/cbb/schools/villanova/men/2013.html,/cbb/schools/alabama/men/2013.html,/cbb/conferences/sec/men/2013.html,9.82,N,
4,/cbb/boxscores/2012-11-20-villanova.html,"Tue, Nov 20, 2012",REG,Columbia,Ivy,L,57,75,3,2,L 2,Wells Fargo Center,/cbb/schools/villanova/men/2013.html,/cbb/schools/columbia/men/2013.html,/cbb/conferences/ivy/men/2013.html,-3.24,,
5,/cbb/boxscores/2012-11-25-la-salle.html,"Sun, Nov 25, 2012",REG,La Salle,A-10,L,74,77,3,3,L 3,,/cbb/schools/villanova/men/2013.html,/cbb/schools/la-salle/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,10.15,@,OT
6,/cbb/boxscores/2012-12-01-vanderbilt.html,"Sat, Dec 1, 2012",REG,Vanderbilt,SEC,W,62,52,4,3,W 1,Memorial Gymnasium,/cbb/schools/villanova/men/2013.html,/cbb/schools/vanderbilt/men/2013.html,/cbb/conferences/sec/men/2013.html,6.26,@,
7,/cbb/boxscores/2012-12-05-villanova.html,"Wed, Dec 5, 2012",REG,Temple,A-10,L,61,76,4,4,L 1,Wells Fargo Center,/cbb/schools/villanova/men/2013.html,/cbb/schools/temple/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,9.54,,
8,/cbb/boxscores/2012-12-08-pennsylvania.html,"Sat, Dec 8, 2012",REG,Pennsylvania,Ivy,W,68,55,5,4,W 1,The Palestra,/cbb/schools/villanova/men/2013.html,/cbb/schools/pennsylvania/men/2013.html,/cbb/conferences/ivy/men/2013.html,-6.95,@,
9,/cbb/boxscores/2012-12-11-villanova.html,"Tue, Dec 11, 2012",REG,Saint Joseph's,A-10,W,65,61,6,4,W 2,Wells Fargo Center,/cbb/schools/villanova/men/2013.html,/cbb/schools/saint-josephs/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,7.33,,
