,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
14,/cbb/boxscores/2012-12-29-western-kentucky.html,"Sat, Dec 29, 2012",REG,,/cbb/schools/north-texas/men/2013.html,North Texas,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-6.38,W,70,64,,10,5,W 2,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
15,/cbb/boxscores/2013-01-03-arkansas-little-rock.html,"Thu, Jan 3, 2013",REG,@,/cbb/schools/arkansas-little-rock/men/2013.html,Little Rock,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-4.34,L,67,75,,10,6,L 1,Jack Stephens Center,/cbb/schools/western-kentucky/men/2013.html
16,/cbb/boxscores/2013-01-05-arkansas-state.html,"Sat, Jan 5, 2013",REG,@,/cbb/schools/arkansas-state/men/2013.html,Arkansas State,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,0.79,L,61,75,,10,7,L 2,Convocation Center,/cbb/schools/western-kentucky/men/2013.html
17,/cbb/boxscores/2013-01-12-western-kentucky.html,"Sat, Jan 12, 2013",REG,,/cbb/schools/florida-atlantic/men/2013.html,Florida Atlantic,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-5.84,L,62,65,,10,8,L 3,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
18,/cbb/boxscores/2013-01-17-western-kentucky.html,"Thu, Jan 17, 2013",REG,,/cbb/schools/louisiana-lafayette/men/2013.html,Louisiana,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-4.90,W,72,49,,11,8,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
19,/cbb/boxscores/2013-01-19-western-kentucky.html,"Sat, Jan 19, 2013",REG,,/cbb/schools/arkansas-little-rock/men/2013.html,Little Rock,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-4.34,L,54,59,,11,9,L 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
20,/cbb/boxscores/2013-01-24-south-alabama.html,"Thu, Jan 24, 2013",REG,@,/cbb/schools/south-alabama/men/2013.html,South Alabama,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-2.88,L,57,65,,11,10,L 2,Mitchell Center,/cbb/schools/western-kentucky/men/2013.html
21,/cbb/boxscores/2013-01-26-middle-tennessee.html,"Sat, Jan 26, 2013",REG,@,/cbb/schools/middle-tennessee/men/2013.html,Middle Tennessee,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,11.18,L,53,72,,11,11,L 3,Murphy Center,/cbb/schools/western-kentucky/men/2013.html
22,/cbb/boxscores/2013-01-31-western-kentucky.html,"Thu, Jan 31, 2013",REG,,/cbb/schools/troy/men/2013.html,Troy,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-8.75,W,65,61,,12,11,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
23,/cbb/boxscores/2013-02-07-north-texas.html,"Thu, Feb 7, 2013",REG,@,/cbb/schools/north-texas/men/2013.html,North Texas,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-6.38,W,70,59,,13,11,W 2,Super Pit,/cbb/schools/western-kentucky/men/2013.html
24,/cbb/boxscores/2013-02-09-western-kentucky.html,"Sat, Feb 9, 2013",REG,,/cbb/schools/arkansas-state/men/2013.html,Arkansas State,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,0.79,L,49,67,,13,12,L 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
25,/cbb/boxscores/2013-02-14-florida-atlantic.html,"Thu, Feb 14, 2013",REG,@,/cbb/schools/florida-atlantic/men/2013.html,Florida Atlantic,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-5.84,L,78,84,,13,13,L 2,FAU Arena,/cbb/schools/western-kentucky/men/2013.html
26,/cbb/boxscores/2013-02-16-florida-international.html,"Sat, Feb 16, 2013",REG,@,/cbb/schools/florida-international/men/2013.html,Florida International,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-2.05,L,82,87,,13,14,L 3,US Century Bank Arena,/cbb/schools/western-kentucky/men/2013.html
27,/cbb/boxscores/2013-02-21-western-kentucky.html,"Thu, Feb 21, 2013",REG,,/cbb/schools/louisiana-monroe/men/2013.html,Louisiana-Monroe,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-13.95,W,75,57,,14,14,W 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
28,/cbb/boxscores/2013-02-23-louisiana-lafayette.html,"Sat, Feb 23, 2013",REG,@,/cbb/schools/louisiana-lafayette/men/2013.html,Louisiana,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-4.90,W,88,77,,15,14,W 2,Cajundome,/cbb/schools/western-kentucky/men/2013.html
29,/cbb/boxscores/2013-02-28-western-kentucky.html,"Thu, Feb 28, 2013",REG,,/cbb/schools/south-alabama/men/2013.html,South Alabama,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-2.88,W,79,73,,16,14,W 3,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
30,/cbb/boxscores/2013-03-02-western-kentucky.html,"Sat, Mar 2, 2013",REG,,/cbb/schools/middle-tennessee/men/2013.html,Middle Tennessee,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,11.18,L,62,70,,16,15,L 1,E. A. Diddle Arena,/cbb/schools/western-kentucky/men/2013.html
31,/cbb/boxscores/2013-03-08-louisiana-monroe.html,"Fri, Mar 8, 2013",CTOURN,N,/cbb/schools/louisiana-monroe/men/2013.html,Louisiana-Monroe,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-13.95,W,74,60,,17,15,W 1,Summit Arena,/cbb/schools/western-kentucky/men/2013.html
32,/cbb/boxscores/2013-03-09-south-alabama.html,"Sat, Mar 9, 2013",CTOURN,N,/cbb/schools/south-alabama/men/2013.html,South Alabama,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-2.88,W,62,59,,18,15,W 2,Summit Arena,/cbb/schools/western-kentucky/men/2013.html
33,/cbb/boxscores/2013-03-10-arkansas-state.html,"Sun, Mar 10, 2013",CTOURN,N,/cbb/schools/arkansas-state/men/2013.html,Arkansas State,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,0.79,W,58,56,,19,15,W 3,Summit Arena,/cbb/schools/western-kentucky/men/2013.html
34,/cbb/boxscores/2013-03-11-florida-international.html,"Mon, Mar 11, 2013",CTOURN,N,/cbb/schools/florida-international/men/2013.html,Florida International,/cbb/conferences/sun-belt/men/2013.html,Sun Belt,-2.05,W,65,63,,20,15,W 4,Summit Arena,/cbb/schools/western-kentucky/men/2013.html
35,/cbb/boxscores/2013-03-22-kansas.html,"Fri, Mar 22, 2013",NCAA,N,/cbb/schools/kansas/men/2013.html,Kansas,/cbb/conferences/big-12/men/2013.html,Big 12,20.79,L,57,64,,20,16,L 1,Sprint Center,/cbb/schools/western-kentucky/men/2013.html
