,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
45,Chattanooga,/cbb/schools/chattanooga/men/2013.html,False,32,13,19,.406,-10.43,-4.93,8,10,8,9,4,9,2218,2318,68.8,99.9,.435,.308,.504,50.6,50.0,9.9,6.4,.464,17.0,35.3,.289,68.8,104.4,.324,.434,.558,49.4,65.9,10.8,9.3,.531,17.3,30.6,.226
46,Chicago State,/cbb/schools/chicago-state/men/2013.html,False,33,11,22,.333,-11.79,-4.92,3,5,8,5,2,16,2151,2276,68.2,93.8,.256,.355,.492,45.1,52.2,13.6,8.3,.459,18.1,30.2,.186,68.2,99.2,.460,.337,.545,54.9,56.6,10.0,8.5,.503,20.9,36.4,.322
47,Cincinnati,/cbb/schools/cincinnati/men/2013.html,True,34,22,12,.647,14.47,6.94,9,9,13,5,4,5,2262,2006,64.9,101.4,.355,.371,.493,51.7,52.5,10.8,16.1,.462,15.8,38.7,.229,64.9,89.9,.327,.304,.469,48.3,53.8,8.8,8.8,.433,17.4,33.4,.218
48,Clemson,/cbb/schools/clemson/men/2013.html,False,31,13,18,.419,5.85,4.46,5,13,8,7,3,9,1907,1864,62.2,98.9,.331,.302,.501,47.9,47.9,10.8,13.2,.472,15.7,32.0,.217,62.2,96.6,.329,.305,.500,52.1,52.9,8.8,7.6,.468,17.4,34.7,.220
49,Cleveland State,/cbb/schools/cleveland-state/men/2013.html,False,32,14,18,.438,-7.33,-0.16,5,11,9,5,3,13,2051,2226,65.4,97.6,.309,.347,.516,45.9,53.1,11.1,8.8,.482,18.5,31.8,.219,65.4,105.9,.433,.338,.567,54.1,62.5,10.0,10.3,.522,18.9,36.8,.323
50,Coastal Carolina,/cbb/schools/coastal-carolina/men/2013.html,False,29,14,15,.483,-5.56,-5.18,9,7,12,4,2,11,1943,1840,65.6,101.6,.361,.258,.510,51.5,43.1,13.1,7.0,.479,17.7,39.3,.237,65.6,96.2,.381,.419,.521,48.5,55.2,9.3,7.6,.484,20.2,34.2,.264
51,Colgate,/cbb/schools/colgate/men/2013.html,False,32,11,21,.344,-8.72,-2.57,5,9,7,5,3,16,2033,2230,66.4,95.4,.276,.366,.511,47.8,56.1,6.9,7.5,.480,17.5,26.2,.195,66.4,104.6,.330,.344,.524,52.2,53.9,9.7,8.2,.491,13.2,29.5,.230
52,College of Charleston,/cbb/schools/college-of-charleston/men/2013.html,False,35,24,11,.686,0.20,-3.83,14,4,10,7,11,2,2297,2176,63.8,102.8,.386,.331,.533,51.8,48.8,6.7,10.6,.499,17.8,33.9,.265,63.8,97.4,.263,.292,.486,48.2,42.4,11.1,7.8,.452,13.3,30.2,.189
53,Colorado,/cbb/schools/colorado/men/2013.html,True,33,21,12,.636,11.91,7.91,10,8,12,3,5,7,2230,2098,65.7,101.4,.409,.289,.522,50.2,42.3,10.5,8.6,.483,17.1,33.6,.281,65.7,95.4,.253,.365,.488,49.8,46.8,10.1,10.1,.459,16.5,33.1,.175
54,Colorado State,/cbb/schools/colorado-state/men/2013.html,True,35,26,9,.743,13.60,5.84,11,5,16,1,6,6,2553,2229,64.5,112.6,.436,.271,.539,56.9,50.5,7.1,6.4,.495,14.1,41.2,.312,64.5,98.3,.364,.371,.513,43.1,43.8,8.0,8.0,.477,14.9,25.9,.249
55,Columbia,/cbb/schools/columbia/men/2013.html,False,28,12,16,.429,-3.24,-3.47,4,10,6,7,5,9,1746,1694,61.3,101.7,.334,.363,.525,48.5,55.8,10.0,7.5,.484,15.5,29.4,.249,61.3,98.7,.396,.290,.528,51.5,50.9,7.9,11.3,.489,17.8,29.4,.279
56,Connecticut,/cbb/schools/connecticut/men/2013.html,False,30,20,10,.667,11.89,7.42,10,8,13,3,4,5,2096,1962,64.9,103.8,.369,.341,.542,44.4,56.4,11.1,11.2,.500,16.0,28.5,.274,64.9,97.2,.310,.310,.488,55.6,51.0,10.0,10.2,.453,16.8,40.1,.214
57,Coppin State,/cbb/schools/coppin-state/men/2013.html,False,32,8,24,.250,-12.64,-4.19,5,11,4,7,4,15,2035,2277,69.3,90.3,.320,.409,.470,41.2,47.7,11.1,4.9,.431,17.9,29.3,.223,69.3,101.0,.375,.367,.529,58.8,57.9,10.5,12.8,.499,19.7,43.6,.248
58,Cornell,/cbb/schools/cornell/men/2013.html,False,31,13,18,.419,-7.25,-2.35,5,9,4,10,7,8,2040,2168,67.2,98.0,.303,.353,.516,47.0,49.7,10.1,10.7,.484,17.3,28.5,.213,67.2,104.1,.366,.363,.564,53.0,58.8,9.6,11.3,.531,18.3,30.2,.263
59,Creighton,/cbb/schools/creighton/men/2013.html,True,36,28,8,.778,16.43,5.15,13,5,15,2,7,5,2680,2274,65.0,114.5,.342,.394,.612,51.6,64.6,7.4,6.6,.582,16.8,28.8,.260,65.0,97.2,.261,.332,.488,48.4,51.1,10.2,7.8,.459,13.9,29.2,.178
60,Dartmouth,/cbb/schools/dartmouth/men/2013.html,False,28,9,19,.321,-9.20,-3.16,5,9,6,7,3,12,1719,1844,64.1,95.3,.340,.322,.504,46.6,49.7,10.8,7.6,.462,18.2,29.1,.248,64.1,102.3,.415,.334,.547,53.4,54.0,10.1,11.1,.501,18.6,33.3,.308
61,Davidson,/cbb/schools/davidson/men/2013.html,True,34,26,8,.765,7.30,-3.43,17,1,12,1,9,4,2490,2110,64.8,112.7,.388,.383,.580,49.3,56.5,8.6,7.6,.532,14.7,29.0,.309,64.8,95.5,.368,.264,.497,50.7,41.0,8.5,8.8,.452,16.3,30.7,.264
62,Dayton,/cbb/schools/dayton/men/2013.html,False,31,17,14,.548,9.37,4.28,7,9,13,4,2,8,2225,2067,66.4,107.3,.397,.286,.565,50.8,55.1,8.3,7.2,.530,18.6,35.2,.284,66.4,99.7,.375,.329,.530,49.2,59.9,8.8,10.3,.492,18.3,33.2,.264
63,Delaware,/cbb/schools/delaware/men/2013.html,False,33,19,14,.576,-0.76,-0.79,13,5,9,4,8,7,2276,2275,66.6,101.9,.420,.254,.518,49.8,41.1,8.0,11.0,.463,16.0,33.1,.316,66.6,101.9,.330,.311,.499,50.2,51.4,10.3,7.5,.465,13.5,34.0,.224
64,Delaware State,/cbb/schools/delaware-state/men/2013.html,False,33,15,18,.455,-11.18,-5.89,8,8,8,3,5,12,1997,2094,62.3,95.4,.332,.359,.498,45.3,46.0,10.9,14.6,.462,18.4,33.0,.229,62.3,100.0,.321,.287,.513,54.7,57.3,10.8,9.7,.482,18.2,40.8,.218
65,Denver,/cbb/schools/denver/men/2013.html,False,32,22,10,.688,9.18,0.24,16,2,14,2,8,7,2076,1790,59.7,108.2,.312,.436,.587,42.2,69.8,15.0,13.3,.562,16.8,22.7,.225,59.7,93.3,.410,.245,.520,57.8,44.3,8.0,8.6,.473,22.6,37.3,.296
66,DePaul,/cbb/schools/depaul/men/2013.html,False,32,11,21,.344,1.71,5.61,2,16,7,10,4,8,2284,2409,71.4,98.8,.317,.266,.509,44.3,51.9,11.5,9.5,.474,16.9,31.7,.223,71.4,104.2,.362,.255,.547,55.7,53.2,11.2,10.2,.515,18.4,40.1,.251
67,Detroit Mercy,/cbb/schools/detroit-mercy/men/2013.html,False,33,20,13,.606,6.72,1.62,12,4,13,2,7,10,2568,2340,70.1,111.0,.357,.344,.551,47.3,53.0,11.8,9.4,.515,13.4,32.1,.260,70.1,101.1,.352,.337,.559,52.7,51.7,7.5,9.6,.527,20.5,34.0,.250
68,Drake,/cbb/schools/drake/men/2013.html,False,32,15,17,.469,3.42,5.13,7,11,9,6,4,7,2296,2319,68.5,103.6,.376,.416,.562,45.8,55.9,8.3,6.1,.528,17.7,24.5,.270,68.5,104.6,.387,.356,.553,54.2,56.4,11.0,10.3,.509,16.6,31.3,.291
69,Drexel,/cbb/schools/drexel/men/2013.html,False,31,13,18,.419,-1.06,-0.96,9,9,5,9,7,6,1953,1956,61.4,100.6,.335,.327,.510,50.6,53.4,8.1,5.5,.467,16.1,33.3,.250,61.4,100.8,.434,.310,.534,49.4,48.1,9.1,9.5,.487,16.6,28.6,.314
70,Duke,/cbb/schools/duke/men/2013.html,True,36,30,6,.833,21.46,9.57,14,4,16,0,5,4,2778,2350,68.2,113.1,.392,.333,.576,47.3,53.6,9.4,9.0,.539,13.7,28.8,.289,68.2,95.7,.327,.269,.496,52.7,40.0,7.3,8.1,.455,17.5,34.7,.237
71,Duquesne,/cbb/schools/duquesne/men/2013.html,False,30,8,22,.267,-4.52,3.51,1,15,6,9,2,12,2028,2269,69.4,96.7,.317,.413,.505,45.9,53.6,7.4,9.0,.479,17.9,30.9,.204,69.4,108.1,.328,.345,.541,54.1,58.8,10.3,11.3,.515,14.8,36.9,.222
72,East Carolina,/cbb/schools/east-carolina/men/2013.html,False,35,23,12,.657,2.57,0.82,9,7,17,4,6,7,2679,2484,70.0,108.2,.385,.385,.555,46.8,65.4,11.3,10.0,.519,15.5,30.6,.275,70.0,100.4,.315,.269,.504,53.2,58.7,9.0,9.3,.475,16.2,37.3,.211
73,East Tennessee State,/cbb/schools/east-tennessee-state/men/2013.html,False,32,10,22,.313,-11.53,-2.11,8,10,5,8,5,11,1994,2284,66.1,93.8,.316,.364,.495,43.3,45.6,9.6,7.1,.464,17.4,27.7,.211,66.1,107.5,.324,.431,.562,56.7,65.4,10.9,9.9,.537,18.3,38.2,.222
74,Eastern Illinois,/cbb/schools/eastern-illinois/men/2013.html,False,32,11,21,.344,-8.92,-5.08,6,10,5,9,4,11,1933,2055,60.7,99.1,.342,.346,.526,47.0,60.8,10.6,7.3,.497,18.3,30.4,.227,60.7,105.4,.379,.404,.568,53.0,61.4,10.1,12.1,.540,18.9,33.3,.261
75,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2013.html,False,35,25,10,.714,1.70,-3.88,12,4,15,1,9,8,2586,2303,65.6,111.8,.338,.455,.585,43.1,58.8,13.4,6.7,.547,15.8,28.5,.264,65.6,99.5,.434,.341,.551,56.9,58.9,9.7,10.8,.506,22.7,40.5,.318
76,Eastern Michigan,/cbb/schools/eastern-michigan/men/2013.html,False,34,16,18,.471,-6.25,-1.25,7,9,13,5,2,12,1926,2011,61.0,92.5,.304,.286,.480,46.4,51.9,12.9,17.4,.448,19.1,35.0,.204,61.0,96.6,.357,.441,.495,53.6,72.8,12.3,6.6,.463,19.3,41.0,.234
77,Eastern Washington,/cbb/schools/eastern-washington/men/2013.html,False,31,10,21,.323,-10.87,-5.58,7,13,7,7,2,13,2146,2310,68.4,99.6,.320,.428,.514,45.2,55.1,7.6,13.0,.488,16.6,29.4,.210,68.4,107.2,.362,.286,.518,54.8,61.2,10.5,11.8,.481,13.3,38.1,.254
78,Elon,/cbb/schools/elon/men/2013.html,False,33,21,12,.636,-3.55,-5.16,13,5,12,3,8,8,2273,2144,66.7,102.1,.288,.398,.531,46.6,54.9,9.8,8.9,.501,15.2,26.5,.205,66.7,96.3,.358,.304,.502,53.4,48.9,9.6,6.3,.464,17.1,32.0,.248
79,Evansville,/cbb/schools/evansville/men/2013.html,False,36,21,15,.583,5.26,2.91,10,8,15,3,5,11,2490,2374,65.7,104.2,.317,.275,.526,47.2,63.8,8.9,8.4,.488,14.6,30.2,.235,65.7,99.3,.352,.331,.537,52.8,54.7,8.6,9.0,.506,19.0,32.5,.242
80,Fairfield,/cbb/schools/fairfield/men/2013.html,False,35,19,16,.543,-0.53,-1.99,9,9,6,5,8,10,2122,2071,62.0,97.0,.289,.341,.506,48.1,57.1,11.3,10.3,.477,18.3,33.6,.198,62.0,94.7,.456,.243,.495,51.9,42.6,11.3,10.5,.444,18.5,35.8,.316
81,FDU,/cbb/schools/fairleigh-dickinson/men/2013.html,False,31,7,24,.226,-17.99,-4.64,2,16,2,10,3,14,2034,2448,69.2,94.1,.352,.324,.520,41.2,55.8,8.3,7.9,.489,19.9,26.2,.236,69.2,113.3,.357,.323,.556,58.8,58.8,12.2,8.2,.526,14.6,42.9,.248
82,Florida,/cbb/schools/florida/men/2013.html,True,37,29,8,.784,23.88,6.85,14,4,15,0,7,5,2642,2012,62.9,113.5,.310,.395,.573,51.4,56.3,11.4,9.4,.552,14.8,33.4,.210,62.9,86.4,.299,.328,.464,48.6,50.9,9.3,7.9,.433,19.4,31.0,.195
