,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
10,/cbb/boxscores/2012-12-17-saint-francis-pa.html,"Mon, Dec 17, 2012",REG,@,/cbb/schools/saint-francis-pa/men/2013.html,Saint Francis (PA),/cbb/conferences/northeast/men/2013.html,NEC,-15.15,W,76,49,10,1,W 5,Maurice Stokes Athletic Center,/cbb/schools/bucknell/men/2013.html
11,/cbb/boxscores/2012-12-19-bucknell.html,"Wed, Dec 19, 2012",REG,,/cbb/schools/marist/men/2013.html,Marist,/cbb/conferences/maac/men/2013.html,MAAC,-6.33,W,71,65,11,1,W 6,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
12,/cbb/boxscores/2012-12-22-princeton.html,"Sat, Dec 22, 2012",REG,@,/cbb/schools/princeton/men/2013.html,Princeton,/cbb/conferences/ivy/men/2013.html,Ivy,3.17,L,67,79,11,2,L 1,Jadwin Gymnasium,/cbb/schools/bucknell/men/2013.html
13,/cbb/boxscores/2012-12-28-loyola-md.html,"Fri, Dec 28, 2012",REG,@,/cbb/schools/loyola-md/men/2013.html,Loyola (MD),/cbb/conferences/maac/men/2013.html,MAAC,1.35,W,66,46,12,2,W 1,Reitz Arena,/cbb/schools/bucknell/men/2013.html
14,/cbb/boxscores/2013-01-02-cornell.html,"Wed, Jan 2, 2013",REG,@,/cbb/schools/cornell/men/2013.html,Cornell,/cbb/conferences/ivy/men/2013.html,Ivy,-7.25,W,72,56,13,2,W 2,Newman Arena,/cbb/schools/bucknell/men/2013.html
15,/cbb/boxscores/2013-01-05-missouri.html,"Sat, Jan 5, 2013",REG,@,/cbb/schools/missouri/men/2013.html,Missouri,/cbb/conferences/sec/men/2013.html,SEC,15.42,L,64,66,13,3,L 1,Mizzou Arena,/cbb/schools/bucknell/men/2013.html
16,/cbb/boxscores/2013-01-12-bucknell.html,"Sat, Jan 12, 2013",REG,,/cbb/schools/army/men/2013.html,Army,/cbb/conferences/patriot/men/2013.html,Patriot,-1.48,W,76,55,14,3,W 1,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
17,/cbb/boxscores/2013-01-16-colgate.html,"Wed, Jan 16, 2013",REG,@,/cbb/schools/colgate/men/2013.html,Colgate,/cbb/conferences/patriot/men/2013.html,Patriot,-8.72,W,73,59,15,3,W 2,Cotterell Court,/cbb/schools/bucknell/men/2013.html
18,/cbb/boxscores/2013-01-19-bucknell.html,"Sat, Jan 19, 2013",REG,,/cbb/schools/lafayette/men/2013.html,Lafayette,/cbb/conferences/patriot/men/2013.html,Patriot,-2.99,W,66,51,16,3,W 3,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
19,/cbb/boxscores/2013-01-23-bucknell.html,"Wed, Jan 23, 2013",REG,,/cbb/schools/lehigh/men/2013.html,Lehigh,/cbb/conferences/patriot/men/2013.html,Patriot,3.96,L,62,65,16,4,L 1,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
20,/cbb/boxscores/2013-01-26-holy-cross.html,"Sat, Jan 26, 2013",REG,@,/cbb/schools/holy-cross/men/2013.html,Holy Cross,/cbb/conferences/patriot/men/2013.html,Patriot,-6.12,W,65,58,17,4,W 1,Hart Recreation Center,/cbb/schools/bucknell/men/2013.html
21,/cbb/boxscores/2013-01-30-american.html,"Wed, Jan 30, 2013",REG,@,/cbb/schools/american/men/2013.html,American,/cbb/conferences/patriot/men/2013.html,Patriot,-8.55,W,56,55,18,4,W 2,Bender Arena,/cbb/schools/bucknell/men/2013.html
22,/cbb/boxscores/2013-02-02-bucknell.html,"Sat, Feb 2, 2013",REG,,/cbb/schools/navy/men/2013.html,Navy,/cbb/conferences/patriot/men/2013.html,Patriot,-11.29,W,69,54,19,4,W 3,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
23,/cbb/boxscores/2013-02-09-army.html,"Sat, Feb 9, 2013",REG,@,/cbb/schools/army/men/2013.html,Army,/cbb/conferences/patriot/men/2013.html,Patriot,-1.48,W,60,58,20,4,W 4,Christl Arena,/cbb/schools/bucknell/men/2013.html
24,/cbb/boxscores/2013-02-13-bucknell.html,"Wed, Feb 13, 2013",REG,,/cbb/schools/colgate/men/2013.html,Colgate,/cbb/conferences/patriot/men/2013.html,Patriot,-8.72,W,69,61,21,4,W 5,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
25,/cbb/boxscores/2013-02-16-lafayette.html,"Sat, Feb 16, 2013",REG,@,/cbb/schools/lafayette/men/2013.html,Lafayette,/cbb/conferences/patriot/men/2013.html,Patriot,-2.99,L,62,63,21,5,L 1,Kirby Sports Center,/cbb/schools/bucknell/men/2013.html
26,/cbb/boxscores/2013-02-18-lehigh.html,"Mon, Feb 18, 2013",REG,@,/cbb/schools/lehigh/men/2013.html,Lehigh,/cbb/conferences/patriot/men/2013.html,Patriot,3.96,W,61,55,22,5,W 1,Stabler Arena,/cbb/schools/bucknell/men/2013.html
27,/cbb/boxscores/2013-02-24-bucknell.html,"Sun, Feb 24, 2013",REG,,/cbb/schools/holy-cross/men/2013.html,Holy Cross,/cbb/conferences/patriot/men/2013.html,Patriot,-6.12,W,74,57,23,5,W 2,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
28,/cbb/boxscores/2013-02-27-bucknell.html,"Wed, Feb 27, 2013",REG,,/cbb/schools/american/men/2013.html,American,/cbb/conferences/patriot/men/2013.html,Patriot,-8.55,W,66,47,24,5,W 3,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
29,/cbb/boxscores/2013-03-02-navy.html,"Sat, Mar 2, 2013",REG,@,/cbb/schools/navy/men/2013.html,Navy,/cbb/conferences/patriot/men/2013.html,Patriot,-11.29,W,62,46,25,5,W 4,Alumni Hall,/cbb/schools/bucknell/men/2013.html
30,/cbb/boxscores/2013-03-06-bucknell.html,"Wed, Mar 6, 2013",CTOURN,,/cbb/schools/navy/men/2013.html,Navy,/cbb/conferences/patriot/men/2013.html,Patriot,-11.29,W,58,42,26,5,W 5,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
31,/cbb/boxscores/2013-03-09-bucknell.html,"Sat, Mar 9, 2013",CTOURN,,/cbb/schools/army/men/2013.html,Army,/cbb/conferences/patriot/men/2013.html,Patriot,-1.48,W,78,70,27,5,W 6,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
32,/cbb/boxscores/2013-03-13-bucknell.html,"Wed, Mar 13, 2013",CTOURN,,/cbb/schools/lafayette/men/2013.html,Lafayette,/cbb/conferences/patriot/men/2013.html,Patriot,-2.99,W,64,56,28,5,W 7,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
33,/cbb/boxscores/2013-03-21-bucknell.html,"Thu, Mar 21, 2013",NCAA,N,/cbb/schools/butler/men/2013.html,Butler,/cbb/conferences/atlantic-10/men/2013.html,A-10,11.01,L,56,68,28,6,L 1,Rupp Arena,/cbb/schools/bucknell/men/2013.html
