,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2012-11-09-purdue.html,"Fri, Nov 9, 2012",REG,@,/cbb/schools/purdue/men/2013.html,Purdue,/cbb/conferences/big-ten/men/2013.html,Big Ten,9.04,W,70,65,1,0,W 1,Mackey Arena,/cbb/schools/bucknell/men/2013.html
1,/cbb/boxscores/2012-11-13-bucknell.html,"Tue, Nov 13, 2012",REG,,/cbb/schools/george-mason/men/2013.html,George Mason,/cbb/conferences/colonial/men/2013.html,CAA,2.03,W,61,56,2,0,W 2,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
2,/cbb/boxscores/2012-11-16-niagara.html,"Fri, Nov 16, 2012",REG,@,/cbb/schools/niagara/men/2013.html,Niagara,/cbb/conferences/maac/men/2013.html,MAAC,0.59,W,88,71,3,0,W 3,Gallagher Center,/cbb/schools/bucknell/men/2013.html
3,/cbb/boxscores/2012-11-17-bucknell.html,"Sat, Nov 17, 2012",REG,N,/cbb/schools/new-mexico-state/men/2013.html,New Mexico State,/cbb/conferences/wac/men/2013.html,WAC,5.09,W,62,49,4,0,W 4,Gallagher Center,/cbb/schools/bucknell/men/2013.html
4,/cbb/boxscores/2012-11-18-bucknell.html,"Sun, Nov 18, 2012",REG,N,,West Alabama,,,,W,69,52,5,0,W 5,Gallagher Center,/cbb/schools/bucknell/men/2013.html
5,/cbb/boxscores/2012-11-23-penn-state.html,"Fri, Nov 23, 2012",REG,@,/cbb/schools/penn-state/men/2013.html,Penn State,/cbb/conferences/big-ten/men/2013.html,Big Ten,2.86,L,57,60,5,1,L 1,Bryce Jordan Center,/cbb/schools/bucknell/men/2013.html
6,/cbb/boxscores/2012-11-27-bucknell.html,"Tue, Nov 27, 2012",REG,,/cbb/schools/dartmouth/men/2013.html,Dartmouth,/cbb/conferences/ivy/men/2013.html,Ivy,-9.20,W,62,49,6,1,W 1,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
7,/cbb/boxscores/2012-12-01-columbia.html,"Sat, Dec 1, 2012",REG,@,/cbb/schools/columbia/men/2013.html,Columbia,/cbb/conferences/ivy/men/2013.html,Ivy,-3.24,W,65,57,7,1,W 2,Levien Gymnasium,/cbb/schools/bucknell/men/2013.html
8,/cbb/boxscores/2012-12-04-bucknell.html,"Tue, Dec 4, 2012",REG,,/cbb/schools/kent-state/men/2013.html,Kent State,/cbb/conferences/mac/men/2013.html,MAC,2.38,W,76,60,8,1,W 3,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
9,/cbb/boxscores/2012-12-15-bucknell.html,"Sat, Dec 15, 2012",REG,,/cbb/schools/la-salle/men/2013.html,La Salle,/cbb/conferences/atlantic-10/men/2013.html,A-10,10.15,W,74,66,9,1,W 4,Sojka Pavilion,/cbb/schools/bucknell/men/2013.html
