,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2012-11-09-davidson.html,"Fri, Nov 9, 2012",REG,Emory,,W,93,67,1,0,W 1,Belk Arena,/cbb/schools/davidson/men/2013.html,,,,,
1,/cbb/boxscores/2012-11-13-new-mexico.html,"Tue, Nov 13, 2012",REG,New Mexico,MWC,L,81,86,1,1,L 1,,/cbb/schools/davidson/men/2013.html,@,/cbb/schools/new-mexico/men/2013.html,/cbb/conferences/mwc/men/2013.html,13.24,
2,/cbb/boxscores/2012-11-17-milwaukee.html,"Sat, Nov 17, 2012",REG,Milwaukee,Horizon,L,68,73,1,2,L 2,Klotsche Center,/cbb/schools/davidson/men/2013.html,@,/cbb/schools/milwaukee/men/2013.html,/cbb/conferences/horizon/men/2013.html,-10.31,
3,/cbb/boxscores/2012-11-22-davidson.html,"Thu, Nov 22, 2012",REG,Vanderbilt,SEC,W,75,62,2,2,W 1,State Farm Field House,/cbb/schools/davidson/men/2013.html,N,/cbb/schools/vanderbilt/men/2013.html,/cbb/conferences/sec/men/2013.html,6.26,
4,/cbb/boxscores/2012-11-23-davidson.html,"Fri, Nov 23, 2012",REG,West Virginia,Big 12,W,63,60,3,2,W 2,State Farm Field House,/cbb/schools/davidson/men/2013.html,N,/cbb/schools/west-virginia/men/2013.html,/cbb/conferences/big-12/men/2013.html,4.61,
5,/cbb/boxscores/2012-11-25-davidson.html,"Sun, Nov 25, 2012",REG,Gonzaga,WCC,L,67,81,3,3,L 1,State Farm Field House,/cbb/schools/davidson/men/2013.html,N,/cbb/schools/gonzaga/men/2013.html,/cbb/conferences/wcc/men/2013.html,20.44,
6,/cbb/boxscores/2012-12-01-chattanooga.html,"Sat, Dec 1, 2012",REG,Chattanooga,Southern,W,81,55,4,3,W 1,McKenzie Arena,/cbb/schools/davidson/men/2013.html,@,/cbb/schools/chattanooga/men/2013.html,/cbb/conferences/southern/men/2013.html,-10.43,
7,/cbb/boxscores/2012-12-05-davidson.html,"Wed, Dec 5, 2012",REG,Charlotte,A-10,L,69,73,4,4,L 1,Belk Arena,/cbb/schools/davidson/men/2013.html,,/cbb/schools/charlotte/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,2.72,
8,/cbb/boxscores/2012-12-08-davidson.html,"Sat, Dec 8, 2012",REG,Wofford,Southern,W,63,56,5,4,W 1,Belk Arena,/cbb/schools/davidson/men/2013.html,,/cbb/schools/wofford/men/2013.html,/cbb/conferences/southern/men/2013.html,-6.71,
9,/cbb/boxscores/2012-12-15-davidson.html,"Sat, Dec 15, 2012",REG,UNC Wilmington,CAA,W,77,61,6,4,W 2,Belk Arena,/cbb/schools/davidson/men/2013.html,,/cbb/schools/north-carolina-wilmington/men/2013.html,/cbb/conferences/colonial/men/2013.html,-10.07,
