,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/virginia-commonwealth/men/2013.html,42,88,/cbb/schools/akron/men/2013.html,8.12,0.18,66.4,106.5,0.362,0.368,0.539,51.9,56.9,10.4,14.7,0.516,17.3,37.7,0.233,66.4,93.1,0.344,0.297,0.486,48.1,49.5,10.3,8.1,0.443,17.4,33.2,0.245,16.97,4.55,68.6,111.4,0.298,0.357,0.541,48.0,51.6,17.0,8.9,0.513,13.7,36.0,0.209,68.6,93.4,0.403,0.329,0.534,52.0,51.0,8.6,8.7,0.499,24.6,37.2,0.276,-46
1,/cbb/schools/duke/men/2013.html,61,73,/cbb/schools/albany-ny/men/2013.html,-0.86,-4.51,62.8,102.1,0.4,0.329,0.541,48.9,51.8,8.7,5.9,0.496,18.4,31.7,0.295,62.8,96.3,0.278,0.346,0.507,51.1,46.6,9.6,10.1,0.483,17.3,32.4,0.182,21.46,9.57,68.2,113.1,0.392,0.333,0.576,47.3,53.6,9.4,9.0,0.539,13.7,28.8,0.289,68.2,95.7,0.327,0.269,0.496,52.7,40.0,7.3,8.1,0.455,17.5,34.7,0.237,-12
2,/cbb/schools/belmont/men/2013.html,81,64,/cbb/schools/arizona/men/2013.html,17.31,7.48,66.8,109.5,0.374,0.375,0.565,52.7,54.1,10.0,10.2,0.525,16.8,35.0,0.28,66.8,94.9,0.329,0.309,0.504,47.3,49.2,9.2,9.3,0.466,17.4,29.2,0.234,10.41,-0.92,68.1,112.3,0.328,0.395,0.594,46.8,57.0,14.3,8.0,0.567,17.1,29.9,0.24,68.1,94.4,0.372,0.372,0.517,53.2,54.6,9.4,11.8,0.477,21.8,36.8,0.264,17
3,/cbb/schools/harvard/men/2013.html,74,51,/cbb/schools/arizona/men/2013.html,17.31,7.48,66.8,109.5,0.374,0.375,0.565,52.7,54.1,10.0,10.2,0.525,16.8,35.0,0.28,66.8,94.9,0.329,0.309,0.504,47.3,49.2,9.2,9.3,0.466,17.4,29.2,0.234,3.96,0.17,63.9,105.6,0.489,0.337,0.583,46.3,57.9,11.2,11.0,0.542,18.5,26.0,0.354,63.9,99.2,0.31,0.283,0.524,53.7,48.8,9.7,9.9,0.488,18.2,34.4,0.225,23
4,/cbb/schools/ohio-state/men/2013.html,70,73,/cbb/schools/arizona/men/2013.html,17.31,7.48,66.8,109.5,0.374,0.375,0.565,52.7,54.1,10.0,10.2,0.525,16.8,35.0,0.28,66.8,94.9,0.329,0.309,0.504,47.3,49.2,9.2,9.3,0.466,17.4,29.2,0.234,20.19,9.33,64.3,108.9,0.354,0.31,0.541,50.5,53.1,10.4,12.9,0.506,13.6,31.1,0.251,64.3,92.0,0.295,0.362,0.491,49.5,48.1,6.8,7.4,0.454,18.0,30.0,0.211,-3
5,/cbb/schools/la-salle/men/2013.html,71,80,/cbb/schools/boise-state/men/2013.html,9.38,5.21,66.3,109.9,0.334,0.356,0.565,51.1,51.3,9.9,5.4,0.53,15.7,31.5,0.249,66.3,98.3,0.407,0.384,0.541,48.9,56.6,8.7,8.1,0.502,18.2,26.5,0.287,10.15,4.47,66.5,107.6,0.313,0.36,0.552,44.6,55.2,11.6,8.3,0.519,15.0,29.0,0.231,66.5,99.1,0.285,0.246,0.52,55.4,50.0,8.7,10.7,0.493,18.3,37.7,0.194,-9
6,/cbb/schools/butler/men/2013.html,56,68,/cbb/schools/bucknell/men/2013.html,6.96,-1.95,62.6,106.9,0.361,0.242,0.538,52.3,55.6,5.5,10.8,0.496,13.2,29.3,0.268,62.6,92.3,0.291,0.309,0.463,47.7,48.9,7.2,5.8,0.425,12.6,26.5,0.205,11.01,6.09,64.9,106.4,0.385,0.356,0.546,53.4,53.5,8.8,7.0,0.512,17.2,36.3,0.268,64.9,98.1,0.355,0.31,0.508,46.6,49.2,10.0,9.1,0.468,15.2,28.9,0.25,-12
7,/cbb/schools/marquette/men/2013.html,72,74,/cbb/schools/butler/men/2013.html,11.01,6.09,64.9,106.4,0.385,0.356,0.546,53.4,53.5,8.8,7.0,0.512,17.2,36.3,0.268,64.9,98.1,0.355,0.31,0.508,46.6,49.2,10.0,9.1,0.468,15.2,28.9,0.25,14.05,8.59,63.4,105.9,0.409,0.27,0.541,50.8,57.4,10.3,10.0,0.496,17.6,38.3,0.299,63.4,97.4,0.317,0.359,0.495,49.2,59.5,10.2,9.8,0.462,16.6,36.8,0.216,-2
8,/cbb/schools/nevada-las-vegas/men/2013.html,64,61,/cbb/schools/california/men/2013.html,10.59,7.71,66.5,100.7,0.312,0.236,0.515,50.0,56.2,8.7,11.4,0.48,16.2,32.5,0.223,66.5,96.4,0.325,0.293,0.48,50.0,51.1,8.9,7.2,0.443,14.3,33.2,0.223,12.81,5.6,68.9,103.2,0.373,0.344,0.53,52.0,64.4,10.4,14.6,0.492,17.1,33.8,0.262,68.9,91.1,0.294,0.319,0.475,48.0,50.9,9.4,6.7,0.439,16.3,29.5,0.204,3
9,/cbb/schools/syracuse/men/2013.html,60,66,/cbb/schools/california/men/2013.html,10.59,7.71,66.5,100.7,0.312,0.236,0.515,50.0,56.2,8.7,11.4,0.48,16.2,32.5,0.223,66.5,96.4,0.325,0.293,0.48,50.0,51.1,8.9,7.2,0.443,14.3,33.2,0.223,20.3,8.57,65.2,107.3,0.368,0.304,0.523,49.7,55.8,13.7,19.3,0.49,15.5,38.8,0.248,65.2,89.5,0.354,0.403,0.467,50.3,67.6,10.6,8.0,0.426,19.7,38.4,0.238,-6
