,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2012-11-10-pacific.html,"Sat, Nov 10, 2012",REG,Holy Names,,W,76,38,1,0,W 1,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,,,,
1,/cbb/boxscores/2012-11-16-fresno-state.html,"Fri, Nov 16, 2012",REG,Fresno State,MWC,L,61,66,1,1,L 1,Save Mart Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/fresno-state/men/2013.html,/cbb/conferences/mwc/men/2013.html,3.19,
2,/cbb/boxscores/2012-11-19-pacific.html,"Mon, Nov 19, 2012",REG,Oral Roberts,Southland,L,67,69,1,2,L 2,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/oral-roberts/men/2013.html,/cbb/conferences/southland/men/2013.html,-0.27,
3,/cbb/boxscores/2012-11-22-pacific.html,"Thu, Nov 22, 2012",REG,Xavier,A-10,W,70,67,2,2,W 1,Anaheim Convention Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/xavier/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,7.71,
4,/cbb/boxscores/2012-11-23-pacific.html,"Fri, Nov 23, 2012",REG,Saint Mary's (CA),WCC,W,76,66,3,2,W 2,Anaheim Convention Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/saint-marys-ca/men/2013.html,/cbb/conferences/wcc/men/2013.html,14.46,
5,/cbb/boxscores/2012-11-25-california.html,"Sun, Nov 25, 2012",REG,California,Pac-12,L,58,78,3,3,L 1,Anaheim Convention Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/california/men/2013.html,/cbb/conferences/pac-12/men/2013.html,10.59,
6,/cbb/boxscores/2012-12-01-gonzaga.html,"Sat, Dec 1, 2012",REG,Gonzaga,WCC,L,67,85,3,4,L 2,McCarthey Athletic Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/gonzaga/men/2013.html,/cbb/conferences/wcc/men/2013.html,20.44,
7,/cbb/boxscores/2012-12-04-pacific.html,"Tue, Dec 4, 2012",REG,Nevada,MWC,W,78,72,4,4,W 1,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/nevada/men/2013.html,/cbb/conferences/mwc/men/2013.html,0.35,OT
8,/cbb/boxscores/2012-12-08-pacific.html,"Sat, Dec 8, 2012",REG,San Francisco,WCC,W,67,59,5,4,W 2,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/san-francisco/men/2013.html,/cbb/conferences/wcc/men/2013.html,2.44,
9,/cbb/boxscores/2012-12-15-pacific.html,"Sat, Dec 15, 2012",REG,Santa Clara,WCC,L,71,75,5,5,L 1,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/santa-clara/men/2013.html,/cbb/conferences/wcc/men/2013.html,6.54,
10,/cbb/boxscores/2012-12-19-saint-marys-ca.html,"Wed, Dec 19, 2012",REG,Saint Mary's (CA),WCC,L,46,74,5,6,L 2,McKeon Pavilion,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/saint-marys-ca/men/2013.html,/cbb/conferences/wcc/men/2013.html,14.46,
11,/cbb/boxscores/2012-12-21-pacific.html,"Fri, Dec 21, 2012",REG,Cal State Maritime,,W,80,42,6,6,W 1,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,,,,
12,/cbb/boxscores/2012-12-29-long-beach-state.html,"Sat, Dec 29, 2012",REG,Long Beach State,Big West,L,63,67,6,7,L 1,The Walter Pyramid,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/long-beach-state/men/2013.html,/cbb/conferences/big-west/men/2013.html,-1.48,
13,/cbb/boxscores/2013-01-05-california-davis.html,"Sat, Jan 5, 2013",REG,UC Davis,Big West,W,74,64,7,7,W 1,The Pavilion,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/california-davis/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.80,
14,/cbb/boxscores/2013-01-10-pacific.html,"Thu, Jan 10, 2013",REG,UC Santa Barbara,Big West,W,80,62,8,7,W 2,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/california-santa-barbara/men/2013.html,/cbb/conferences/big-west/men/2013.html,-4.53,
15,/cbb/boxscores/2013-01-12-pacific.html,"Sat, Jan 12, 2013",REG,Cal Poly,Big West,W,77,55,9,7,W 3,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/cal-poly/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.77,
16,/cbb/boxscores/2013-01-17-hawaii.html,"Thu, Jan 17, 2013",REG,Hawaii,Big West,L,52,60,9,8,L 1,Stan Sheriff Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/hawaii/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.37,
17,/cbb/boxscores/2013-01-19-cal-state-northridge.html,"Sat, Jan 19, 2013",REG,Cal State Northridge,Big West,W,74,62,10,8,W 1,The Matadome,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/cal-state-northridge/men/2013.html,/cbb/conferences/big-west/men/2013.html,-4.18,
18,/cbb/boxscores/2013-01-24-pacific.html,"Thu, Jan 24, 2013",REG,UC Riverside,Big West,W,63,58,11,8,W 2,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/california-riverside/men/2013.html,/cbb/conferences/big-west/men/2013.html,-11.81,
19,/cbb/boxscores/2013-01-26-pacific.html,"Sat, Jan 26, 2013",REG,Cal State Fullerton,Big West,W,71,67,12,8,W 3,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/cal-state-fullerton/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.27,
20,/cbb/boxscores/2013-02-02-pacific.html,"Sat, Feb 2, 2013",REG,UC Davis,Big West,W,77,64,13,8,W 4,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/california-davis/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.80,
21,/cbb/boxscores/2013-02-07-cal-poly.html,"Thu, Feb 7, 2013",REG,Cal Poly,Big West,L,62,67,13,9,L 1,Robert A. Mott Athletics Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/cal-poly/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.77,
22,/cbb/boxscores/2013-02-09-california-santa-barbara.html,"Sat, Feb 9, 2013",REG,UC Santa Barbara,Big West,L,53,66,13,10,L 2,The Thunderdome,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/california-santa-barbara/men/2013.html,/cbb/conferences/big-west/men/2013.html,-4.53,
23,/cbb/boxscores/2013-02-14-pacific.html,"Thu, Feb 14, 2013",REG,Cal State Northridge,Big West,W,66,59,14,10,W 1,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/cal-state-northridge/men/2013.html,/cbb/conferences/big-west/men/2013.html,-4.18,
24,/cbb/boxscores/2013-02-16-pacific.html,"Sat, Feb 16, 2013",REG,Hawaii,Big West,W,80,71,15,10,W 2,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/hawaii/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.37,
25,/cbb/boxscores/2013-02-20-california-irvine.html,"Wed, Feb 20, 2013",REG,UC Irvine,Big West,L,59,68,15,11,L 1,Bren Events Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/california-irvine/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.15,
26,/cbb/boxscores/2013-02-23-western-michigan.html,"Sat, Feb 23, 2013",REG,Western Michigan,MAC,L,62,67,15,12,L 2,University Arena,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/western-michigan/men/2013.html,/cbb/conferences/mac/men/2013.html,0.42,
27,/cbb/boxscores/2013-02-28-cal-state-fullerton.html,"Thu, Feb 28, 2013",REG,Cal State Fullerton,Big West,W,64,55,16,12,W 1,Titan Gym,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/cal-state-fullerton/men/2013.html,/cbb/conferences/big-west/men/2013.html,-3.27,
28,/cbb/boxscores/2013-03-02-california-riverside.html,"Sat, Mar 2, 2013",REG,UC Riverside,Big West,W,70,68,17,12,W 2,UCR Student Rec Center,/cbb/schools/pacific/men/2013.html,@,/cbb/schools/california-riverside/men/2013.html,/cbb/conferences/big-west/men/2013.html,-11.81,
29,/cbb/boxscores/2013-03-07-pacific.html,"Thu, Mar 7, 2013",REG,UC Irvine,Big West,W,70,62,18,12,W 3,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/california-irvine/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.15,
30,/cbb/boxscores/2013-03-09-pacific.html,"Sat, Mar 9, 2013",REG,Long Beach State,Big West,W,71,51,19,12,W 4,Alex G. Spanos Center,/cbb/schools/pacific/men/2013.html,,/cbb/schools/long-beach-state/men/2013.html,/cbb/conferences/big-west/men/2013.html,-1.48,
31,/cbb/boxscores/2013-03-14-california-santa-barbara.html,"Thu, Mar 14, 2013",CTOURN,UC Santa Barbara,Big West,W,71,68,20,12,W 5,Honda Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/california-santa-barbara/men/2013.html,/cbb/conferences/big-west/men/2013.html,-4.53,
32,/cbb/boxscores/2013-03-15-cal-poly.html,"Fri, Mar 15, 2013",CTOURN,Cal Poly,Big West,W,55,53,21,12,W 6,Honda Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/cal-poly/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.77,
33,/cbb/boxscores/2013-03-16-california-irvine.html,"Sat, Mar 16, 2013",CTOURN,UC Irvine,Big West,W,64,55,22,12,W 7,Honda Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/california-irvine/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.15,
34,/cbb/boxscores/2013-03-22-miami-fl.html,"Fri, Mar 22, 2013",NCAA,Miami (FL),ACC,L,49,78,22,13,L 1,Frank Erwin Center,/cbb/schools/pacific/men/2013.html,N,/cbb/schools/miami-fl/men/2013.html,/cbb/conferences/acc/men/2013.html,16.98,
