,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2012-11-10-saint-marys-ca.html,"Sat, Nov 10, 2012",REG,Sonoma State,,W,95,69,1,0,W 1,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,,,,
1,/cbb/boxscores/2012-11-15-utah-state.html,"Thu, Nov 15, 2012",REG,Utah State,WAC,W,67,58,2,0,W 2,Dee Glen Smith Spectrum,/cbb/schools/saint-marys-ca/men/2013.html,@,/cbb/schools/utah-state/men/2013.html,/cbb/conferences/wac/men/2013.html,3.75,
2,/cbb/boxscores/2012-11-18-saint-marys-ca.html,"Sun, Nov 18, 2012",REG,Eastern Washington,Big Sky,W,85,66,3,0,W 3,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/eastern-washington/men/2013.html,/cbb/conferences/big-sky/men/2013.html,-10.87,
3,/cbb/boxscores/2012-11-22-drexel.html,"Thu, Nov 22, 2012",REG,Drexel,CAA,W,76,64,4,0,W 4,Anaheim Convention Center,/cbb/schools/saint-marys-ca/men/2013.html,N,/cbb/schools/drexel/men/2013.html,/cbb/conferences/colonial/men/2013.html,-1.06,
4,/cbb/boxscores/2012-11-23-pacific.html,"Fri, Nov 23, 2012",REG,Pacific,Big West,L,66,76,4,1,L 1,Anaheim Convention Center,/cbb/schools/saint-marys-ca/men/2013.html,N,/cbb/schools/pacific/men/2013.html,/cbb/conferences/big-west/men/2013.html,1.67,
5,/cbb/boxscores/2012-11-25-georgia-tech.html,"Sun, Nov 25, 2012",REG,Georgia Tech,ACC,L,56,65,4,2,L 2,Anaheim Convention Center,/cbb/schools/saint-marys-ca/men/2013.html,N,/cbb/schools/georgia-tech/men/2013.html,/cbb/conferences/acc/men/2013.html,6.62,
6,/cbb/boxscores/2012-12-01-saint-marys-ca.html,"Sat, Dec 1, 2012",REG,Cal Poly,Big West,W,86,68,5,2,W 1,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/cal-poly/men/2013.html,/cbb/conferences/big-west/men/2013.html,-0.77,
7,/cbb/boxscores/2012-12-05-drake.html,"Wed, Dec 5, 2012",REG,Drake,MVC,W,88,73,6,2,W 2,Knapp Center,/cbb/schools/saint-marys-ca/men/2013.html,@,/cbb/schools/drake/men/2013.html,/cbb/conferences/mvc/men/2013.html,3.42,
8,/cbb/boxscores/2012-12-11-saint-marys-ca.html,"Tue, Dec 11, 2012",REG,Jackson State,SWAC,W,120,67,7,2,W 3,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/jackson-state/men/2013.html,/cbb/conferences/swac/men/2013.html,-14.82,
9,/cbb/boxscores/2012-12-19-saint-marys-ca.html,"Wed, Dec 19, 2012",REG,Pacific,Big West,W,74,46,8,2,W 4,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/pacific/men/2013.html,/cbb/conferences/big-west/men/2013.html,1.67,
10,/cbb/boxscores/2012-12-23-northern-iowa.html,"Sun, Dec 23, 2012",REG,Northern Iowa,MVC,L,75,82,8,3,L 1,McLeod Center,/cbb/schools/saint-marys-ca/men/2013.html,@,/cbb/schools/northern-iowa/men/2013.html,/cbb/conferences/mvc/men/2013.html,8.58,
11,/cbb/boxscores/2012-12-27-saint-marys-ca.html,"Thu, Dec 27, 2012",REG,Rhode Island,A-10,W,82,59,9,3,W 1,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/rhode-island/men/2013.html,/cbb/conferences/atlantic-10/men/2013.html,-0.58,
12,/cbb/boxscores/2012-12-30-saint-marys-ca.html,"Sun, Dec 30, 2012",REG,Yale,Ivy,W,78,62,10,3,W 2,McKeon Pavilion,/cbb/schools/saint-marys-ca/men/2013.html,,/cbb/schools/yale/men/2013.html,/cbb/conferences/ivy/men/2013.html,-3.94,
